Container Number,Container Type,Project,Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,SCM Seed,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub presence/absence,Checked?,Ordered Entered,Notes
25_D_2186,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,15,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2187,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2188,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2189,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2190,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1500,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,13,0,0,0,0,0,0,0,NO,NO,Y,243,
25_D_1501,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,479,
25_D_1502,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,242,
25_D_1503,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,22,0,0,0,0,3,0,3,NO,NO,Y,223,
25_D_1504,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,19,0,0,0,0,0,0,0,NO,NO,Y,224,
25_D_1505,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,16,1,0,1,0,0,0,0,NO,NO,Y,222,
25_D_1506,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,17,0,0,0,0,1,0,1,NO,NO,Y,221,
25_D_1507,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,449,
25_D_1508,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1509,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1510,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,19,0,0,0,0,1,0,1,NO,NO,Y,219,
25_D_1511,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,220,
25_D_1512,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,17,0,0,0,0,1,0,1,NO,NO,Y,218,
25_D_1513,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,17,0,0,0,0,0,0,0,NO,NO,Y,233,
25_D_1514,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,13,0,0,0,0,0,0,0,NO,NO,Y,447,
25_D_1515,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,19,0,0,0,0,1,0,1,NO,NO,Y,241,
25_D_1516,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1517,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,16,0,0,0,0,1,0,1,NO,NO,Y,225,
25_D_2374,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,27,0,0,0,0,1,0,1,NO,NO,Y,,Seed number probably incorrect.
25_D_2375,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,17,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2376,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,24,0,0,0,0,0,0,0,NO,NO,Y,521,
25_D_2377,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,19,0,0,0,0,0,0,0,NO,NO,Y,520,
25_D_2378,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,22,0,0,0,0,0,0,0,NO,NO,Y,519,
25_D_2379,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2380,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2381,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,20,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2382,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2383,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2384,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2385,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,22,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2386,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,28,0,0,0,0,7,0,7,NO,NO,Y,,
25_D_2387,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,23,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2388,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2389,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,21,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2390,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,24,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2391,DELI,R,MIL_BAR_2,NEONIC,6/26/25,SOY,22,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1001,DELI,R,MIL_COB,FUNG,5/15/25,SOY,24,0,0,0,0,0,0,0,NO,YES,Y,649,
25_D_1002,DELI,R,MIL_COB,FUNG,5/15/25,SOY,23,0,0,0,0,0,0,0,NO,NO,Y,703,
25_D_1003,DELI,R,MIL_COB,FUNG,5/15/25,SOY,31,0,0,0,0,0,0,0,NO,NO,Y,651,
25_D_1004,DELI,R,MIL_COB,FUNG,5/15/25,SOY,21,0,0,0,0,0,0,0,NO,YES,Y,701,
25_D_1005,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,23,0,0,0,0,0,0,0,NO,NO,Y,650,
25_D_1006,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,19,0,0,0,0,0,0,0,NO,NO,Y,702,
25_D_1007,DELI,R,MIL_COB,FUNG,5/15/25,SOY,19,0,0,0,0,0,0,0,NO,NO,Y,628,
25_D_1008,DELI,R,MIL_COB,FUNG,5/15/25,SOY,25,0,0,0,0,0,0,0,NO,YES,Y,704,
25_D_1009,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,28,0,0,0,0,0,0,0,NO,NO,Y,627,
25_D_1010,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,31,0,0,0,0,0,0,0,NO,NO,Y,636,
25_D_1011,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,23,0,0,0,0,0,0,0,NO,NO,Y,634,
25_D_1012,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,28,0,0,0,0,0,0,0,NO,YES,Y,626,
25_D_1013,DELI,R,MIL_COB,FUNG,5/15/25,SOY,14,1,0,0,0,0,0,0,NO,YES,Y,635,
25_D_1014,DELI,R,MIL_COB,FUNG,5/15/25,SOY,17,3,0,3,0,0,0,0,NO,NO,Y,632,
25_D_1015,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,26,0,0,0,0,0,0,0,NO,NO,Y,633,
25_D_1016,DELI,R,MIL_COB,FUNG,5/15/25,SOY,20,0,0,0,0,0,0,0,NO,NO,Y,630,
25_D_1017,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,21,0,0,0,0,0,0,0,NO,NO,Y,631,
25_D_1018,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,21,0,0,0,0,0,0,0,NO,NO,Y,629,
25_D_1572,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,3,0,YES,NO,Y,530,
25_D_1573,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1574,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1575,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,22,0,0,0,0,5,0,5,NO,NO,Y,,
25_D_1576,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,YES,NO,Y,531,
25_D_1577,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1578,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,1,0,YES,NO,Y,529,
25_D_1579,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,YES,NO,Y,528,
25_D_1580,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1581,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,17,0,0,0,0,0,2,2,YES,NO,,,
25_D_1582,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1583,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,16,0,0,0,0,6,0,6,NO,NO,Y,,
25_D_1584,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,18,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_1585,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,14,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1586,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,18,0,0,0,0,0,0,0,YES,NO,Y,,
25_D_1587,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,16,0,0,0,0,0,0,0,YES,NO,Y,,
25_D_1588,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,18,0,0,0,0,5,4,5,YES,NO,Y,,
25_D_1589,DELI,R,MIL_CRO_1,FUNG,6/11/25,FIELD CORN,17,0,0,0,0,0,2,0,YES,NO,Y,,
25_D_2041,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2042,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,18,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2043,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,527,
25_D_2044,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,526,
25_D_2045,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,525,
25_D_2046,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2047,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,17,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2048,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2049,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2050,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,17,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2051,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,N/A,1,0,0,0,0,0,0,NO,NO,Y,554,seed count not noted
25_D_2052,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,553,
25_D_2053,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,564,
25_D_2054,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2055,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2056,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2057,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,513,
25_D_2058,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2059,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2060,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,562,
25_D_2061,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,2,1,0,0,0,0,0,NO,NO,Y,,
25_D_2062,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,7,1,0,0,0,0,0,NO,NO,Y,,
25_D_2063,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,1,0,0,0,13,0,13,NO,NO,Y,,
25_D_2064,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,16,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2065,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,17,4,0,0,0,8,0,8,NO,NO,Y,,
25_D_2066,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,517,
25_D_2067,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,556,
25_D_2068,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,555,
25_D_2069,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,561,
25_D_2070,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,560,
25_D_2071,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,6,0,0,0,0,0,0,NO,NO,Y,559,
25_D_2072,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,558,
25_D_2073,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2074,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,14,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2075,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,18,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2076,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,557,
25_D_2446,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2447,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,19,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2448,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,17,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2449,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,17,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2450,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,19,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2451,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2452,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,15,1,0,0,0,4,0,4,NO,NO,Y,,
25_D_2453,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,19,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2454,DELI,R,MIL_ZIT_1,FUNG,6/30/25,SOY,23,0,0,0,0,5,0,5,NO,NO,Y,,
25_D_2455,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,19,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2456,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,16,0,0,0,0,2,0,2,NO,NO,Y,728,
25_D_2457,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,22,0,0,0,0,0,0,0,NO,NO,Y,730,
25_D_2458,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2459,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2460,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2461,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2462,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2463,DELI,R,MIL_ZIT_1,NEONIC,6/30/25,SOY,17,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1590,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,446,
25_D_1591,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,455,
25_D_1592,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,7,0,0,0,0,0,0,0,NO,NO,Y,454,
25_D_1593,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,453,
25_D_1594,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,437,
25_D_1595,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,436,
25_D_1596,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,8,0,0,0,0,0,0,0,NO,NO,Y,450,
25_D_1597,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,457,
25_D_1598,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,452,
25_D_1599,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,451,
25_D_1600,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,462,
25_D_1601,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,461,
25_D_1602,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,460,
25_D_1603,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,1,0,YES,NO,Y,459,
25_D_1604,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,1,0,1,0,0,0,0,NO,NO,Y,434,
25_D_1605,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,10,0,0,0,0,0,0,0,NO,NO,Y,475,
25_D_1606,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,474,
25_D_1607,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,477,
25_D_2464,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2465,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2466,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2467,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2468,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2469,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2470,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2471,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2472,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2473,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2474,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2475,DELI,R,MIL_ZIT_3,NEONIC,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2476,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2477,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,739,
25_D_2479,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2480,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,3,0,0,0,0,0,0,NO,NO,,,
25_D_2481,DELI,R,MIL_ZIT_3,FUNG,6/30/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,735,
25_D_1109,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,309,
25_D_1110,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,48,
25_D_1111,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,39,
25_D_1112,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,502,
25_D_1113,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,43,
25_D_1114,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,46,
25_D_1115,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,10,0,0,0,0,0,0,0,NO,YES,Y,47,
25_D_1116,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,14,0,0,0,0,0,1,0,NO,NO,Y,499,
25_D_1117,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,310,
25_D_1118,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,1,0,NO,NO,Y,500,
25_D_1119,DELI,R,SMI_ARN_1,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,44,
25_D_1120,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,1,1,NO,NO,Y,45,
25_D_1121,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,253,
25_D_1122,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,254,
25_D_1123,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,1,0,NO,NO,Y,312,"wireworms found in sample, but not circled on sheet"
25_D_1124,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,501,
25_D_1125,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,691,
25_D_1126,DELI,R,SMI_ARN_1,FUNG,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,311,
25_D_1389,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,18,0,0,0,0,0,0,0,NO,NO,Y,109,
25_D_1375,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,18,0,0,0,0,1,0,1,NO,NO,Y,110,
25_D_1376,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,13,0,0,0,0,2,0,2,NO,NO,Y,89,
25_D_1378,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,17,0,0,0,0,1,1,1,YES,NO,Y,108,
25_D_1379,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,18,0,0,0,0,2,0,2,NO,NO,Y,107,
25_D_1380,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,92,
25_D_1385,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,16,0,0,0,0,3,0,3,NO,NO,Y,88,
25_D_1387,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,17,8,0,5,0,3,0,3,NO,NO,Y,116,NUMBER OF SEEDS NOT WRITTEN
25_D_1391,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,21,1,0,1,0,0,0,0,NO,NO,Y,106,
25_D_1377,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,90,
25_D_1381,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,91,
25_D_1382,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,93,
25_D_1383,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,14,0,0,0,0,0,0,0,NO,NO,Y,94,
25_D_1384,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,105,
25_D_1386,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,87,
25_D_1388,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,14,0,0,0,0,1,0,1,NO,NO,Y,95,
25_D_1390,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,104,
25_D_1392,DELI,R,SMI_ARN_2,NEONIC,6/3/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,111,
25_D_1358,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,67,
