Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Plant number,Aphids,Presence/absence,Notes
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,2,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,2,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,2,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,3,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,3,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,3,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,3,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,3,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,4,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,4,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,4,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,4,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,4,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,5,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,5,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,5,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,5,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,5,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,6,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,6,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,6,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,6,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,6,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,7,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,7,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,7,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,7,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,7,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,8,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,8,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,8,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,8,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,8,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,9,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,9,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,9,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,9,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Neonic,9,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,1,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,1,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,1,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,1,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,1,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,2,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,2,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,2,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,2,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,2,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,3,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,3,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,3,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,3,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,3,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,4,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,4,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,4,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,4,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,4,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,5,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,5,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,5,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,5,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,5,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,6,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,6,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,6,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,6,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,6,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,7,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,7,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,7,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,7,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,7,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,8,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,8,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,8,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,8,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,8,5,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,9,1,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,9,2,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,9,3,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,9,4,0,No,
Mike Stanyard,STA_FRE,6/18/2025,VE/V1,Soybean,Fung,9,5,0,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,1,,Yes,Wingless
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,5,,Yes,Wingless
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,2,,Yes,Wingless
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,5,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,1,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,2,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,3,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,4,,No,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,5,,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,1,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,1,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,1,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,1,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,1,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,2,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,2,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,2,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,2,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,2,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,3,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,3,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,3,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,3,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,3,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,4,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,4,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,4,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,4,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,4,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,5,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,5,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,5,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,5,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,5,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,6,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,6,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,6,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,6,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,6,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,7,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,7,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,7,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,7,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,7,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,8,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,8,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,8,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,8,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,8,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,9,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,9,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,9,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,9,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Neonic,9,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,1,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,1,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,1,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,1,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,1,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,2,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,2,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,2,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,2,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,2,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,3,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,3,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,3,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,3,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,3,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,4,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,4,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,4,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,4,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,4,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,5,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,5,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,5,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,5,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,5,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,6,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,6,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,6,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,6,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,6,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,7,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,7,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,7,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,7,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,7,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,8,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,8,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,8,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,8,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,8,5,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,9,1,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,9,2,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,9,3,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,9,4,0,No,
Mike Stanyard,STA_REE_1,6/12/2025,VE/V1,Soybean,Fung,9,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,4,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,4,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,4,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,4,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,4,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,5,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,6,1,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,6,2,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,6,3,0,No,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,6,4,0,No,
