Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Seeds present,Dead seeds,White grubs,Wireworm,Seedcorn maggot,Other damage,Notes
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,6,30,5,No,No,No,No,"Some not germinated, others leafed out underground"
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,7,34,1,No,No,No,No,"Some not germinated, others leafed out underground"
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,8,30,3,No,No,No,No,"Some not germinated, others leafed out underground"
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,9,30,3,No,No,No,No,"Some not germinated, others leafed out underground"
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,1,34,1,No,No,No,No,Unfurled underground
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,2,32,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,3,34,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,4,32,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,5,34,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,6,33,1,No,No,No,No,"Dead seed, no insects"
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,7,29,2,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,8,33,2,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Neonic,9,31,4,No,No,No,Clipped,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,1,33,1,No,No,No,Clipped,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,2,33,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,3,31,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,4,33,2,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,5,33,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,6,32,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,7,32,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,8,34,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/23/2025,VE/V1,Field corn,Fung,9,34,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,1,34,1,No,No,No,Rot,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,2,33,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,3,32,2,No,No,No,Rot,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,4,32,1,No,No,No,Clipped,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,5,34,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,6,29,4,No,No,No,Rot and clipped,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,7,29,2,No,No,No,"Clipped, unfurled underground",
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,8,33,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,9,35,0,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,1,33,2,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,2,32,1,No,No,No,No,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,3,33,1,No,No,No,No,Seed on top
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,4,33,1,No,No,No,Unfurled underground,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,5,29,3,No,No,No,Rot,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,6,31,2,No,No,No,Rot,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,7,29,1,No,Yes,No,Clipped,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,8,31,1,No,No,No,Rot,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,9,29,3,No,No,No,Rot and unfurled underground,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,1,31,2,No,No,Yes,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,2,26,7,No,No,Yes,"Slug, millipedes",
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,3,30,4,No,No,Yes,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,4,35,1,No,No,Yes,Millipede,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,5,34,1,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,6,31,2,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,7,32,1,No,No,Yes,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,8,34,1,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Neonic,9,30,3,No,No,Yes,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,1,30,4,No,No,Yes,Slugs,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,2,31,3,No,No,Yes,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,3,32,3,No,No,Yes,Millipedes,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,4,32,3,No,No,Yes,Rocks,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,5,33,0,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,6,37,0,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,7,37,3,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,8,33,0,No,No,No,No,
Mike Stanyard,STA_WIL,5/30/2025,VE/V1,Field corn,Fung,9,31,4,No,No,Yes,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,1,35,0,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,2,26,2,No,No,No,Clipped,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,3,24,5,No,No,No,Rot,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,4,30,1,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,5,28,3,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,6,31,1,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,7,27,4,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,8,24,4,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,9,28,6,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,1,31,2,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,2,30,4,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,3,32,0,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,4,32,2,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,5,30,4,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,6,27,2,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,7,30,2,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,8,26,1,No,No,No,No,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,9,34,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,1,35,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,2,42,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,3,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,4,35,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,5,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,6,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,7,37,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,8,37,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Neonic,9,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,1,41,1,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,2,42,1,No,No,No,No,Seed unfurled underground
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,3,41,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,4,37,1,No,No,No,No,Seed unfurled underground
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,5,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,6,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,7,35,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,8,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/18/2025,VE/V1,Field corn,Fung,9,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,1,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,2,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,3,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,4,35,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,5,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,6,32,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,7,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,8,38,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,9,35,2,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,1,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,2,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,3,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,4,35,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,5,32,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,6,39,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,7,40,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,8,40,0,No,No,No,No,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,9,39,1,No,No,No,Millipede,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,1,21,9,No,No,Yes,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,2,14,15,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,3,20,7,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,4,20,12,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,5,11,15,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,6,20,9,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,7,17,10,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,8,17,16,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Neonic,9,19,14,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,1,23,6,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,2,26,5,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,3,27,6,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,4,24,7,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,5,17,11,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,6,26,5,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,7,17,8,No,No,No,No,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,8,26,4,No,No,No,Black cutworm clipped,
Mike Stanyard,STA_STA,6/10/2025,VE/V1,Field corn,Fung,9,28,2,No,No,No,No,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,1,13,4,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,2,20,2,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,3,20,0,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,4,19,4,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,5,13,7,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,6,20,3,No,No,No,No,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,7,20,5,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,8,16,12,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,9,19,8,No,No,No,No,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,1,25,6,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,2,25,3,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,3,25,1,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,4,19,5,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,5,22,5,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,6,29,3,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,7,25,1,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,8,22,2,No,No,No,Clipped,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,9,27,1,No,No,No,Clipped,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,1,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,2,30,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,3,32,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,4,30,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,5,27,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,6,30,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,7,33,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,8,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Neonic,9,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,1,32,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,2,33,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,3,29,3,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,4,35,6,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,5,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,6,33,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,7,31,3,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,8,28,5,No,No,No,No,
Mike Stanyard,STA_KRE,6/16/2025,VE/V1,Field corn,Fung,9,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,1,31,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,2,33,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,3,30,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,4,33,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,5,32,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,6,33,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,7,32,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,8,34,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,9,33,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,1,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,2,31,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,3,34,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,4,34,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,5,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,6,33,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,7,33,1,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,8,32,0,No,No,No,No,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,9,32,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,1,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,2,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,3,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,4,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,5,2,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,6,2,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,7,5,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,8,12,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Neonic,9,5,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,1,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,2,1,0,No,No,No,Millipede,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,3,3,0,No,No,No,Millipede,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,4,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,5,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,6,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,7,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,8,2,0,No,No,No,Clipped,
Julie Kikkert,KIK_SWE,6/27/2025,VE/V1,Sweet corn,Fung,9,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,1,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,2,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,3,1,1,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,4,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,5,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,6,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,7,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,8,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,9,1,1,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,1,2,0,No,No,No,Cutworm,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,2,1,0,No,No,No,Cutworm,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,3,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,4,1,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,5,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,6,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,7,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,8,0,0,No,No,No,No,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,9,0,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,1,13,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,2,14,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,3,18,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,4,18,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,5,12,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,6,11,1,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,7,12,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,8,10,2,No,No,Yes,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Neonic,9,13,1,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,1,8,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,2,14,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,3,9,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,4,4,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,5,8,1,No,No,No,Some feeding damage,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,6,6,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,7,4,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,8,7,0,No,No,No,No,
Julie Kikkert,KIK_HAR,6/26/2025,VE/V1,Sweet corn,Fung,9,3,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,1,3,1,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,2,10,1,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,3,7,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,4,10,1,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,5,6,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,6,10,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,7,10,0,No,No,No,Clipped,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,8,7,1,No,Yes,No,Clipped,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,9,10,0,No,No,No,Clipped,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,1,3,1,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,2,2,0,No,No,No,No,
