Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Plant growth stage,Number of plants,Total weight (g),Notes,Untared weight (g)
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,4,V2/V3,15,730,Adjust for 45 g,775
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,5,V2/V3,15,122,Adjust for 45 g,167
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,6,V2/V3,15,790,Adjust for 45 g,835
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,7,V2/V3,15,630,Adjust for 45 g,675
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,8,V2/V3,15,122,Adjust for 45 g,167
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,9,V2/V3,15,570,Adjust for 45 g,615
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,1,V2/V3,15,102,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,2,V2/V3,15,112,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,3,V2/V3,15,108,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,4,V2/V3,15,104,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,5,V2/V3,15,110,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,6,V2/V3,15,117,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,7,V2/V3,15,85,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,8,V2/V3,15,95,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Neonic,9,V2/V3,15,89,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,1,V2/V3,15,104,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,2,V2/V3,15,82,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,3,V2/V3,15,101,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,4,V2/V3,15,95,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,5,V2/V3,15,105,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,6,V2/V3,15,98,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,7,V2/V3,15,98,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,8,V2/V3,15,106,,
Janice Degni,DEG_LAF_2,6/30/2025,V3/V4,Soybean,Fung,9,V2/V3,15,110,,
