Container Number,Container Type,Project,Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub prsence/absence,Checked?,Ordered Entered,Notes
25_D_1445,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,16,0,0,0,0,1,0,YES,YES,Y,170,
25_D_1452,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,16,0,0,0,1,0,1,NO,NO,Y,210,
25_D_1457,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,16,0,0,0,1,0,1,NO,NO,Y,201,
25_D_1459,DELI,R,STA_REE_1,NEONIC,6/6/25,SOY,16,0,0,0,1,0,1,NO,NO,Y,181,
25_D_1478,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,235,
25_D_1505,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,16,1,0,0,0,0,0,NO,NO,Y,222,
25_D_1517,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,16,0,0,0,1,0,1,NO,NO,Y,225,
25_D_1607,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,477,
25_D_1788,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,16,1,0,0,8,0,8,NO,NO,Y,586,
25_D_1801,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,16,0,0,0,1,1,2,NO,NO,Y,587,
25_D_1813,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,16,0,0,0,0,0,0,NO,NO,Y,588,
25_D_2044,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,526,
25_D_2066,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,517,
25_D_1014,DELI,R,MIL_COB,FUNG,5/15/25,SOY,17,3,0,0,0,0,0,NO,NO,Y,632,
25_D_1019,DELI,R,DEG_PER_2,FUNG,5/19/25,SOY,17,6,0,0,0,0,0,NO,NO,Y,657,
25_D_1020,DELI,R,DEG_PER_2,NEONIC,5/19/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,643,
25_D_1037,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,647,
25_D_1042,DELI,R,DEG_PER_2,FUNG,5/19/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,262,
25_D_1053,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,17,1,1,0,0,0,0,NO,NO,Y,662,
25_D_1098,DELI,R,SMI_COB_1,FUNG,5/20/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,324,
25_D_1134,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,32,
25_D_1137,DELI,R,DEG_FRI_2,NEONIC,5/23/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,31,
25_D_1138,DELI,R,DEG_FRI_2,NEONIC,5/23/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,34,
25_D_1145,DELI,R,STA_WOO,NEONIC,5/23/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,292,
25_D_1163,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,12,
25_D_1176,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,17,0,0,0,1,0,1,NO,NO,Y,19,
25_D_1183,DELI,R,CER_DEL_1,NEONIC,5/28/25,FIELD CORN,17,2,0,0,0,0,0,NO,NO,Y,380,
25_D_1208,DELI,R,CER_DEL_2,NEONIC,5/28/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,386,
25_D_1336,DELI,R,SMI_CON_2_N,NEONIC,5/28/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,329,
25_D_1378,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,17,0,0,0,1,1,2,YES,NO,Y,108,
25_D_1387,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,17,8,0,0,3,0,3,NO,NO,Y,116,NUMBER OF SEEDS NOT WRITTEN
25_D_1419,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,17,0,0,0,2,0,2,NO,NO,Y,134,
25_D_1425,DELI,R,DEG_PER_1,FUNG,6/4/25,FIELD CORN,17,0,0,0,0,0,0,NO,NO,Y,164,
25_D_1444,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,120,
25_D_1506,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,17,0,0,0,1,0,1,NO,NO,Y,221,
25_D_1512,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,17,0,0,0,1,0,1,NO,NO,Y,218,
25_D_1513,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,17,0,0,0,0,0,0,NO,NO,Y,233,
25_D_1021,DELI,R,DEG_PER_2,FUNG,5/19/25,SOY,18,3,0,0,0,0,0,NO,NO,Y,644,
25_D_1130,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,18,0,0,0,0,0,0,NO,NO,Y,507,
25_D_1139,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,18,0,0,0,0,0,0,NO,NO,Y,33,
25_D_1144,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,18,0,0,0,0,0,0,NO,NO,Y,35,
25_D_1375,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,18,0,0,0,1,0,1,NO,NO,Y,110,
25_D_1379,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,18,0,0,0,2,0,2,NO,NO,Y,107,
25_D_1389,DELI,R,SMI_ARN_2,FUNG,6/3/25,SOY,18,0,0,0,0,0,0,NO,NO,Y,109,
25_D_1411,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,18,0,0,0,0,0,0,NO,YES,Y,146,
25_D_1007,DELI,R,MIL_COB,FUNG,5/15/25,SOY,19,0,0,0,0,0,0,NO,NO,Y,628,
25_D_1143,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,19,0,0,0,0,0,0,NO,NO,Y,36,
25_D_1504,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,19,0,0,0,0,0,0,NO,NO,Y,224,
25_D_1510,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,19,0,0,0,1,0,1,NO,NO,Y,219,
25_D_1515,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,19,0,0,0,1,0,1,NO,NO,Y,241,
25_D_2377,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,19,0,0,0,0,0,0,NO,NO,Y,520,
25_D_1016,DELI,R,MIL_COB,FUNG,5/15/25,SOY,20,0,0,0,0,0,0,NO,NO,Y,630,
25_D_1502,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,20,0,0,0,0,0,0,NO,NO,Y,242,
25_D_1017,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,21,0,0,0,0,0,0,NO,NO,Y,631,
25_D_1018,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,21,0,0,0,0,0,0,NO,NO,Y,629,
25_D_1023,DELI,R,DEG_PER_2,FUNG,5/19/25,SOY,21,18,0,0,0,0,0,NO,NO,Y,645,
25_D_1024,DELI,R,DEG_PER_2,FUNG,5/19/25,SOY,21,17,0,0,0,0,0,NO,NO,Y,638,
25_D_1391,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,21,0,0,0,0,0,0,NO,NO,Y,106,
25_D_1503,DELI,R,MIL_BAR_1,FUNG,6/6/25,SOY,22,0,0,0,3,0,3,NO,NO,Y,223,
25_D_2378,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,22,0,0,0,0,0,0,NO,NO,Y,519,
25_D_1005,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,23,0,0,0,0,0,0,NO,NO,Y,650,
25_D_1011,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,23,0,1,0,0,0,0,NO,NO,Y,634,
25_D_1001,DELI,R,MIL_COB,FUNG,5/15/25,SOY,24,0,0,0,0,0,0,NO,YES,Y,649,
25_D_2376,DELI,R,MIL_BAR_2,FUNG,6/26/25,SOY,24,0,0,0,0,0,0,NO,NO,Y,521,
25_D_1015,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,26,0,0,0,0,0,0,NO,NO,Y,633,
25_D_1009,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,28,0,0,0,0,0,0,NO,NO,Y,627,
25_D_1012,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,28,0,0,0,0,0,0,NO,YES,Y,626,
25_D_1003,DELI,R,MIL_COB,FUNG,5/15/25,SOY,31,0,0,0,0,0,0,NO,NO,Y,651,
25_D_1010,DELI,R,MIL_COB,NEONIC,5/15/25,SOY,31,0,0,0,0,0,0,NO,NO,Y,636,
