ID,Container Number,Project,Seed type,Number Seeds,SCM Seeds,Other Seeds,Total SCM Maggots,Total SCM Pupae,Number Wireworm,Phorid Seeds,Total Phorid Maggots,Total Phorid Pupae,Notes
2695,4142,I,Bean,9,3,5,0,0,0,0,0,0,
2696,4142,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2697,4142,I,Total,9,3,5,0,0,0,0,0,0,
2698,4114,R,Corn,10,0,0,0,0,0,0,0,0,
2699,4114,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2700,4114,R,Total,10,0,0,0,0,0,0,0,0,
2701,4103,R,Corn,10,0,0,0,0,0,0,0,0,
2702,4103,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2703,4103,R,Total,10,0,0,0,0,0,0,0,0,
2704,4146,I,Bean,8,0,3,0,0,0,0,0,0,
2705,4146,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2706,4146,I,Total,8,0,3,0,0,0,0,0,0,
2707,4098,R,Bean,4,0,0,0,0,0,0,0,1,
2708,4098,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2709,4098,R,Total,4,0,0,0,0,0,0,0,1,
2710,4145,I,Bean,9,0,2,0,0,0,0,0,0,
2711,4145,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2712,4145,I,Total,9,0,2,0,0,0,0,0,0,
2713,4081,R,Corn,8,0,0,0,0,0,0,0,0,
2714,4081,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2715,4081,R,Total,8,0,0,0,0,0,0,0,0,
2716,4090,R,Corn,10,0,0,0,0,0,0,0,0,
2717,4090,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2718,4090,R,Total,10,0,0,0,0,0,0,0,0,
2719,4108,R,Corn,9,0,0,0,0,0,0,0,0,
2720,4108,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2721,4108,R,Total,9,0,0,0,0,0,0,0,0,
2722,4106,R,Corn,8,0,0,0,0,0,0,0,0,
2723,4106,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2724,4106,R,Total,8,0,0,0,0,0,0,0,0,
2725,3838,M,Corn,10,0,0,0,0,0,0,0,0,
2726,3838,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2727,3838,M,Total,10,0,0,0,0,0,0,0,0,
2728,3749,M,Corn,10,0,0,0,0,0,0,0,0,
2729,3749,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2730,3749,M,Total,10,0,0,0,0,0,0,0,0,
2731,3904,M,Corn,10,0,2,0,0,0,0,0,0,
2732,3904,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2733,3904,M,Total,10,0,2,0,0,0,0,0,0,
2734,3909,M,Bean,7,0,0,0,0,0,0,0,0,
2735,3909,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2736,3909,M,Total,7,0,0,0,0,0,0,0,0,
2737,3831,M,Bean,10,0,0,0,0,0,0,0,0,
2738,3831,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2739,3831,M,Total,10,0,0,0,0,0,0,0,0,
2740,3782,M,Bean,8,0,0,0,0,0,0,0,0,
2741,3782,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2742,3782,M,Total,8,0,0,0,0,0,0,0,0,
2743,3738,M,Bean,9,0,0,0,0,0,0,0,0,
2744,3738,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
2745,3738,M,Total,9,0,0,2,0,0,0,0,0,
2746,3714,M,Bean,10,0,0,0,0,0,0,0,0,
2747,3714,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2748,3714,M,Total,10,0,0,0,0,0,0,0,0,
2749,3876,M,Bean,3,0,0,0,0,0,0,0,0,
2750,3876,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2751,3876,M,Total,3,0,0,0,0,0,0,0,0,
2752,3843,M,Corn,10,0,2,0,0,0,0,0,0,
2753,3843,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2754,3843,M,Total,10,0,2,0,0,0,0,0,0,
2755,3767,M,Corn,10,0,3,0,0,0,0,0,0,
2756,3767,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2757,3767,M,Total,10,0,3,0,0,0,0,0,0,
2758,3809,M,Corn,10,0,1,0,0,0,0,0,0,
2759,3809,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2760,3809,M,Total,10,0,1,0,0,0,0,0,0,
2761,3818,M,Bean,7,0,0,0,0,0,0,0,0,
2762,3818,M,Loose,NA,NA,NA,1,1,0,NA,0,0,
2763,3818,M,Total,7,0,0,1,1,0,0,0,0,
2764,3861,M,Corn,11,0,0,0,0,0,0,0,0,
2765,3861,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2766,3861,M,Total,11,0,0,0,0,0,0,0,0,
2767,3808,M,Bean,6,0,4,0,0,0,0,0,0,
2768,3808,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
2769,3808,M,Total,6,0,4,1,0,0,0,0,0,
2770,3856,M,Bean,10,0,2,0,0,0,0,0,0,
2771,3856,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2772,3856,M,Total,10,0,2,0,0,0,0,0,0,
2773,4630,M,Corn,10,0,0,0,0,0,0,0,0,
2774,4630,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2775,4630,M,Total,10,0,0,0,0,0,0,0,0,
2776,4625,M,Corn,10,0,0,0,0,0,0,0,0,
2777,4625,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2778,4625,M,Total,10,0,0,0,0,0,0,0,0,
2779,4556,M,Corn,10,0,0,0,0,0,0,0,0,
2780,4556,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2781,4556,M,Total,10,0,0,0,0,0,0,0,0,
2782,4559,M,Corn,10,0,2,0,0,1,0,0,0,
2783,4559,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2784,4559,M,Total,10,0,2,0,0,1,0,0,0,
2785,4627,M,Corn,9,0,1,0,0,0,0,0,0,
2786,4627,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2787,4627,M,Total,9,0,1,0,0,0,0,0,0,
2788,3806,M,Corn,10,0,0,0,0,0,0,0,0,
2789,3806,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2790,3806,M,Total,10,0,0,0,0,0,0,0,0,
2791,3851,M,Bean,10,0,1,0,0,>10,0,0,0,
2792,3851,M,Loose,NA,NA,NA,0,0,>10,NA,0,0,
2793,3851,M,Total,10,0,1,0,0,>10,0,0,0,
2794,3790,M,Bean,8,0,1,0,1,0,1,1,0,
2795,3790,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2796,3790,M,Total,8,0,1,0,1,0,1,1,0,
2797,4633,M,Corn,10,0,0,0,0,0,0,0,0,
2798,4633,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2799,4633,M,Total,10,0,0,0,0,0,0,0,0,
2800,4612,M,Bean,10,0,2,0,0,0,0,0,0,
2801,4612,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2802,4612,M,Total,10,0,2,0,0,0,0,0,0,
2803,4632,M,Corn,10,0,0,0,0,0,0,0,0,
2804,4632,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2805,4632,M,Total,10,0,0,0,0,0,0,0,0,
2806,4611,M,Bean,10,0,1,0,0,0,0,0,0,
2807,4611,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2808,4611,M,Total,10,0,1,0,0,0,0,0,0,
2809,4598,M,Bean,10,1,2,1,0,0,0,0,0,
2810,4598,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2811,4598,M,Total,10,1,2,1,0,0,0,0,0,
2812,4579,M,Bean,10,0,3,0,0,0,0,0,0,
2813,4579,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2814,4579,M,Total,10,0,3,0,0,0,0,0,0,
2815,4568,M,Bean,10,0,3,0,0,0,0,0,0,
2816,4568,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2817,4568,M,Total,10,0,3,0,0,0,0,0,0,
2818,4596,M,Corn,10,0,1,0,0,0,0,0,0,
2819,4596,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2820,4596,M,Total,10,0,1,0,0,0,0,0,0,
2821,4554,M,Bean,10,0,1,0,0,0,0,0,0,
2822,4554,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2823,4554,M,Total,10,0,1,0,0,0,0,0,0,
2824,4562,M,Bean,10,0,2,0,0,0,0,0,0,
2825,4562,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2826,4562,M,Total,10,0,2,0,0,0,0,0,0,
2827,4601,M,Corn,10,1,0,0,0,0,0,0,0,
2828,4601,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2829,4601,M,Total,10,1,0,0,0,0,0,0,0,
2830,4567,M,Corn,10,0,0,0,0,0,0,0,0,
2831,4567,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2832,4567,M,Total,10,0,0,0,0,0,0,0,0,
2833,4561,M,Bean,10,0,1,0,0,0,0,0,0,
2834,4561,M,Loose,NA,NA,NA,0,0,0,NA,0,1,
2835,4561,M,Total,10,0,1,0,0,0,0,0,1,
2836,4626,M,Corn,10,0,1,0,0,0,0,0,0,
2837,4626,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2838,4626,M,Total,10,0,1,0,0,0,0,0,0,
2839,4622,M,Bean,9,0,2,0,0,0,0,0,0,
2840,4622,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2841,4622,M,Total,9,0,2,0,0,0,0,0,0,
2842,4652,M,Corn,10,0,1,0,0,0,0,0,0,
2843,4652,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2844,4652,M,Total,10,0,1,0,0,0,0,0,0,
2845,3805,M,Corn,10,0,0,0,0,0,0,0,0,
2846,3805,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2847,3805,M,Total,10,0,0,0,0,0,0,0,0,
2848,3842,M,Corn,10,0,1,0,0,0,0,0,0,
2849,3842,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2850,3842,M,Total,10,0,1,0,0,0,0,0,0,
2851,3860,M,Corn,10,0,0,0,0,0,0,0,0,
2852,3860,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2853,3860,M,Total,10,0,0,0,0,0,0,0,0,
2854,3845,M,Bean,6,0,1,0,0,0,0,0,0,
2855,3845,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2856,3845,M,Total,6,0,1,0,0,0,0,0,0,
2857,3849,M,Corn,9,0,0,0,0,0,0,0,0,
2858,3849,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2859,3849,M,Total,0,0,0,0,0,0,0,0,0,
2860,3853,M,Corn,10,0,0,0,0,0,0,0,0,
2861,3853,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2862,3853,M,Total,10,0,0,0,0,0,0,0,0,
2863,3812,M,Bean,10,0,2,0,0,0,0,0,0,
2864,3812,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
2865,3812,M,Total,10,0,2,0,0,1,0,0,0,
2866,3844,M,Corn,10,0,0,0,0,0,0,0,0,
2867,3844,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2868,3844,M,Total,10,0,0,0,0,0,0,0,0,
2869,3862,M,Bean,6,0,1,0,0,0,0,0,0,
2870,3862,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2871,3862,M,Total,6,0,1,0,0,0,0,0,0,
2872,3819,M,Corn,10,0,0,0,0,0,0,0,0,
2873,3819,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2874,3819,M,Total,10,0,0,0,0,0,0,0,0,
2875,3763,M,Corn,10,0,0,0,0,0,0,0,0,
2876,3763,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2877,3763,M,Total,10,0,0,0,0,0,0,0,0,
2878,3938,M,Bean,4,0,0,0,0,1,0,0,0,
2879,3938,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2880,3938,M,Total,4,0,0,0,0,1,0,0,0,
2881,3795,M,Bean,10,0,4,0,0,0,0,0,0,
2882,3795,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2883,3795,M,Total,10,0,4,0,0,0,0,0,0,
2884,3764,M,Corn,10,0,1,0,0,0,0,0,0,
2885,3764,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
2886,3764,M,Total,10,0,1,0,0,0,0,1,0,
2887,3768,M,Corn,10,0,0,0,0,0,0,0,0,
2888,3768,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2889,3768,M,Total,10,0,0,0,0,0,0,0,0,
2890,3863,M,Corn,10,0,0,0,0,0,0,0,0,
2891,3863,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2892,3863,M,Total,10,0,0,0,0,0,0,0,0,
2893,4143,I,Bean,10,0,0,0,0,0,0,0,0,
2894,4143,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2895,4143,I,Total,10,0,0,0,0,0,0,0,0,
2896,4094,R,Bean,10,0,0,0,2,0,0,0,0,
2897,4094,R,Loose,NA,NA,NA,0,4,0,NA,0,0,
2898,4094,R,Total,10,0,0,0,6,0,0,0,0,
2899,4162,I,Bean,9,0,0,0,0,0,0,0,0,
2900,4162,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2901,4162,I,Total,9,0,0,0,0,0,0,0,0,
2902,4128,I,Bean,9,1,0,1,0,0,0,0,0,
2903,4128,I,Loose,NA,NA,NA,1,0,0,NA,0,0,
2904,4128,I,Total,9,1,0,2,0,0,0,0,0,
2905,3770,M,Bean,10,0,4,0,0,0,0,0,0,
2906,3770,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2907,3770,M,Total,10,0,4,0,0,0,0,0,0,
2908,3854,M,Bean,10,0,4,0,0,0,0,0,0,
2909,3854,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2910,3854,M,Total,10,0,4,0,0,0,0,0,0,
2911,4305,C,Corn,15,0,1,0,0,0,0,0,0,
2912,4305,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
2913,4305,C,Total,15,0,1,0,0,0,0,0,0,
2914,4304,C,Bean,10,0,0,0,0,0,0,0,0,
2915,4304,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
2916,4304,C,Total,10,0,0,0,0,0,0,0,0,
2917,4306,C,Bean,9,0,1,0,0,0,0,0,0,
2918,4306,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
2919,4306,C,Total,9,0,1,0,0,0,0,0,0,
2920,4951,C,Bean,9,0,1,0,0,0,0,0,0,
2921,4951,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
2922,4951,C,Total,9,0,1,0,0,0,0,0,0,
2923,4927,R,Corn,10,0,1,0,0,0,0,0,0,
2924,4927,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2925,4927,R,Total,10,0,1,0,0,0,0,0,0,
2926,4950,C,Bean,10,0,0,0,0,0,0,0,0,
2927,4950,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
2928,4950,C,Total,10,0,0,0,0,0,0,0,0,
2929,4118,I,Bean,10,0,0,0,0,0,0,0,0,
2930,4118,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2931,4118,I,Total,10,0,0,0,0,0,0,0,0,
2932,4130,I,Bean,10,0,0,0,0,0,0,0,0,
2933,4130,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2934,4130,I,Total,10,0,0,0,0,0,0,0,0,
2935,4113,R,Corn,10,0,0,0,0,0,0,0,0,
2936,4113,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2937,4113,R,Total,10,0,0,0,0,0,0,0,0,
2938,4141,I,Bean,8,1,2,1,0,0,0,0,0,
2939,4141,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2940,4141,I,Total,8,1,2,1,0,0,0,0,0,
2941,4136,I,Bean,10,0,0,0,0,0,0,0,0,
2942,4136,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2943,4136,I,Total,10,0,0,0,0,0,0,0,0,
2944,4132,I,Bean,10,0,0,0,0,0,0,0,0,
2945,4132,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2946,4132,I,Total,10,0,0,0,0,0,0,0,0,
2947,4102,R,Bean,10,0,2,0,0,0,0,0,0,
2948,4102,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2949,4102,R,Total,10,0,2,0,0,0,0,0,0,
2950,4100,R,Corn,10,0,0,0,0,0,0,0,0,
2951,4100,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2952,4100,R,Total,10,0,0,0,0,0,0,0,0,
2953,4126,I,Bean,9,0,1,0,0,0,0,0,0,
2954,4126,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2955,4126,I,Total,9,0,1,0,0,0,0,0,0,
2956,4109,R,Bean,8,0,1,0,0,0,0,0,0,
2957,4109,R,Loose,NA,NA,NA,0,9,1,NA,0,0,
2958,4109,R,Total,8,0,1,0,9,1,0,0,0,
2959,4659,M,Corn,10,0,3,0,0,0,0,0,0,
2960,4659,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2961,4659,M,Total,10,0,3,0,0,0,0,0,0,
2962,4660,M,Corn,10,0,0,0,0,0,0,0,0,
2963,4660,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2964,4660,M,Total,10,0,0,0,0,0,0,0,0,
2965,4658,M,Corn,10,0,0,0,0,0,0,0,0,
2966,4658,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2967,4658,M,Total,10,0,0,0,0,0,0,0,0,
2968,4620,M,Bean,0,1,0,0,0,0,0,0,0,
2969,4620,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2970,4620,M,Total,0,1,0,0,0,0,0,0,0,
2971,4621,M,Corn,9,0,0,0,0,0,0,0,0,
2972,4621,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
2973,4621,M,Total,9,0,0,0,0,1,0,0,0,
2974,4631,M,Bean,10,0,3,0,0,0,0,0,0,
2975,4631,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
2976,4631,M,Total,10,0,3,0,0,0,0,0,0,
2977,4137,I,Bean,8,0,0,0,0,0,0,0,0,
2978,4137,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2979,4137,I,Total,8,0,0,0,0,0,0,0,0,
2980,4089,R,Corn,7,0,0,0,0,0,0,0,0,
2981,4089,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2982,4089,R,Total,7,0,0,0,0,0,0,0,0,
2983,4148,I,Bean,10,0,0,0,0,0,0,0,0,
2984,4148,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2985,4148,I,Total,10,0,0,0,0,0,0,0,0,
2986,4133,I,Bean,10,0,0,0,0,0,0,0,0,
2987,4133,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
2988,4133,I,Total,10,0,0,0,0,0,0,0,0,
2989,4138,I,Bean,10,0,2,0,0,1,0,0,0,
2990,4138,I,Loose,NA,NA,NA,6,1,0,NA,0,0,
2991,4138,I,Total,10,0,2,6,1,1,0,0,0,
2992,4105,R,Corn,7,0,0,0,0,0,0,0,0,
2993,4105,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2994,4105,R,Total,7,0,0,0,0,0,0,0,0,
2995,4091,R,Corn,8,0,0,0,0,1,0,0,0,
2996,4091,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
2997,4091,R,Total,8,0,0,0,0,1,0,0,0,
2998,4116,R,Bean,9,0,0,0,0,0,0,0,1,
2999,4116,R,Loose,NA,NA,NA,4,0,0,NA,0,3,
3000,4116,R,Total,9,0,0,4,0,0,0,0,4,
3001,4588,M,Bean,10,0,1,0,0,0,0,0,0,
3002,4588,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
3003,4588,M,Total,10,0,1,0,0,0,0,1,0,
3004,4573,M,Bean,10,0,2,0,0,0,0,0,0,
3005,4573,M,Loose,NA,NA,NA,0,0,1,NA,1,0,
3006,4573,M,Total,10,0,2,0,0,1,0,1,0,
3007,4629,M,Corn,9,0,0,0,0,0,0,0,0,
3008,4629,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3009,4629,M,Total,9,0,0,0,0,0,0,0,0,
3010,4586,M,Bean,10,0,2,0,0,0,0,0,0,
3011,4586,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3012,4586,M,Total,10,0,2,0,0,0,0,0,0,
3013,4623,M,Bean,9,0,2,0,0,0,0,0,0,
3014,4623,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3015,4623,M,Total,9,0,2,0,0,0,0,0,0,
3016,4637,M,Corn,8,0,0,0,0,0,0,0,0,
3017,4637,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3018,4637,M,Total,8,0,0,0,0,0,0,0,0,
3019,4595,M,Corn,10,0,0,0,0,0,0,0,0,
3020,4595,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
3021,4595,M,Total,10,0,0,0,0,0,0,1,0,
3022,4591,M,Corn,10,0,1,0,0,0,0,0,0,
3023,4591,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3024,4591,M,Total,10,0,1,0,0,0,0,0,0,
3025,4082,R,Corn,10,0,1,0,0,0,0,0,0,
3026,4082,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
3027,4082,R,Total,10,0,1,0,0,0,0,0,0,
3028,4580,M,Bean,10,0,3,0,0,0,0,0,0,
3029,4580,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3030,4580,M,Total,10,0,3,0,0,0,0,0,0,
3031,4635,M,Bean,10,0,1,0,0,0,0,0,0,
3032,4635,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3033,4635,M,Total,10,0,1,0,0,0,0,0,0,
3034,4570,M,Corn,10,0,1,0,0,0,0,0,0,
3035,4570,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3036,4570,M,Total,10,0,1,0,0,0,0,0,0,
3037,4560,M,Bean,7,0,2,0,0,0,0,0,0,
3038,4560,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3039,4560,M,Total,7,0,2,0,0,0,0,0,0,
3040,4636,M,Corn,10,0,0,0,0,0,0,0,0,
3041,4636,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3042,4636,M,Total,10,0,0,0,0,0,0,0,0,
3043,4566,M,Corn,10,0,0,0,0,0,0,0,0,
3044,4566,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3045,4566,M,Total,10,0,0,0,0,0,0,0,0,
3046,4618,M,Bean,10,0,0,0,0,0,1,1,0,
3047,4618,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3048,4618,M,Total,10,0,0,0,0,0,1,1,0,
3049,4616,M,Bean,10,0,5,0,0,0,0,0,0,
3050,4616,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3051,4616,M,Total,10,0,5,0,0,0,0,0,0,
3052,4569,M,Corn,8,0,1,0,0,0,0,0,0,
3053,4569,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
3054,4569,M,Total,8,0,1,0,0,1,0,0,0,
3055,4617,M,Corn,10,0,5,0,0,0,0,0,0,
3056,4617,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3057,4617,M,Total,10,0,5,0,0,0,0,0,0,
3058,4584,M,Bean,10,0,3,0,0,0,0,0,0,
3059,4584,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3060,4584,M,Total,10,0,3,0,0,0,0,0,0,
3061,4557,M,Corn,10,0,3,0,0,0,0,0,0,
3062,4557,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
3063,4557,M,Total,10,0,3,0,0,0,0,1,0,
3064,4585,M,Corn,9,0,1,0,0,0,0,0,0,
3065,4585,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3066,4585,M,Total,9,0,1,0,0,0,0,0,0,
3067,3926,M,Corn,10,0,0,0,0,0,0,0,0,
3068,3926,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3069,3926,M,Total,10,0,0,0,0,0,0,0,0,
3070,3816,M,Corn,9,0,0,0,0,0,0,0,0,
3071,3816,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3072,3816,M,Total,9,0,0,0,0,0,0,0,0,
3073,4134,I,Bean,10,0,1,0,0,0,0,0,0,
3074,4134,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
3075,4134,I,Total,10,0,1,0,0,0,0,0,0,
3076,4092,R,Corn,10,0,1,0,0,0,0,0,0,
3077,4092,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
3078,4092,R,Total,10,0,1,0,0,0,0,0,0,
3079,4628,M,Corn,10,0,0,0,0,0,0,0,0,
3080,4628,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3081,4628,M,Total,10,0,0,0,0,0,0,0,0,
3082,4655,M,Corn,10,0,2,0,0,0,0,0,0,
3083,4655,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3084,4655,M,Total,10,0,2,0,0,0,0,0,0,
3085,4565,M,Corn,10,0,0,0,0,0,0,0,0,
3086,4565,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3087,4565,M,Total,10,0,0,0,0,0,0,0,0,
3088,3813,M,Corn,9,0,2,0,0,0,0,0,0,
3089,3813,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3090,3813,M,Total,9,0,2,0,0,0,0,0,0,
3091,3867,M,Bean,7,0,3,0,0,0,0,0,0,
3092,3867,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3093,3867,M,Total,7,0,3,0,0,0,0,0,0,
3094,3866,M,Corn,10,0,0,0,0,0,0,0,0,
3095,3866,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
3096,3866,M,Total,10,0,0,0,0,0,0,0,0,
3097,4253,C,Bean,10,1,0,1,0,0,0,0,0,
3098,4253,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3099,4253,C,Total,10,1,0,1,0,0,0,0,0,
3100,4946,C,Bean,9,0,1,0,0,0,0,0,0,
3101,4946,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3102,4946,C,Total,9,0,1,0,0,0,0,0,0,
3103,4982,C,Corn,9,0,2,0,0,0,0,0,0,
3104,4982,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3105,4982,C,Total,9,0,2,0,0,0,0,0,0,
3106,4971,C,Corn,10,0,0,0,0,0,0,0,0,
3107,4971,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3108,4971,C,Total,10,0,0,0,0,0,0,0,0,
3109,4957,C,Corn,10,0,1,0,0,0,0,0,0,
3110,4957,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3111,4957,C,Total,10,0,1,0,0,0,0,0,0,
3112,4976,C,Corn,11,0,1,0,0,0,0,0,0,
3113,4976,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3114,4976,C,Total,11,0,1,0,0,0,0,0,0,
3115,4945,C,Bean,10,0,2,0,0,0,0,0,0,
3116,4945,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3117,4945,C,Total,10,0,2,0,0,0,0,0,0,
3118,4948,C,Corn,10,0,0,0,0,0,0,0,0,
3119,4948,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3120,4948,C,Total,10,0,0,0,0,0,0,0,0,
3121,4954,C,Bean,10,0,3,0,0,0,0,0,0,
3122,4954,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3123,4954,C,Total,10,0,3,0,0,0,0,0,0,
3124,4970,C,Bean,10,0,0,0,0,0,0,0,0,
3125,4970,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
3126,4970,C,Total,10,0,0,0,0,0,0,0,0,
3127,4953,C,Bean,10,0,3,0,0,0,0,0,0,
3128,4953,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
