Site_ID_and_buffer,Site_ID,buffer_scale,Corn,Open Water,Sweet Corn,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grass/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Barley,Broccoli,Greens,Plums,Squash,Dbl Crop WinWht/Corn,Dbl Crop Triticale/Corn,Pumpkins,Spring Wheat,Winter Wheat,Blueberries,Cabbage,Dbl Crop WinWht/Soybeans,Rye,Oats,Millet,Speltz,Alfalfa,Othe rHay/Non Alfalfa,Buckwheat,Sorghum,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Soybeans,Peas,Tomatoes,Hops,Herbs,Clover/Wildflowers,Sod/Grass Seed,Sunflower,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears
WIS_KEN-2000,WIS_KEN,2000,73,3172,6,821,1011,918,559,22,3907,9,77,11,1854,364,219,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,20,46,0,1,0,0,0,0,42,0,12,0,1,0,0,1,1,1,71,0,2,634,0,0,2
WIS_COO_1-2000,WIS_COO_1,2000,1060,41,2,304,372,106,27,7,6417,142,217,16,2492,1120,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,497,444,0,0,0,0,0,0,2,1,281,0,0,0,0,1,0,0,283,0,0,5,0,0,0
SMI_HOL-2000,SMI_HOL,2000,2600,571,0,449,227,81,20,42,1675,445,1983,5,1151,859,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1238,1796,0,0,0,3,0,0,0,0,678,0,0,0,0,1,0,0,3,0,0,6,0,0,0
SMI_KEL-2000,SMI_KEL,2000,2932,218,0,362,318,209,12,1,1706,247,337,4,2123,149,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,782,2704,0,0,0,2,0,0,0,0,1754,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SMI_DOU-2000,SMI_DOU,2000,845,309,0,982,769,898,261,3,3789,102,192,4,2180,189,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,669,2474,0,0,0,1,0,0,0,0,160,0,0,0,0,0,0,0,4,0,0,16,0,0,0
SMI_DUR-2000,SMI_DUR,2000,1489,194,4,873,350,132,15,35,4065,252,137,66,2746,1962,47,5,0,0,0,0,0,0,0,0,0,0,29,1,0,0,3,6,0,0,638,514,0,1,0,2,0,0,2,0,194,0,0,0,0,2,0,0,57,0,0,13,1,30,0
SMI_JOH_1-2000,SMI_JOH_1,2000,2018,9,1,741,319,97,8,2,3499,231,418,10,3456,326,4,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,2,0,0,0,1362,974,0,0,0,12,0,0,0,0,346,0,0,0,0,2,0,0,7,0,0,0,2,2,0
SMI_JOH_2-2000,SMI_JOH_2,2000,985,135,3,1067,1104,624,330,27,3783,301,241,28,2316,632,23,2,0,0,0,0,0,0,0,0,1,0,398,1,0,0,1,2,2,0,956,352,0,2,0,14,0,0,0,0,513,0,0,0,0,0,0,0,18,0,0,0,1,0,0
SMI_MCC-2000,SMI_MCC,2000,2254,12,0,442,168,30,4,0,3753,60,106,4,3189,228,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100,0,0,594,2639,1,0,0,1,0,0,0,0,262,0,0,0,0,0,0,0,14,0,0,0,0,0,0
SMI_CAN-2000,SMI_CAN,2000,1774,45,0,447,234,92,17,16,3264,173,357,8,2294,1208,45,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2275,1530,0,0,0,1,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SMI_HOF-2000,SMI_HOF,2000,1600,327,0,558,172,32,4,79,4987,234,2307,6,2360,302,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,75,0,0,404,274,0,2,0,3,0,0,0,0,85,0,0,0,0,1,0,0,4,0,0,0,0,0,0
SMI_CRO-2000,SMI_CRO,2000,1807,24,0,421,241,64,6,1,1819,126,428,5,2963,306,6,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,99,182,0,0,469,4046,0,0,0,3,0,0,0,0,821,0,0,0,0,2,0,0,1,0,0,0,0,0,0
DEG_MCM_W7-2000,DEG_MCM_W7,2000,2375,9,11,475,180,32,3,2,6020,130,663,15,1496,99,4,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,4,14,0,0,1440,696,0,0,0,1,1,0,0,0,163,0,0,0,0,15,0,0,6,0,0,1,0,0,0
DEG_DIE_SH-2000,DEG_DIE_SH,2000,1554,3,1,437,121,37,1,4,7018,247,1373,17,1821,68,8,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,0,118,664,1,3,0,3,0,0,0,0,303,0,0,0,0,6,0,0,4,0,0,0,0,0,1
DEG_EVA_PGREEN-2000,DEG_EVA_PGREEN,2000,802,55,2,581,387,135,40,18,5575,361,712,13,3416,122,16,1,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,2,0,0,680,821,0,2,0,1,0,0,0,0,108,0,0,0,0,2,0,0,6,0,0,0,0,1,0
DEG_DIE_100-2000,DEG_DIE_100,2000,1505,29,7,497,493,176,53,143,4623,388,762,23,2996,541,38,21,0,1,0,0,0,0,0,0,0,1,55,1,0,1,18,16,0,0,513,584,0,0,0,6,0,2,0,0,341,0,0,0,0,8,0,0,17,0,0,1,1,4,0
DEG_STR_1-2000,DEG_STR_1,2000,649,39,0,374,52,16,3,2,8512,192,604,8,1183,128,10,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,3,0,0,461,1547,0,2,0,0,0,0,0,0,60,0,0,0,0,11,0,0,2,0,0,2,1,0,0
DEG_DIE_ERSWC-2000,DEG_DIE_ERSWC,2000,1881,24,9,640,289,79,24,15,5486,227,456,17,2528,320,16,0,0,3,0,0,0,0,0,0,0,0,12,2,0,0,1,16,0,0,457,1053,0,0,0,4,0,0,0,0,293,0,0,0,0,5,0,0,6,0,0,2,3,1,0
DEG_HAI_ACROSSROAD-2000,DEG_HAI_ACROSSROAD,2000,1655,24,1,496,377,93,9,4,2870,211,648,14,3684,796,86,5,0,0,0,0,0,0,0,0,0,0,20,2,0,0,26,16,0,0,1145,1344,0,0,0,1,0,0,0,0,324,0,0,0,0,5,0,0,3,0,0,1,1,2,1
DEG_MCM_CH-2000,DEG_MCM_CH,2000,2002,25,1,1325,1331,458,73,17,2758,50,127,11,3201,246,9,3,0,1,0,0,0,0,0,0,1,0,112,3,0,0,1,4,0,0,1120,922,0,1,0,3,0,0,0,0,47,0,0,0,0,2,0,0,8,0,0,0,0,3,3
GORHAM-2000,GORHAM,2000,4244,1,43,711,335,92,17,2,2448,2,150,4,1461,913,6,21,0,0,0,0,0,0,0,0,0,0,226,0,3,0,3,8,0,0,1699,268,0,1,0,82,0,0,0,3,1022,0,0,1,0,39,0,0,11,0,0,5,40,1,0
WICKHAM-2000,WICKHAM,2000,3740,25,10,532,277,74,23,16,2725,4,103,3,1158,925,13,0,0,0,0,25,0,1,0,0,0,28,363,0,446,0,4,50,0,0,874,138,0,0,0,9,45,0,0,0,1891,0,0,4,0,8,0,0,305,0,0,4,35,2,4
ONE_OAK_1-2000,ONE_OAK_1,2000,2701,2,0,520,233,100,23,13,1371,628,89,19,2507,2497,63,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,3,0,0,790,2189,0,0,0,1,0,0,0,0,52,0,0,0,1,1,0,0,65,0,0,0,0,0,0
ONE_ADO_1-2000,ONE_ADO_1,2000,986,19,1,1415,137,75,24,43,5652,889,151,29,1494,1303,35,6,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,11,0,0,470,1015,0,1,0,1,0,0,0,0,37,0,0,0,2,2,0,0,66,0,0,0,1,0,0
ONE_AKI_1-2000,ONE_AKI_1,2000,1993,18,0,360,102,29,6,9,2030,777,43,29,1429,4966,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1058,439,0,23,0,0,0,0,0,0,186,0,0,0,0,0,0,0,233,0,0,0,0,0,0
ONE_MCK_1-2000,ONE_MCK_1,2000,1288,1431,0,1203,617,311,67,15,2542,884,109,67,1994,2015,108,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,832,309,0,4,0,1,0,0,0,0,46,0,0,0,1,4,0,0,23,0,0,1,0,1,0
ONE_ORT_1-2000,ONE_ORT_1,2000,287,820,0,908,714,458,323,11,5352,99,81,40,1845,2617,78,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,1,1,1,0,86,102,0,8,0,1,0,0,0,0,14,0,0,0,0,0,0,0,24,0,0,0,0,0,0
ONE_STA_1-2000,ONE_STA_1,2000,4538,8,0,523,240,121,71,16,3632,260,161,24,1067,1495,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,969,682,5,1,0,2,0,0,0,0,10,0,0,0,2,1,0,0,15,0,0,0,0,0,0
ONE_HUN_1-2000,ONE_HUN_1,2000,583,12,0,842,51,19,2,1,7274,592,165,21,2654,841,34,14,0,2,0,0,0,0,0,0,0,0,3,0,0,0,43,0,0,0,305,284,0,2,0,0,0,0,0,0,40,0,0,0,0,1,0,0,90,0,0,0,0,0,0
ONE_CHA_1-2000,ONE_CHA_1,2000,1700,9,0,255,137,46,3,2,2019,985,54,20,4138,3013,22,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,20,0,0,690,600,0,26,0,0,0,0,0,1,28,0,0,0,0,1,0,0,93,0,0,0,0,0,0
PED1-2000,PED1,2000,3370,138,6,644,209,48,10,23,1480,4,102,1,1141,856,22,5,0,2,0,0,0,0,0,1,0,0,880,0,301,0,103,10,0,7,1623,348,0,0,0,27,1,0,0,2,2315,2,0,0,0,7,0,0,109,0,0,43,23,2,0
PED2-2000,PED2,2000,3186,133,6,612,198,48,10,22,1611,1,77,1,1099,1147,20,5,0,2,0,0,0,0,0,1,0,0,844,0,284,0,103,10,0,7,1416,365,0,0,0,27,1,0,0,2,2443,2,0,0,0,7,0,0,111,0,0,41,22,2,0
PED3-2000,PED3,2000,3819,21,21,607,284,72,27,10,2384,9,172,2,1371,1491,14,5,0,0,0,26,0,1,0,0,0,0,556,1,33,0,11,2,0,3,1285,136,0,0,0,9,1,0,0,1,1218,0,0,18,1,13,0,0,190,0,0,7,41,1,3
GAT1-2000,GAT1,2000,2217,16,3,508,259,121,53,33,1587,6,113,2,1781,1372,21,8,0,0,0,0,0,0,1,0,0,0,879,0,353,0,85,6,0,6,2268,369,0,3,0,164,4,0,0,2,1408,2,0,0,0,18,0,2,123,0,0,23,47,7,2
GAT2-2000,GAT2,2000,2919,12,7,599,445,205,45,7,1438,7,138,6,2703,871,11,12,0,0,0,0,0,0,1,1,0,0,138,0,3,0,0,5,0,0,1572,461,0,2,0,8,4,0,0,0,1798,0,0,0,0,20,0,0,61,0,0,278,86,6,2
GAT3-2000,GAT3,2000,2063,20,3,531,300,125,52,31,1549,6,102,3,1973,1352,17,8,0,0,0,0,0,0,1,0,0,0,830,0,340,0,76,6,0,6,2256,398,0,3,0,164,3,0,0,2,1424,2,0,0,0,21,0,2,104,0,0,33,55,8,2
MUS1-2000,MUS1,2000,2593,19,327,259,378,83,35,11,2188,41,164,13,1362,362,13,5,0,2,29,0,0,1,0,23,5,0,196,1,0,0,8,10,0,0,2599,445,0,0,0,2,0,2,0,1,2677,0,0,0,0,1,0,3,4,0,0,1,6,0,0
MUS2-2000,MUS2,2000,2636,19,359,254,375,87,39,12,2186,40,159,13,1340,356,13,5,0,2,29,0,0,0,0,23,5,0,201,1,0,0,8,10,0,0,2620,431,0,0,0,2,0,2,0,1,2616,0,0,0,0,0,0,3,4,0,0,1,7,0,0
WES-2000,WES,2000,356,50,0,1326,1158,476,193,2,3902,106,1548,38,3224,113,21,1,0,7,0,0,0,0,0,2,1,222,22,0,0,0,0,6,0,0,131,295,38,0,0,5,0,0,0,0,586,0,0,0,0,23,0,0,5,0,0,0,2,1,0
FRE1-2000,FRE1,2000,1785,58,18,585,549,141,11,149,2467,281,767,29,2624,1096,38,5,0,0,0,0,0,0,0,0,0,2,16,2,0,0,4,25,0,0,1541,1372,0,0,0,18,0,1,0,0,239,0,0,0,0,23,0,0,7,0,0,0,6,1,1
FRE2-2000,FRE2,2000,1019,66,16,676,758,191,17,174,2361,255,792,30,3192,1336,65,6,0,0,0,0,0,0,0,0,0,3,18,2,0,0,4,28,0,0,1200,1380,0,0,0,20,0,1,0,0,210,0,0,0,0,24,0,0,11,0,0,0,5,1,2
MUD-2000,MUD,2000,866,38,0,751,234,35,3,12,4089,208,1893,25,3513,211,10,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,56,0,0,351,661,0,1,0,0,0,0,0,0,398,0,0,0,0,5,0,0,0,0,0,2,488,5,0
REM1-2000,REM1,2000,2274,9,16,564,353,68,7,1,2888,26,283,40,3330,260,11,20,0,1,0,0,0,3,0,0,0,4,814,0,5,0,8,297,0,0,693,705,0,12,0,2,0,0,0,0,1111,0,0,0,0,23,0,0,22,0,0,0,15,1,0
REM2-2000,REM2,2000,2248,10,20,971,488,115,10,1,2695,39,371,35,3009,235,11,20,0,1,0,0,0,3,0,0,0,1,871,0,5,0,12,273,0,0,607,564,1,11,0,2,0,1,0,0,1168,0,0,0,0,21,0,0,20,0,0,1,15,1,0
SWE-2000,SWE,2000,2525,8,17,1126,976,289,48,3,2121,25,289,24,2246,162,9,17,0,0,0,0,0,0,0,1,0,2,878,0,0,0,19,115,2,0,963,517,1,7,0,43,0,2,0,0,1352,0,0,0,0,34,0,0,25,0,0,1,14,0,0
STI-2000,STI,2000,1507,10,14,726,455,129,16,6,3124,56,485,21,3216,267,26,16,0,2,0,0,0,0,0,0,0,18,492,0,0,0,16,46,0,0,861,867,0,5,0,2,0,0,0,0,1402,0,0,0,0,55,0,0,6,0,0,1,11,0,0
YOU-2000,YOU,2000,75,25,3,886,664,112,5,5,4110,184,2977,20,3870,375,62,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,39,408,0,2,0,0,0,0,0,0,12,0,0,0,0,13,1,2,4,0,0,0,1,1,1
HAT-2000,HAT,2000,496,1,8,680,640,220,113,31,4763,272,433,23,2360,273,10,7,0,0,0,0,0,1,0,2,0,3,397,0,0,0,6,1,0,0,581,646,0,3,0,1,0,0,0,1,1857,0,0,0,0,6,0,0,26,0,0,2,1,1,0
MOO-2000,MOO,2000,2316,11,6,490,507,133,23,3,2524,191,771,19,3202,225,18,7,0,24,0,0,0,0,0,2,2,0,239,0,1,0,3,190,0,0,993,1361,0,22,0,4,0,0,0,0,517,0,0,0,0,52,0,0,4,0,0,0,2,0,0
URI-2000,URI,2000,2497,19,263,257,372,75,21,10,2178,42,168,12,1365,363,12,6,0,2,11,0,0,1,0,23,5,0,202,1,0,0,8,10,0,0,2514,544,0,0,0,3,0,2,0,1,2864,0,0,0,0,1,0,3,4,0,0,1,6,0,0
MIL_HUM-2000,MIL_HUM,2000,2564,2,0,1131,794,96,17,0,3428,188,361,9,2045,249,2,1,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,710,326,2,0,0,177,0,0,0,0,1235,0,0,0,0,0,0,0,1,0,0,0,0,0,0
