Raw File Name,Batch ID,Sample_ID 1,Sample #,Site,Date of Collection,Pesticide Treatment,Weight (g),Acephate,Dinotefuran,Aldicarb sulfone,"2,4-Dimethylaniline",Thiabendazole,Nitenpyram,"N'-(2,4-Dimethylphenyl)-N-methylformamidine",Flonicamid,Thiamethoxam,Clothianidin,Mevinphos,Imidacloprid,Acetamiprid,Flupyradifurone,Thiacloprid,Aldicarb,Sulfoxaflor,Tebuthiuron,Prometon,Cyanazine,Thiophanate-methyl,Ametryn,Bendiocarb,Malaoxon,Carbofuran,4-Hydroxy-chlorothalonil,Carbaryl,Pyrimethanil,Fluometuron,Atrazine,Sulfentrazone,Diuron,Metalaxyl,Cyantraniliprole,Prometryn,Metazachlor,Terbutryn,Clomazone,Propazine,Chlorantraniliprole,Coumaphos oxon,Methiocarb,Azinphos methyl,Fludioxonil,Spirotetramat,Cyprodinil,Phosmet,Bromuconazole,Azoxystrobin,Myclobutanil,Fenamidone,Triadimefon,Fluxapyroxad,Boscalid,Mandipropamid,Fenhexamid,Napropamide,Fluopicolide,Tetraconazole,Tebuconazole,Fluopyram,Methoxyfenozide,Diflubenzuron,Fenbuconazole,Malathion,Spinosyn A,Metolachlor,Metconazole,Dimoxystrobin,Fluoxastrobin,Propiconazole,Tebufenozide,Fipronil,Triflumizole,Difenoconazole,Picoxystrobin,Spinetoram,Penthiopyrad,Diazinon,Coumaphos,Pyraclostrobin,Thiobencarb,Fipronil sulfide,Chlorpyrifos methyl,Cyflufenamid,Profenophos,(S)-Indoxacarb,Trifloxystrobin,Piperonyl butoxide,Tetramethrin,Fluazinam,Pyriproxyfen,Pendimethalin,Chlorpyrifos,(E)-Fenpyroximate,Avermectin B1a
2026-03-20_P136_SP_070,"Soil, P136-RA47",47,RA47,STA_FRE,10/7/25,Neonicotinoid,10.11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.00,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.08,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.91,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.46,n.d.,n.d.,n.d.
2026-03-20_P136_SP_071,"Soil, P136-RA48",48,RA48,STA_FRE,10/7/25,Fungicide,10.13,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.42,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.80,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.08,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,7.75,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.52,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,15.73,n.d.,n.d.,n.d.
2026-03-20_P136_SP_072,"Soil, P136-RA49",49,RA49,STA_KRE,6/13/25,Neonicotinoid,10.31,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,13.10,2.39,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.78,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_073,"Soil, P136-RA50",50,RA50,STA_KRE,6/13/25,Fungicide,10.11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,12.31,1.65,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.47,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_074,"Soil, P136-RA51",51,RA51,STA_KRE,11/26/25,Neonicotinoid,10.26,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.70,2.41,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.15,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,14.06,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_075,"Soil, P136-RA52",52,RA52,STA_KRE,11/26/25,Fungicide,10.36,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.49,3.67,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,12.13,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,41.27,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_076,"Soil, P136-RA53",53,RA53,STA_MAC,6/24/25,Neonicotinoid,10.31,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,20.73,2.92,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.42,n.d.,n.d.,0.14,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,7.15,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.50,n.d.,n.d.,1.35,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_077,"Soil, P136-RA54",54,RA54,STA_MAC,6/24/25,Fungicide,10.17,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,19.19,4.63,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.66,n.d.,n.d.,0.18,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,28.99,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.06,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.75,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.19,n.d.,n.d.,n.d.
2026-03-20_P136_SP_078,"Soil, P136-RA55",55,RA55,STA_MAC,10/20/25,Neonicotinoid,10.23,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.31,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,16.34,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,43.35,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,7.92,n.d.,n.d.
2026-03-20_P136_SP_079,"Soil, P136-RA56",56,RA56,STA_MAC,10/20/25,Fungicide,10.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,1.82,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.06,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.54,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,4.78,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,62.41,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_080,"Soil, P136-RA57",57,RA57,STA_MAR,6/13/25,Neonicotinoid,10.33,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,21.29,2.57,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,187.50,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,2.34,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.10,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_081,"Soil, P136-RA58",58,RA58,STA_MAR,6/13/25,Fungicide,10.29,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,44.95,4.39,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,146.79,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,1.85,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.03,n.d.,n.d.,n.d.,n.d.,n.d.,2.12,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_082,"Soil, P136-RA59",59,RA59,STA_MAR,11/3/25,Neonicotinoid,10.24,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,3.17,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.27,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.55,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_083,"Soil, P136-RA60",60,RA60,STA_MAR,11/3/25,Fungicide,10.21,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,3.05,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.07,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.16,n.d.,n.d.,n.d.,n.d.,n.d.,1.17,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_085,"Soil, P136-RA61",61,RA61,STA_STA,5/29/25,Neonicotinoid,10.31,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,48.47,5.77,n.d.,2.05,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,2.20,n.d.,1.84,n.d.,n.d.,0.58,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.63,n.d.,n.d.,n.d.,0.62,35.80,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.31,43.21,n.d.,n.d.,0.35,n.d.,n.d.,19.76,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.18,n.d.,24.30,n.d.,n.d.,n.d.,n.d.,n.d.,0.15,n.d.,n.d.,n.d.,197.52,6.54,n.d.,n.d.
2026-03-20_P136_SP_086,"Soil, P136-RA62",62,RA62,STA_STA,5/29/25,Fungicide,10.18,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,24.31,n.d.,3.12,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,<LOQ,2.82,n.d.,2.31,n.d.,n.d.,0.71,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.92,n.d.,n.d.,n.d.,0.80,39.24,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,56.01,n.d.,n.d.,1.53,n.d.,n.d.,26.50,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.10,n.d.,28.59,n.d.,n.d.,n.d.,n.d.,n.d.,0.22,n.d.,n.d.,n.d.,240.70,9.51,n.d.,n.d.
2026-03-20_P136_SP_087,"Soil, P136-RA63",63,RA63,STA_STA,11/26/25,Neonicotinoid,10.16,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,67.44,10.27,n.d.,1.71,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,2.56,n.d.,1.08,n.d.,n.d.,0.49,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.63,n.d.,n.d.,n.d.,0.61,40.99,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,<LOQ,35.06,n.d.,n.d.,0.47,n.d.,n.d.,22.99,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.14,n.d.,33.09,n.d.,n.d.,n.d.,n.d.,n.d.,0.14,n.d.,n.d.,n.d.,184.36,6.72,n.d.,n.d.
2026-03-20_P136_SP_088,"Soil, P136-RA64",64,RA64,STA_STA,11/26/25,Fungicide,10.23,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,6.78,n.d.,2.07,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.10,n.d.,1.36,n.d.,n.d.,0.49,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.73,n.d.,n.d.,n.d.,0.60,32.95,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.24,37.27,n.d.,n.d.,0.48,n.d.,n.d.,17.21,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.70,n.d.,30.37,n.d.,n.d.,n.d.,n.d.,n.d.,0.17,n.d.,n.d.,n.d.,179.13,n.d.,n.d.,n.d.
2026-03-20_P136_SP_089,"Soil, P136-RA65",65,RA65,STA_WIL,5/21/25,Neonicotinoid,10.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,9.96,3.37,n.d.,1.42,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.82,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.81,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.53,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,13.84,n.d.,n.d.,<LOQ,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.97,n.d.,n.d.,n.d.
2026-03-20_P136_SP_090,"Soil, P136-RA66",66,RA66,STA_WIL,5/21/25,Fungicide,10.13,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,5.63,n.d.,1.90,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.74,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,63.48,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,10.34,n.d.,n.d.,0.67,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.34,n.d.,n.d.,n.d.
2026-03-20_P136_SP_091,"Soil, P136-RA67",67,RA67,STA_WIL,11/3/25,Neonicotinoid,10.18,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.30,6.36,n.d.,2.50,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.47,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.87,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.78,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,48.23,n.d.,n.d.,0.21,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_092,"Soil, P136-RA68",68,RA68,STA_WIL,11/3/25,Fungicide,10.32,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.27,6.52,n.d.,1.94,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.90,n.d.,n.d.,0.09,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.42,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,49.73,n.d.,n.d.,0.34,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_093,"Soil, P136-RA69",69,RA69,STA_WOO,5/29/25,Neonicotinoid,10.15,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,1.94,n.d.,1.57,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.31,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.42,n.d.,n.d.,n.d.,n.d.,11.83,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.25,n.d.,n.d.,n.d.,n.d.,n.d.,5.69,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,3.33,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.81,n.d.,n.d.,n.d.
2026-03-20_P136_SP_094,"Soil, P136-RA70",70,RA70,STA_WOO,5/29/25,Fungicide,10.27,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.71,1.99,n.d.,<LOQ,<LOQ,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,0.56,n.d.,n.d.,1.30,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,141.72,n.d.,n.d.,n.d.,n.d.,n.d.,2.40,n.d.,n.d.,2.38,81.76,n.d.,n.d.,23.28,9.10,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,32.08,n.d.,n.d.,1.02,n.d.,n.d.,9.27,n.d.,n.d.,<LOQ,6.45,n.d.,n.d.,n.d.,27.33,7.39,3.68,n.d.,n.d.,n.d.,1.64,n.d.,n.d.,n.d.,n.d.,n.d.,2.92,1.87,n.d.,n.d.,n.d.,0.33,23.50,n.d.,n.d.,<LOQ
