,card_id,field_id,date_collected,total_scm,scm_male,scm_female,florilega,season_total,male_total,female_total,weekly_prop,weekly_prop_f,weekly_prop_m,season_prop,total_flies,week,year,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa,prop_corn_current_year_500m,prop_soy_current_year_500m,prop_ag_current_year_500m,prop_nat_current_year_500m,prop_semi_nat_current_year_500m,prop_corn_current_year_1000m,prop_soy_current_year_1000m,prop_ag_current_year_1000m,prop_nat_current_year_1000m,prop_semi_nat_current_year_1000m,prop_corn_previous_year_500m,prop_soy_previous_year_500m,prop_ag_previous_year_500m,prop_nat_previous_year_500m,prop_semi_nat_previous_year_500m,prop_corn_previous_year_1000m,prop_soy_previous_year_1000m,prop_ag_previous_year_1000m,prop_nat_previous_year_1000m,prop_semi_nat_previous_year_1000m,previous_crop,cover_crop,manure,tillage,soil_texture,ph,organic_matter
167,,KAT_SAU,4/22/24,58,23,35,0,398,192,206,0.145728643,0.169902913,0.119791667,,58,17,2024,0.052857143,33.81428571,43.25714286,52.72857143,28.54285714,1.304285714,8.595714286,0.062283737,0,0.289504037,0.166089965,0.476355248,0.082804385,0,0.171667628,0.325158684,0.422677438,0.148379052,0.001246883,0.394014963,0.122194514,0.157107232,0.145317883,0.025994363,0.261822737,0.275916066,0.18759787,Silage Corn,No,No,Yes,5,5.722351551,21.01234818
168,,SMI_COB_3,4/22/24,13,3,10,0,99,43,56,0.131313131,0.178571429,0.069767442,,13,17,2024,0.027142857,32.2,44.12857143,56.01428571,26.62857143,1.042857143,10.58285714,0.161662818,0,0.178983834,0.218244804,0.554272517,0.067282703,0,0.072191741,0.318798729,0.418423332,0.301745636,0.002493766,0.598503741,0.152119701,0.140897756,0.122132672,0.001549907,0.28983261,0.301921885,0.183199008,Silage Corn,Yes,No,No,5,6.173004627,22.6563797
169,,SMI_CAN_2,4/22/24,24,5,19,0,284,157,127,0.084507042,0.149606299,0.031847134,,24,17,2024,0.072857143,33.5,42.92857143,52.32857143,25.47142857,1.247142857,9.161428571,0.056451613,0,0.123271889,0.427419355,0.315668203,0.190943179,0.004326507,0.218921258,0.31237381,0.392558408,0.09068323,0.037267081,0.202484472,0.390062112,0.211180124,0.141314409,0.020364085,0.295587782,0.277383524,0.220610923,Silage Corn,No,Yes,Yes,5,5.585507393,15.5769558
170,,GAB_STE,4/22/24,6,2,4,3,81,51,30,0.074074074,0.133333333,0.039215686,,9,17,2024,0.014285714,32.48571429,45.77142857,59,26.51428571,1.04,12.62428571,0.010356732,0.002301496,0.013808976,0.896432681,0.087456847,0.022215811,0.000865551,0.040103866,0.774379688,0.140219273,0.024539877,0,0.035582822,0.905521472,0.051533742,0.038556447,0,0.083590376,0.776989513,0.087600247,Silage Corn,No,Yes,Yes,5,5.358693123,12.73650074
171,,KAT_HAB_4,4/22/24,45,32,13,3,1679,840,839,0.026801668,0.015494636,0.038095238,,48,17,2024,0.097142857,34.38571429,45.38571429,56.41428571,31.37142857,1.052857143,9.887142857,0.308840413,0.001148106,0.382319173,0.211251435,0.347876005,0.273484631,0.016949153,0.341568515,0.267739155,0.318012065,0.39378882,0.014906832,0.431055901,0.171428571,0.149068323,0.272614237,0.062480572,0.356854212,0.232514765,0.156978551,Silage Corn,Yes,Yes,Yes,5,5.97060585,22.10969543
172,,KAT_JEF_2,4/22/24,9,6,3,1,601,276,325,0.014975042,0.009230769,0.02173913,,10,17,2024,0.117142857,33.42857143,44.75714286,56.1,31.98571429,0.768571429,9.364285714,0.116225547,0,0.150747986,0.415420023,0.355581128,0.093291103,0.000575871,0.113446588,0.561186294,0.274978405,0.103362391,0.01120797,0.138231631,0.388542964,0.216687422,0.0917603,0.007490637,0.117977528,0.527777778,0.176029963,Silage Corn,No,Yes,Yes,5,6.26295042,37.54327011
173,,SMI_DOU_3,4/22/24,24,13,11,0,160,91,69,0.15,0.15942029,0.142857143,,24,17,2024,0.042857143,32.34285714,44.02857143,55.71428571,25.74285714,0.987142857,10.87857143,0.045034642,0.042725173,0.087759815,0.243648961,0.520785219,0.020502455,0.036962172,0.057753393,0.237077678,0.56425065,0.048207664,0.051915946,0.196538937,0.236093943,0.211372064,0.025870034,0.049276255,0.175546658,0.206960271,0.200492763,Soybean,No,Yes,Yes,5,6.29728651,24.98108101
174,,SMI_DOU_3,4/22/24,12,7,5,0,160,91,69,0.075,0.072463768,0.076923077,,12,17,2024,0.042857143,32.34285714,44.02857143,55.71428571,25.74285714,0.987142857,10.87857143,0.045034642,0.042725173,0.087759815,0.243648961,0.520785219,0.020502455,0.036962172,0.057753393,0.237077678,0.56425065,0.048207664,0.051915946,0.196538937,0.236093943,0.211372064,0.025870034,0.049276255,0.175546658,0.206960271,0.200492763,Soybean,No,Yes,Yes,5,6.29728651,24.98108101
175,,DEG_FOU_WOOD,4/22/24,53,26,27,0,257,147,110,0.206225681,0.245454545,0.176870748,,53,17,2024,0.025714286,32.04285714,42.74285714,53.45714286,28.1,0.7,9.104285714,0.339491917,0,0.451501155,0.061200924,0.387990762,0.245086705,0.01416185,0.34017341,0.210115607,0.378034682,0.42039801,0.002487562,0.508706468,0.031094527,0.19278607,0.307001239,0.002168525,0.413568773,0.190520446,0.173482032,Silage Corn,Yes,Yes,No,5,5.715062618,20.57002831
176,,KAT_MAH,4/22/24,128,72,56,0,656,351,305,0.195121951,0.183606557,0.205128205,,128,17,2024,0.047142857,32.02857143,43.97142857,55.95714286,29.38571429,0.891428571,10.47857143,0.702890173,0.002312139,0.722543353,0.061271676,0.136416185,0.548787529,0.002020785,0.620669746,0.17147806,0.115184758,0.78358209,0.008706468,0.822139303,0.007462687,0.077114428,0.618855009,0.006533914,0.700062228,0.114187928,0.081207218,Grain Corn,No,No,Yes,3,5.586569786,190.3849945
177,,GAB_HEN,4/22/24,11,4,7,0,121,77,44,0.090909091,0.159090909,0.051948052,,11,17,2024,0.025714286,33.41428571,46.44285714,59.44285714,26.84285714,1.254285714,12.76142857,0.286374134,0.19630485,0.644341801,0.099307159,0.183602771,0.230702515,0.111303845,0.479040185,0.205550737,0.239086441,0.328800989,0.165636588,0.733003708,0.096415328,0.077873918,0.271494607,0.108474576,0.564560863,0.208628659,0.11248074,Grain Corn,No,No,Yes,5,5.580504417,16.26403236
178,,HUN_PLE_9,4/22/24,30,14,16,5,818,626,192,0.036674817,0.083333333,0.022364217,,35,17,2024,0.038571429,35.01428571,44.44285714,53.85714286,28.44285714,1.042857143,9.781428571,0.002314815,0,0.002314815,0.05787037,0.93287037,0.000577534,0,0.000577534,0.096736933,0.867455963,0.030084236,0.004813478,0.046931408,0.015643803,0.439229844,0.03022061,0.001813237,0.039286794,0.058325778,0.45693563,Grain Corn,Yes,No,No,9,6.067530155,22.46669197
179,,KAT_HAB_3,4/22/24,39,25,14,26,873,374,499,0.04467354,0.028056112,0.06684492,,65,17,2024,0.1,35.72857143,46.65714286,57.57142857,32.44285714,1.181428571,10.45142857,0.274712644,0.066666667,0.51954023,0.137931034,0.256321839,0.158561151,0.099856115,0.331510791,0.357985612,0.210647482,0.31552795,0.217391304,0.572670807,0.070807453,0.144099379,0.225465839,0.07484472,0.333229814,0.310248447,0.113975155,Soybean,No,No,Yes,5,6.10185194,27.97481728
180,,WIS_COO,4/22/24,29,18,11,0,698,418,280,0.041547278,0.039285714,0.043062201,,29,17,2024,0.002857143,33.4,45.34285714,57.24285714,25.55714286,1.495714286,11.65714286,0.147295742,0.01150748,0.261219793,0.155350978,0.554660529,0.12056533,0.062013268,0.246899337,0.26910874,0.434092876,0.259119497,0.030188679,0.472955975,0.113207547,0.364779874,0.21799308,0.02327776,0.359547027,0.235923246,0.304183706,Silage Corn,No,Yes,No,5,5.968518734,24.17316246
181,,KAT_TEE_3,4/22/24,10,8,2,0,575,259,316,0.017391304,0.006329114,0.030888031,,10,17,2024,0.124285714,32.27142857,43.38571429,54.52857143,30.98571429,0.744285714,8.768571429,0.174913694,0,0.239355581,0.498273878,0.151898734,0.136468552,0,0.203115984,0.650317369,0.106751298,0.198998748,0.006257822,0.231539424,0.481852315,0.060075094,0.17165109,0.003115265,0.2,0.634579439,0.057009346,Grain Corn,No,Yes,Yes,5,5.303276539,18.34638786
182,,DEG_VIL,4/22/24,116,47,69,0,381,196,185,0.304461942,0.372972973,0.239795918,,116,17,2024,0.018571429,33.1,43.47142857,53.84285714,27.94285714,0.898571429,9.438571429,0.548498845,0.026558891,0.595842956,0.162817552,0.118937644,0.275981524,0.040415704,0.380773672,0.259526559,0.213337182,0.558312655,0.023573201,0.601736973,0.096774194,0.129032258,0.309361438,0.013949163,0.432114073,0.210477371,0.140111593,Grain Corn,No,No,Yes,5,6.654009819,18.75856018
183,,KAT_TEE,4/22/24,7,3,4,0,358,223,135,0.019553073,0.02962963,0.013452915,,7,17,2024,0.124285714,32.52857143,43.82857143,55.2,31.28571429,0.742857143,9.092857143,0.248554913,0,0.248554913,0.432369942,0.23699422,0.106947247,0,0.133756126,0.431824733,0.353704238,0.264669164,0,0.277153558,0.414481898,0.187265918,0.118232732,0.000933416,0.168014935,0.426571251,0.221219664,Silage Corn,No,Yes,No,5,5.867316246,17.37828636
184,,DEG_PER_STRIP,4/22/24,111,73,38,3,391,254,137,0.283887468,0.277372263,0.287401575,,114,17,2024,0.015714286,32.4,42.78571429,53.17142857,27.94285714,0.792857143,9.03,0.170310702,0.193325662,0.449942463,0.126582278,0.372842348,0.233919815,0.073262186,0.366310932,0.344101529,0.235938852,0.238509317,0.070807453,0.57515528,0.114285714,0.182608696,0.219398822,0.038735668,0.408738767,0.320111559,0.138518748,Grain Corn,Yes,No,No,5,5.993263245,23.35876274
185,,SMI_JOH,4/22/24,11,6,5,4,346,225,121,0.031791908,0.041322314,0.026666667,,15,17,2024,0.051428571,33.74285714,45.12857143,56.5,28.34285714,0.83,11.03,0.284890427,0.001153403,0.327566321,0.332179931,0.277970012,0.23881028,0.000577534,0.254692463,0.409182789,0.276349986,0.236679058,0.080545229,0.436183395,0.262701363,0.182156134,0.152495379,0.125385089,0.345964264,0.359519409,0.178989526,Silage Corn,No,Yes,Yes,5,6.416008472,24.34096146
186,,GAB_ALL,4/22/24,41,31,10,3,220,169,51,0.186363636,0.196078431,0.183431953,,44,17,2024,0.002857143,35.18571429,47.72857143,60.22857143,27.14285714,1.665714286,13.13285714,0.002306805,0,0.003460208,0.55017301,0.173010381,0.008076147,0.000865301,0.011248918,0.562157485,0.083068936,0.004926108,0,0.009852217,0.599753695,0.145320197,0.017310665,0,0.02194745,0.588871716,0.062751159,Silage Corn,Yes,Yes,No,5,5.886958599,28.32917595
187,,WIS_COO_2,4/22/24,33,2,31,0,629,362,267,0.052464229,0.116104869,0.005524862,,33,17,2024,0.004285714,33.45714286,45.61428571,57.77142857,25.68571429,1.47,11.91571429,0.062355658,0.001154734,0.124711316,0.121247113,0.66743649,0.076479076,0.031168831,0.223376623,0.265512266,0.44992785,0.025188917,0.001259446,0.256926952,0.080604534,0.428211587,0.084091622,0.003765297,0.279573266,0.239723878,0.309381864,Silage Corn,No,Yes,No,5,5.539158821,23.32694054
188,,SMI_KEL,4/22/24,14,7,7,0,24,13,11,0.583333333,0.636363636,0.538461538,,14,17,2024,0.027142857,33.22857143,44.95714286,56.74285714,26.65714286,1.074285714,11.21428571,0.138568129,0,0.143187067,0.38221709,0.41108545,0.177694308,0.022536839,0.221901185,0.274776076,0.454781855,0.17380661,0.00244798,0.261933905,0.391676867,0.111383109,0.283729546,0.005557271,0.365544921,0.267675208,0.159308429,Sorghum-Sudan,Yes,Yes,Yes,5,6.507095337,28.20439339
189,,DEG_DIE_HILL,4/22/24,154,92,62,0,475,266,209,0.324210526,0.296650718,0.345864662,,154,17,2024,0.03,32.17142857,42.77142857,53.38571429,28.2,0.69,9.052857143,0.188439306,0.301734104,0.576878613,0.050867052,0.306358382,0.166233766,0.07965368,0.285714286,0.207503608,0.267243867,0.367119901,0.007416564,0.597033375,0.044499382,0.171817058,0.149689441,0.003416149,0.311490683,0.196583851,0.186024845,Grain Corn,Yes,No,No,5,6.039941311,24.28417015
190,,KAT_SAU_3,4/22/24,191,92,99,0,445,216,229,0.429213483,0.43231441,0.425925926,,191,17,2024,0.052857143,33.94285714,43.28571429,52.65714286,28.57142857,1.312857143,8.555714286,0.011560694,0,0.097109827,0.331791908,0.480924855,0.017599538,0,0.135891518,0.373918061,0.420946336,0.041301627,0.002503129,0.158948686,0.29787234,0.242803504,0.1447822,0.005327484,0.229081793,0.361642118,0.172986525,Sorghum-Sudan,No,No,Yes,5,5.815739632,21.67381096
191,,KAT_JEF,4/22/24,8,4,4,1,319,174,145,0.02507837,0.027586207,0.022988506,,9,17,2024,0.111428571,33.37142857,44.68571429,56,31.91428571,0.765714286,9.324285714,0.067816092,0,0.08045977,0.456321839,0.390804598,0.049539171,0,0.053859447,0.43375576,0.387384793,0.08135169,0,0.082603254,0.4718398,0.202753442,0.056697819,0.001557632,0.070093458,0.415576324,0.204049844,Silage Corn,No,Yes,Yes,5,5.586032867,22.36896324
192,,DIP_CUR,4/23/24,25,12,13,0,2105,1222,883,0.011876485,0.014722537,0.009819967,,25,17,2024,0.041428571,30.64285714,42.48571429,54.34285714,26.52857143,0.982857143,9.895714286,0.110982659,0.038150289,0.322543353,0.174566474,0.419653179,0.240762125,0.114896074,0.484411085,0.204099307,0.247113164,0.38875,0.0075,0.555,0.13875,0.155,0.308626596,0.06944877,0.54936157,0.164123326,0.143880411,Silage Corn,No,Yes,Yes,4,5.927192211,18.15420723
193,,DIP_FLE,4/23/24,74,36,38,0,1196,650,546,0.06187291,0.06959707,0.055384615,,74,17,2024,0.022857143,33.67142857,44.37142857,55.05714286,28.91428571,1.01,9.885714286,0.412918108,0.002306805,0.519031142,0.228373702,0.193771626,0.268686869,0.002020202,0.550649351,0.171139971,0.220779221,0.4622057,0.002478315,0.566294919,0.194547708,0.168525403,0.302484472,0.005590062,0.604658385,0.145652174,0.12173913,Silage Corn,No,No,No,5,6.317162514,28.22133827
194,,ZUE_REE,4/23/24,62,27,35,9,3170,1801,1369,0.01955836,0.025566107,0.014991671,,71,17,2024,0.021428571,36.35714286,46.02857143,55.7,30.75714286,1.225714286,9.834285714,0.023094688,0.123556582,0.407621247,0.199769053,0.32448037,0.025921659,0.176843318,0.41359447,0.169354839,0.20218894,0.09729064,0.210591133,0.536945813,0.179802956,0.185960591,0.128292532,0.142547258,0.496436319,0.148435079,0.120855284,Wheat,Yes,No,Yes,4,6.537268639,24.44252777
195,,WIS_KEN,4/23/24,8,1,7,1,482,265,217,0.01659751,0.032258065,0.003773585,,9,17,2024,0.002857143,36.07142857,48.68571429,61.27142857,28.67142857,1.552857143,13.56428571,0.002309469,0.003464203,0.263279446,0.307159353,0.033487298,0.001443418,0.001443418,0.116628176,0.288972286,0.026270208,0,0.002525253,0.093434343,0.321969697,0.178030303,0.000314564,0.000629129,0.037118591,0.278074866,0.104435357,"Field Corn, Tomato, Squash",Yes,No,Yes,4,5.452927113,13.98438168
196,,DIP_PAT,4/23/24,146,75,71,1,2204,1209,995,0.066243194,0.071356784,0.062034739,,147,17,2024,0.02,35.07142857,45.6,56.14285714,30.08571429,0.982857143,10.32,0.384704519,0.004634994,0.475086906,0.361529548,0.162224797,0.356132756,0.004617605,0.638961039,0.172005772,0.148051948,0.388337469,0.023573201,0.549627792,0.339950372,0.054590571,0.256710892,0.140080222,0.721382289,0.14594261,0.053687134,Silage Corn,Yes,Yes,No,5,6.454941273,26.51252174
197,,POV_DUN,4/23/24,3,2,1,0,52,26,26,0.057692308,0.038461538,0.076923077,,3,17,2024,0.022857143,32.12857143,44.15714286,56.15714286,27.77142857,0.925714286,10.80857143,0.002304147,0,0.002304147,0.495391705,0.411290323,0.000577367,0,0.000866051,0.529734411,0.329099307,0.00248139,0.001240695,0.009925558,0.482630273,0.333746898,0.002804612,0.001246494,0.031785603,0.479588657,0.272982237,Silage Corn,No,No,No,4,5.781182766,20.7029171
198,,SMI_LAT,4/23/24,23,10,13,1,457,168,289,0.050328228,0.044982699,0.05952381,,24,17,2024,0.018571429,31.82857143,44.11428571,56.4,27.3,0.78,11.22142857,0.09017341,0.043930636,0.250867052,0.373410405,0.287861272,0.164355864,0.03061814,0.262853842,0.341998845,0.293760832,0.12173913,0,0.398757764,0.350310559,0.113043478,0.176361386,0.000309406,0.397586634,0.324257426,0.124690594,Silage Corn,Yes,Yes,Yes,5,5.557508469,21.01000977
199,,SEA_HOO,4/23/24,10,4,6,0,723,356,367,0.013831259,0.016348774,0.011235955,,10,17,2024,0.02,35.32857143,45.14285714,54.97142857,29.85714286,1.168571429,9.608571429,0.105324074,0.268518519,0.631944444,0.091435185,0.189814815,0.135969977,0.272517321,0.67147806,0.089203233,0.174942263,0.194029851,0.133084577,0.741293532,0.093283582,0.039800995,0.233983287,0.179510987,0.787681832,0.082017951,0.042092232,Sweet Corn,Yes,Yes,Yes,4,6.488575935,26.25037003
200,,STA_BRA,4/24/24,137,81,56,25,959,731,228,0.142857143,0.245614035,0.110807114,,162,17,2024,0.022857143,33.4,44.78571429,56.15714286,31.11428571,0.725714286,9.95,0.33256351,0.153579677,0.532332564,0.352193995,0.051963048,0.320634921,0.122943723,0.60952381,0.275901876,0.065223665,0.523514851,0.006188119,0.559405941,0.292079208,0.066831683,0.450400493,0.026186075,0.650030807,0.22181146,0.060382009,Ryegrass ,No,No,No,5,6.316936493,22.82100105
201,,STA_HEM,4/24/24,189,126,63,15,1004,745,259,0.188247012,0.243243243,0.169127517,,204,17,2024,0.014285714,36.17142857,45.58571429,54.97142857,31.18571429,1.154285714,9.365714286,0.023148148,0.027777778,0.53125,0.267361111,0.157407407,0.10383617,0.113931353,0.561869051,0.256417652,0.130083646,0.058096415,0.004944376,0.599505562,0.268232386,0.059332509,0.211289328,0.007094386,0.61381863,0.25694016,0.057371993,Grain Corn,No,No,No,4,6.926998138,25.07189751
202,,STA_AYR,4/24/24,67,37,30,8,976,585,391,0.068647541,0.076726343,0.063247863,,75,17,2024,0.017142857,36.52857143,46.31428571,56.08571429,31.12857143,1.234285714,9.735714286,0.277522936,0.058486239,0.415137615,0.365825688,0.152522936,0.148617512,0.030817972,0.270737327,0.495679724,0.171947005,0.079110012,0.242274413,0.470951792,0.327564895,0.132262052,0.071560765,0.175817397,0.313386798,0.482109809,0.11967921,Soybean,No,No,Yes,3,6.536432266,34.06747055
203,,STA_PAN,4/24/24,191,53,138,2,892,380,512,0.214125561,0.26953125,0.139473684,,193,17,2024,0.045714286,33.9,43.77142857,53.64285714,29.62857143,1.14,8.668571429,0.474048443,0.003460208,0.807381776,0.047289504,0.083044983,0.326024235,0.001731102,0.551933064,0.312752452,0.079919215,0.373913043,0.003726708,0.872049689,0.019875776,0.037267081,0.310890475,0.003723239,0.582066398,0.28730996,0.053366429,Grain Corn,Yes,No,Yes,5,5.845386505,22.31842613
204,,STA_NOB,4/24/24,24,12,12,0,386,270,116,0.062176166,0.103448276,0.044444444,,24,17,2024,0.032857143,35.45714286,45.01428571,54.61428571,31.07142857,1.142857143,9.012857143,0.281933257,0.01150748,0.523590334,0.181818182,0.197928654,0.405826363,0.008076147,0.64061148,0.186328238,0.123738102,0.431930693,0.027227723,0.678217822,0.13490099,0.087871287,0.457443516,0.010523058,0.733209533,0.153203343,0.058805323,Silage Corn,No,No,No,4,6.663196564,25.65228653
205,,STA_THO,4/24/24,41,21,20,1,1163,622,541,0.035253654,0.036968577,0.033762058,,42,17,2024,0.034285714,36.32857143,46.01428571,55.72857143,31.2,1.185714286,9.687142857,0.384792627,0.074884793,0.517281106,0.054147465,0.299539171,0.291402193,0.045008656,0.362088863,0.239469129,0.27034045,0.180024661,0.257706535,0.605425401,0.051787916,0.141800247,0.159692308,0.199076923,0.472923077,0.220307692,0.138769231,Grain Corn,No,No,No,3,6.241055012,20.55567551
206,,STA_NOB,4/24/24,27,15,12,0,386,270,116,0.069948187,0.103448276,0.055555556,,27,17,2024,0.032857143,35.45714286,45.01428571,54.61428571,31.07142857,1.142857143,9.012857143,0.281933257,0.01150748,0.523590334,0.181818182,0.197928654,0.405826363,0.008076147,0.64061148,0.186328238,0.123738102,0.431930693,0.027227723,0.678217822,0.13490099,0.087871287,0.457443516,0.010523058,0.733209533,0.153203343,0.058805323,Silage Corn,No,No,No,4,6.663196564,25.65228653
207,,STA_WAT,4/24/24,120,77,43,23,344,233,111,0.348837209,0.387387387,0.330472103,,143,17,2024,0.022857143,33.4,44.78571429,56.15714286,31.11428571,0.725714286,9.95,0.33256351,0.153579677,0.532332564,0.352193995,0.051963048,0.320634921,0.122943723,0.60952381,0.275901876,0.065223665,0.523514851,0.006188119,0.559405941,0.292079208,0.066831683,0.450400493,0.026186075,0.650030807,0.22181146,0.060382009,Grain Corn,Yes,Yes,No,5,6.316936493,22.82100105
208,,STA_FRE,4/24/24,89,58,31,4,234,161,73,0.38034188,0.424657534,0.360248447,,93,17,2024,0.02,35.77142857,45.71428571,55.67142857,30.92857143,1.04,9.775714286,0.113033449,0.607843137,0.838523645,0.049596309,0.098039216,0.072480508,0.460294542,0.747328906,0.064106266,0.124169795,0.516129032,0.214640199,0.8808933,0.058312655,0.042183623,0.216625464,0.430469716,0.797589617,0.056242274,0.060877627,Grain Corn,No,No,No,5,6.673674583,27.45412445
209,,STA_SWE,4/24/24,98,58,40,3,314,197,117,0.312101911,0.341880342,0.294416244,,101,17,2024,0.035714286,35.41428571,45.4,55.38571429,31.15714286,1.208571429,9.231428571,0.295742232,0.064441887,0.539700806,0.096662831,0.275028769,0.248773449,0.01991342,0.4,0.277344877,0.247330447,0.352722772,0,0.627475248,0.086633663,0.155940594,0.266069221,0.01946848,0.502163164,0.253090235,0.136897404,Grain Corn,No,No,Yes,5,6.38201952,33.36382294
210,,SMI_COB_3,4/29/24,28,4,24,0,99,43,56,0.282828283,0.428571429,0.093023256,,28,18,2024,0.117142857,47.7,58.38571429,69.02857143,49.95714286,0.445714286,11.24142857,0.161662818,0,0.178983834,0.218244804,0.554272517,0.067282703,0,0.072191741,0.318798729,0.418423332,0.301745636,0.002493766,0.598503741,0.152119701,0.140897756,0.122132672,0.001549907,0.28983261,0.301921885,0.183199008,Silage Corn,Yes,No,No,5,6.173004627,22.6563797
211,,GAB_ALL,4/29/24,50,49,1,0,220,169,51,0.227272727,0.019607843,0.289940828,,50,18,2024,0.154285714,49.92857143,61.1,72.3,50.05714286,0.761428571,14.92714286,0.002306805,0,0.003460208,0.55017301,0.173010381,0.008076147,0.000865301,0.011248918,0.562157485,0.083068936,0.004926108,0,0.009852217,0.599753695,0.145320197,0.017310665,0,0.02194745,0.588871716,0.062751159,Silage Corn,Yes,Yes,No,5,5.886958599,28.32917595
212,,GAB_HEN,4/29/24,26,17,9,2,121,77,44,0.214876033,0.204545455,0.220779221,,28,18,2024,0.19,48.45714286,59.77142857,71.05714286,49.34285714,0.511428571,13.97,0.286374134,0.19630485,0.644341801,0.099307159,0.183602771,0.230702515,0.111303845,0.479040185,0.205550737,0.239086441,0.328800989,0.165636588,0.733003708,0.096415328,0.077873918,0.271494607,0.108474576,0.564560863,0.208628659,0.11248074,Grain Corn,No,No,Yes,5,5.580504417,16.26403236
213,,KAT_SAU,4/29/24,36,18,18,0,398,192,206,0.090452261,0.087378641,0.09375,,36,18,2024,0.064285714,49.92857143,61.01428571,72.1,49.5,0.908571429,14.97714286,0.062283737,0,0.289504037,0.166089965,0.476355248,0.082804385,0,0.171667628,0.325158684,0.422677438,0.148379052,0.001246883,0.394014963,0.122194514,0.157107232,0.145317883,0.025994363,0.261822737,0.275916066,0.18759787,Silage Corn,No,No,Yes,5,5.722351551,21.01234818
214,,KAT_SAU_3,4/29/24,16,10,6,1,445,216,229,0.035955056,0.026200873,0.046296296,,17,18,2024,0.064285714,49.98571429,60.97142857,71.94285714,49.5,0.927142857,14.82142857,0.011560694,0,0.097109827,0.331791908,0.480924855,0.017599538,0,0.135891518,0.373918061,0.420946336,0.041301627,0.002503129,0.158948686,0.29787234,0.242803504,0.1447822,0.005327484,0.229081793,0.361642118,0.172986525,Sorghum-Sudan,No,No,Yes,5,5.815739632,21.67381096
215,,HUN_PLE_9,4/29/24,65,49,16,0,818,626,192,0.079462103,0.083333333,0.07827476,,65,18,2024,0.034285714,45.95714286,55.37142857,64.75714286,47.57142857,0.597142857,9.267142857,0.002314815,0,0.002314815,0.05787037,0.93287037,0.000577534,0,0.000577534,0.096736933,0.867455963,0.030084236,0.004813478,0.046931408,0.015643803,0.439229844,0.03022061,0.001813237,0.039286794,0.058325778,0.45693563,Grain Corn,Yes,No,No,9,6.067530155,22.46669197
216,,DEG_PER_STRIP,4/29/24,128,95,33,0,391,254,137,0.327365729,0.240875912,0.374015748,,128,18,2024,0.121428571,49.8,60.25714286,70.71428571,50.5,0.68,12.64857143,0.170310702,0.193325662,0.449942463,0.126582278,0.372842348,0.233919815,0.073262186,0.366310932,0.344101529,0.235938852,0.238509317,0.070807453,0.57515528,0.114285714,0.182608696,0.219398822,0.038735668,0.408738767,0.320111559,0.138518748,Grain Corn,Yes,No,No,5,5.993263245,23.35876274
217,,GAB_STE,4/29/24,5,3,2,0,81,51,30,0.061728395,0.066666667,0.058823529,,5,18,2024,0.242857143,47.72857143,59.11428571,70.44285714,48.58571429,0.47,13.59857143,0.010356732,0.002301496,0.013808976,0.896432681,0.087456847,0.022215811,0.000865551,0.040103866,0.774379688,0.140219273,0.024539877,0,0.035582822,0.905521472,0.051533742,0.038556447,0,0.083590376,0.776989513,0.087600247,Silage Corn,No,Yes,Yes,5,5.358693123,12.73650074
218,,KAT_HAB_3,4/29/24,69,48,21,15,873,374,499,0.079037801,0.042084168,0.128342246,,84,18,2024,0.095714286,48.74285714,61.94285714,75.1,50.65714286,0.622857143,17.25714286,0.274712644,0.066666667,0.51954023,0.137931034,0.256321839,0.158561151,0.099856115,0.331510791,0.357985612,0.210647482,0.31552795,0.217391304,0.572670807,0.070807453,0.144099379,0.225465839,0.07484472,0.333229814,0.310248447,0.113975155,Soybean,No,No,Yes,5,6.10185194,27.97481728
219,,DEG_VIL,4/29/24,48,16,32,0,381,196,185,0.125984252,0.172972973,0.081632653,,48,18,2024,0.117142857,50.1,60.7,71.28571429,50.6,0.732857143,13.2,0.548498845,0.026558891,0.595842956,0.162817552,0.118937644,0.275981524,0.040415704,0.380773672,0.259526559,0.213337182,0.558312655,0.023573201,0.601736973,0.096774194,0.129032258,0.309361438,0.013949163,0.432114073,0.210477371,0.140111593,Grain Corn,No,No,Yes,5,6.654009819,18.75856018
220,,KAT_MAH,4/29/24,22,15,7,4,656,351,305,0.033536585,0.02295082,0.042735043,,26,18,2024,0.074285714,48.32857143,60.94285714,73.6,50.65714286,0.528571429,15.81142857,0.702890173,0.002312139,0.722543353,0.061271676,0.136416185,0.548787529,0.002020785,0.620669746,0.17147806,0.115184758,0.78358209,0.008706468,0.822139303,0.007462687,0.077114428,0.618855009,0.006533914,0.700062228,0.114187928,0.081207218,Grain Corn,No,No,Yes,3,5.586569786,190.3849945
221,,KAT_TEE_3,4/29/24,16,14,2,0,575,259,316,0.027826087,0.006329114,0.054054054,,16,18,2024,0.068571429,47.98571429,60.12857143,72.3,50,0.598571429,14.78714286,0.174913694,0,0.239355581,0.498273878,0.151898734,0.136468552,0,0.203115984,0.650317369,0.106751298,0.198998748,0.006257822,0.231539424,0.481852315,0.060075094,0.17165109,0.003115265,0.2,0.634579439,0.057009346,Grain Corn,No,Yes,Yes,5,5.303276539,18.34638786
