Site,USDA hardiness Zone,Lat,Lat-Decimal,Long,Long-Decimal,Year,Week,Date,ECB-E,ECB-Z,CEW,FAW,WBC
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,31,8/1/17,0,1,0,8,6
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,32,8/8/17,1,0,4,0,29
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,33,8/15/17,1,0,3,4,38
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,34,8/22/17,3,0,1,3,12
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,35,8/29/17,0,0,3,8,17
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,36,9/5/17,2,0,1,16,8
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,37,9/12/17,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,38,9/19/17,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2017,39,9/26/17,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,22,5/28/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,23,6/4/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,24,6/11/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,25,6/18/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,26,6/25/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,27,7/2/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,28,7/9/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,29,7/16/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,30,7/23/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,31,7/30/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,32,8/6/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,33,8/13/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,34,8/20/19,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,35,8/27/19,1,1,41,36,5
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,36,9/3/19,0,13,28,86,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,37,9/10/19,0,1,23,101,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,38,9/17/19,0,0,61,70,1
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2019,39,9/24/19,2,87,271,0,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,22,5/26/20,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,23,6/2/20,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,24,6/9/20,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,25,6/16/20,0,11,0,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,26,6/23/20,0,9,0,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,27,6/30/20,1,0,2,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,28,7/7/20,2,1,0,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,29,7/14/20,4,7,4,3,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,30,7/21/20,6,5,7,2,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,31,7/28/20,4,3,1,2,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,32,8/4/20,7,3,5,4,7
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,33,8/11/20,2,0,0,0,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,34,8/18/20,2,0,10,24,25
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,35,8/25/20,2,1,2,5,1
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,36,9/1/20,0,0,74,21,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,37,9/8/20,1,2,184,96,1
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,38,9/15/20,0,0,63,180,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2020,39,9/22/20,0,0,5,14,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,21,5/25/21,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,22,6/1/21,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,23,6/8/21,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,24,6/15/21,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,25,6/22/21,,,,,
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,26,6/29/21,0,0,2,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,27,7/6/21,0,0,0,0,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,28,7/13/21,0,0,1,0,3
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,29,7/20/21,0,0,12,0,5
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,30,7/27/21,0,0,1,4,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,31,8/3/21,0,0,1,0,4
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,32,8/10/21,0,2,0,1,7
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,33,8/17/21,0,0,79,7,4
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,34,8/24/21,0,0,121,17,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,35,8/31/21,0,0,71,12,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,36,9/7/21,0,0,38,1,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,37,9/14/21,0,1,43,1,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2021,38,9/21/21,0,0,13,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,22,5/31/22, , , , , 
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,23,6/7/22, , , , , 
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,24,6/14/22, , , , , 
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,25,6/21/22, , , , , 
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,26,6/28/22,1,0,8,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,27,7/5/22,0,0,2,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,28,7/12/22,0,0,2,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,29,7/19/22,4,0,0,0,3
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,30,7/26/22,0,0,11,0,21
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,31,8/2/22,0,1,2,0,13
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,32,8/9/22,0,0,6,0,15
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,33,8/16/22,4,7,43,3,86
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,34,8/23/22,1,4,21,0,37
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,35,8/30/22,0,4,17,0,1
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,36,9/6/22,0,5,12,0,2
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,37,9/13/22,0,1,12,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,38,9/20/22,0,0,2,0,0
LeRoy,5b," 42°58'12.87""N",42.970242," 77°56'33.78""W",-77.942717,2022,39,9/27/22,0,0,0,1,0
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,22,5/28/96,0,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,23,6/4/96,74,36,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,24,6/11/96,245,122,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,25,6/18/96,247,153,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,26,6/25/96,65,303,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,27,7/2/96,26,136,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,28,7/9/96,12,151,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,29,7/16/96,6,16,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,30,7/23/96,6,20,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,31,7/30/96,12,11,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,32,8/6/96,66,19,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,33,8/13/96,40,20,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,34,8/20/96,15,7,0,8,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,35,8/27/96,6,60,2,18,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,36,9/3/96,0,16,0,13,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,37,9/10/96,6,47,28,28,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,38,9/17/96,0,2,8,13,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1996,39,9/24/96,0,1,1,10,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,24,6/10/97,65,12,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,25,6/17/97,65,45,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,26,6/24/97,70,71,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,27,7/1/97,5,19,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,28,7/8/97,0,12,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,29,7/15/97,1,2,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,30,7/22/97,0,2,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,31,7/29/97,42,0,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,32,8/5/97,53,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,33,8/12/97,18,1,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,34,8/19/97,51,6,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,35,8/26/97,8,2,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1997,36,9/2/97,10,38,0,5,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,21,5/19/98,0,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,22,5/26/98,60,96,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,23,6/2/98,96,81,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,24,6/9/98,0,5,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,25,6/16/98,5,59,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,26,6/23/98,4,14,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,27,6/30/98,1,27,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,28,7/7/98,2,25,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,29,7/14/98,17,10,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,30,7/21/98,24,27,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,31,7/28/98,30,33,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,32,8/4/98,6,36,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,33,8/11/98,0,52,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,34,8/18/98,1,0,0,17,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,35,8/25/98,0,0,0,40,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,36,9/1/98,3,2,20,62,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1998,37,9/8/98,6,6,5,11,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,22,5/25/99,10,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,23,6/1/99,26,10,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,24,6/8/99,51,20,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,25,6/15/99,20,77,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,26,6/22/99,3,15,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,27,6/29/99,1,13,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,28,7/6/99,0,24,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,29,7/13/99,15,2,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,30,7/20/99,5,6,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,31,7/27/99,14,7,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,32,8/3/99,5,8,6,6,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,33,8/10/99,18,63,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,34,8/17/99,1,10,4,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,35,8/24/99,2,12,6,2,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,36,8/31/99,3,3,16,3,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,37,9/7/99,5,1,6,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,38,9/14/99,3,1,21,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,39,9/21/99,0,3,8,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,1999,40,9/28/99,0,0,5,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,22,5/23/00,2,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,23,5/30/00,3,1,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,24,6/6/00,62,4,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,25,6/13/00,17,86,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,26,6/20/00,14,255,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,27,6/27/00,1,208,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,28,7/4/00,0,14,5,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,29,7/11/00,0,4,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,30,7/18/00,1,37,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,31,7/25/00,2,11,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,32,8/1/00,23,22,4,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,33,8/8/00,11,13,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,34,8/15/00,8,3,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,35,8/22/00,0,4,2,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,36,8/29/00,0,17,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,37,9/5/00,0,45,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,38,9/12/00,0,64,9,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,39,9/19/00,0,9,3,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2000,40,9/26/00,,,,,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,21,5/22/01,42,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,22,5/29/01,26,15,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,23,6/5/01,4,14,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,24,6/12/01,14,7,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,25,6/19/01,8,26,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,26,6/26/01,2,5,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,27,7/3/01,5,1,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,28,7/10/01,1,0,3,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,29,7/17/01,1,1,3,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,30,7/24/01,7,3,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,31,7/31/01,9,0,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,32,8/7/01,1,2,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,33,8/14/01,0,3,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,34,8/21/01,0,20,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,35,8/28/01,0,2,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,36,9/4/01,6,1,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,37,9/11/01,0,0,6,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,38,9/18/01,0,0,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2001,39,9/25/01,,,,,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,22,5/28/02,0,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,23,6/4/02,10,6,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,24,6/11/02,21,14,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,25,6/18/02,0,20,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,26,6/24/02,25,6,2,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,27,7/2/02,0,2,1,16,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,28,7/9/02,0,1,5,35,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,29,7/16/02,0,2,2,35,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,30,7/23/02,0,3,0,4,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,31,7/30/02,0,4,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,32,8/6/02,0,3,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,33,8/13/02,0,1,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,34,8/20/02,0,0,0,4,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,35,8/27/02,1,2,33,3,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,36,9/3/02,2,3,66,2,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,37,9/10/02,0,1,11,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,38,9/17/02,0,4,13,2,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2002,39,9/24/02,0,4,12,34,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,23,6/3/03,1,0,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,24,6/10/03,3,3,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,25,6/17/03,15,50,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,26,6/24/03,10,133,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,27,7/1/03,2,7,3,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,28,7/8/03,0,17,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,29,7/15/03,0,3,0,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,30,7/22/03,0,4,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,31,7/29/03,0,3,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,32,8/5/03,3,3,0,1,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,33,8/12/03,2,26,1,0,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,34,8/19/03,0,5,0,5,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,35,8/26/03,0,14,0,29,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,36,9/2/03,0,19,0,30,
Lockport,6b,43° 12' 54.36'' N,43.2151,78° 50' 38.04'' W,-78.8439,2003,37,9/9/03,0,22,1,24,
