,record_id,week,count,longitude,latitude,elevation,date,rain_inches,min_temp_f,ave_temp_f,max_temp_f,organic_matter,base_saturation_ca,base_saturation_mg,base_saturation_k,base_saturation_na,base_saturation_h,base_saturation_total,exch_acidity,buffer_p_h,cec,p_h,ca_ppm,p_ppm,mg_ppm,k_ppm,na_ppm,zn_ppm,al_ppm,morgan_p_lb_a,morgan_k_lb_a,morgan_ca_lb_a,morgan_mg_lb_a,x_coordinate,y_coordinate,corn_area_m_2,muid,state,awc,clay,kffact,om,perm,thick,hygrp,drain,slope,ll,ifhydric,afldfreq
180,DEG_EVA_PGREEN,20,6.0,-76.162,42.5151,1706.0,2022-05-11,0.0,40.871428571428574,55.74285714285714,70.6,6.69,86.9,9.3,2.5,1.3,0.0,100.0,0.0,0.0,16.4,7.39,2859.0,49.0,185.0,160.0,51.0,2.9,949.0,6.3,283.4,5320.2,335.5,42.51512,-76.16202,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
181,DEG_FES_OVO4,20,95.0,-76.29779999999998,42.839800000000004,1434.0,2022-05-11,0.0,43.94285714285714,58.142857142857146,72.32857142857144,4.7,81.8,13.5,2.9,1.8,0.0,100.0,0.0,0.0,14.5,7.11,2378.0,78.0,238.0,166.0,60.0,5.1,735.0,20.2,293.8,4369.6,431.9,42.83983,-76.29781,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
182,DEG_FOU_ELM,20,73.0,-76.2802,42.58639999999999,1342.0,2022-05-11,0.0,40.528571428571425,56.271428571428565,72.01428571428572,6.21,64.8,16.2,4.8,2.7,11.6,88.4,1.48,6.23,12.8,6.33,1662.0,106.0,252.0,241.0,78.0,10.5,891.0,16.8,426.6,2954.6,457.4,42.58639,-76.2802,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
184,DEG_MCM_CH,20,38.0,-76.2035,42.642,1365.0,2022-05-11,0.0,40.42857142857143,56.042857142857144,71.68571428571428,6.12,71.1,22.0,4.2,2.8,0.0,100.0,0.0,0.0,12.1,7.02,1716.0,99.0,322.0,196.0,78.0,3.6,1074.0,9.0,347.3,3061.3,584.2,42.642,-76.20354,Medium,NY127,NY,0.08,13.1,0.3,0.9,0.71,57.7,3.0,3.4,16.4,24.2,0.0,4.0
185,DEG_MCM_W7,20,7.0,-76.2314,42.7005,1522.0,2022-05-11,0.0,41.728571428571435,56.628571428571426,71.52857142857142,7.42,81.4,12.0,4.4,2.2,0.0,100.0,0.0,0.0,19.3,7.16,3141.0,250.0,281.0,329.0,99.0,14.1,805.0,85.8,581.3,5877.5,510.1,42.70051,-76.23137,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
186,DEG_STR_1,20,50.0,-76.0836,42.7053,1650.0,2022-05-11,0.0,39.714285714285715,55.24285714285714,70.77142857142857,6.18,74.6,13.8,1.1,1.3,9.2,90.8,1.08,6.33,11.7,6.99,1746.0,57.0,196.0,49.0,35.0,1.8,1036.0,3.0,87.3,3120.6,355.7,42.70534,-76.08362,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
187,EPN_TRIAL,20,58.0,-74.0859,41.7624,266.0,2022-05-11,0.0,46.471428571428575,59.300000000000004,72.15714285714286,2.45,30.3,6.3,6.9,4.5,52.0,48.0,2.8,5.9,5.4,5.14,327.0,173.0,41.0,145.0,56.0,3.5,1074.0,6.1,256.4,316.4,73.8,41.762379,-74.0858832,Medium,NY159,NY,0.17,16.2,0.42,1.0,1.77,71.3,2.6,4.5,2.3,26.7,0.2,2.2
188,GAB_ALL,20,0.0,-73.6809,42.9236,141.0,2022-05-11,0.0,44.6,60.214285714285715,75.85714285714286,2.13,66.5,17.0,2.0,2.6,12.0,88.0,0.8,6.4,6.7,6.83,891.0,31.0,138.0,52.0,40.0,1.7,640.0,1.0,93.7,1431.6,249.6,42.92364,-73.68089,Medium,NY138,NY,0.16,30.8,0.41,1.0,0.38,66.7,3.2,4.3,8.0,34.4,0.0,4.0
189,GAB_DEL,20,10.0,-73.6403,42.8402,397.0,2022-05-11,0.0,44.714285714285715,59.885714285714286,75.01428571428572,3.43,55.3,6.1,4.3,2.3,32.0,68.0,2.04,6.09,6.4,6.21,707.0,39.0,47.0,107.0,34.0,3.4,1048.0,1.0,190.7,1066.8,84.4,42.84021,-73.64027,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6
190,GAB_ELL,20,2.0,-73.73439999999998,42.4526,207.0,2022-05-11,0.0,45.65714285714286,60.271428571428565,74.92857142857143,3.79,71.6,15.5,4.9,1.6,6.4,93.6,0.8,6.4,12.6,6.95,1804.0,175.0,237.0,242.0,47.0,3.8,785.0,46.0,427.7,3235.2,430.5,42.45262,-73.73445,Medium,NY138,NY,0.16,30.8,0.41,1.0,0.38,66.7,3.2,4.3,8.0,34.4,0.0,4.0
191,GAB_HER,20,2.0,-73.5821,42.6842,587.0,2022-05-11,0.0,44.042857142857144,59.17142857142857,74.32857142857142,4.84,72.1,13.7,3.4,1.8,9.0,91.0,1.16,6.31,12.9,6.8,1866.0,124.0,216.0,171.0,53.0,3.6,977.0,17.8,303.5,3357.7,391.5,42.68417,-73.58209,Medium,NY156,NY,0.09,9.0,0.29,0.6,0.65,54.1,3.0,3.3,10.9,27.1,0.0,4.0
192,GAB_JON,20,2.0,-73.9738,42.2253,390.0,2022-05-11,0.0,44.971428571428575,59.42857142857143,73.89999999999999,4.27,62.7,13.6,5.3,0.9,17.5,82.5,1.8,6.15,10.3,6.39,1292.0,116.0,171.0,212.0,22.0,3.7,856.0,18.7,375.1,2223.3,309.1,42.2253378,-73.973843,Low,NY099,NY,0.08,13.2,0.25,0.6,6.52,60.1,1.8,3.5,3.5,19.9,0.1,3.3
193,GAB_KUK,20,3.0,-73.812,42.06080000000001,364.0,2022-05-11,0.0,45.9,58.614285714285714,71.34285714285714,4.43,64.0,15.1,5.7,1.5,13.8,86.2,1.36,6.26,9.9,6.8,1265.0,218.0,181.0,219.0,34.0,6.6,1153.0,16.7,388.1,2170.0,327.8,42.06082,-73.81201,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6
194,GAB_OOM,20,0.0,-73.6753,42.4575,328.0,2022-05-11,0.0,45.42857142857143,59.971428571428575,74.52857142857144,5.75,78.0,17.3,3.2,1.5,0.0,100.0,0.0,0.0,10.8,7.05,1681.0,135.0,226.0,134.0,38.0,3.4,918.0,22.1,237.1,2992.1,410.8,42.45754,-73.67534,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6
195,GAB_PET,20,13.0,-73.9922,42.7244,354.0,2022-05-11,0.0,43.92857142857143,59.57142857142857,75.2,3.14,61.7,17.0,2.5,0.8,18.0,82.0,1.64,6.19,9.1,6.41,1125.0,41.0,188.0,90.0,17.0,1.3,805.0,1.0,159.2,1893.3,341.7,42.72436,-73.99218,Medium,NY125,NY,0.09,11.5,0.27,0.8,3.17,64.4,2.1,3.1,11.6,21.9,0.0,4.0
197,GAB_STO,20,10.0,-73.7972,42.12,223.0,2022-05-11,0.0,46.44285714285714,59.57142857142857,72.7,3.13,71.7,14.0,4.5,1.6,8.2,91.8,0.76,6.41,9.2,6.94,1324.0,36.0,156.0,164.0,34.0,3.5,880.0,1.0,289.8,2286.6,283.5,42.11997,-73.79717,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6
198,GORHAM,20,64.0,-77.14109999999998,42.7854,955.0,2022-05-11,0.0,44.800000000000004,58.68571428571429,72.58571428571429,19.37,93.6,4.3,1.9,0.2,0.0,100.0,0.0,0.0,52.8,7.2,9891.0,102.0,277.0,388.0,29.0,11.7,155.0,142.5,685.7,19217.4,503.6,42.785364,-77.141098,High,NY140,NY,0.12,9.8,0.28,1.0,4.56,70.6,2.6,4.4,3.2,20.5,0.2,4.0
199,MIL_CHA,20,24.0,-75.4589,43.0444,1076.0,2022-05-11,0.0,43.457142857142856,58.48571428571428,73.51428571428572,4.74,74.6,23.0,2.0,0.4,0.0,100.0,0.0,0.0,16.8,7.18,2508.0,25.0,469.0,130.0,17.0,7.8,787.0,1.0,231.1,4626.5,851.4,43.044444,-75.458889,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0
201,MIL_YOD,20,8.0,-75.5253,42.9869,1319.0,2022-05-11,0.0,41.25714285714286,56.82857142857143,72.37142857142858,3.64,68.4,19.1,5.3,0.8,6.4,93.6,0.76,6.41,11.8,6.86,1624.0,94.0,275.0,247.0,21.0,6.6,803.0,17.9,437.4,2879.5,499.4,42.986944,-75.525278,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
202,MUL_LET,20,14.0,-77.7032,42.9404,600.0,2022-05-11,0.0,44.957142857142856,59.199999999999996,73.51428571428572,3.24,74.2,19.2,4.0,2.5,0.0,100.0,0.0,0.0,12.8,7.4,1900.0,63.0,299.0,202.0,74.0,5.7,618.0,17.7,357.8,3424.9,542.2,42.9403986,-77.7031553,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
203,ONE_ADO_1,20,44.0,-74.94539999999999,44.6399,522.0,2022-05-11,0.0,43.471428571428575,59.285714285714285,75.05714285714285,2.47,70.0,24.6,4.1,1.3,0.0,100.0,0.0,0.0,9.2,7.09,1296.0,325.0,276.0,146.0,28.0,16.4,1068.0,36.1,259.4,2231.2,501.6,44.63986555,-74.94540973,High,NY151,NY,0.14,7.1,0.24,6.2,2.49,51.6,3.3,4.6,6.7,21.9,0.5,4.0
204,ONE_AKI_1,20,7.0,-75.3092,44.6699,348.0,2022-05-11,0.0,43.957142857142856,59.55714285714286,75.14285714285714,6.83,69.7,20.8,0.9,1.3,7.3,92.7,1.48,6.23,20.2,6.43,2820.0,28.0,510.0,69.0,60.0,4.4,721.0,2.0,123.2,5243.1,926.9,44.66992368,-75.30916136,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
205,ONE_CHA_1,20,12.0,-75.4482,44.5792,312.0,2022-05-11,0.0,44.57142857142857,59.65714285714286,74.75714285714285,7.41,75.4,20.4,3.5,0.8,0.0,100.0,0.0,0.0,20.9,7.27,3153.0,365.0,516.0,283.0,37.0,17.0,861.0,116.0,500.8,5901.2,938.4,44.57920778,-75.44822096,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
207,ONE_MCK_1,20,6.0,-75.19770000000001,44.8531,289.0,2022-05-11,0.0,43.9,59.48571428571428,75.07142857142857,3.33,69.3,18.8,1.4,1.3,9.1,90.9,1.12,6.32,12.2,6.35,1701.0,29.0,280.0,66.0,37.0,2.5,701.0,1.0,118.3,3031.6,508.0,44.85307441,-75.19768297,High,NY107,NY,0.14,5.6,0.17,10.4,8.41,66.2,3.1,5.6,3.8,19.6,0.7,3.8
208,ONE_OAK_1,20,2.0,-74.5466,44.9411,187.0,2022-05-11,0.0,44.98571428571428,60.58571428571429,76.2,4.07,56.9,29.3,2.9,1.3,9.6,90.5,1.52,6.22,15.9,6.09,1816.0,63.0,567.0,181.0,49.0,2.9,856.0,8.1,320.5,3258.9,1029.6,44.94110918,-74.54660541,Medium,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
209,ONE_ORT_1,20,3.0,-74.8323,44.9595,207.0,2022-05-11,0.0,43.68571428571429,59.51428571428572,75.31428571428572,1.86,22.6,5.9,5.2,2.1,64.3,35.7,2.56,5.96,4.0,5.39,180.0,174.0,28.0,82.0,19.0,1.8,1635.0,11.3,145.3,26.3,50.5,44.95954032,-74.83228943,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
210,ONE_STA_1,20,7.0,-74.6607,44.7711,377.0,2022-05-11,0.0,43.857142857142854,60.15714285714286,76.44285714285715,4.61,73.1,17.0,4.2,2.0,3.8,96.2,0.56,6.46,14.6,6.94,2140.0,114.0,302.0,238.0,67.0,4.3,1029.0,15.6,420.4,3899.2,547.8,44.77108901,-74.66066331,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
211,PAN_LET,20,25.0,-78.04370000000002,42.6198,1329.0,2022-05-11,0.0,46.51428571428572,59.285714285714285,72.07142857142857,4.33,75.4,13.3,2.1,0.6,8.6,91.4,0.88,6.38,10.2,6.93,1544.0,138.0,166.0,82.0,14.0,4.5,1040.0,14.9,146.2,2721.4,300.6,42.6198187,-78.0437066,High,NY077,NY,0.11,13.0,0.46,0.6,1.23,63.3,2.9,4.0,5.7,22.6,0.0,3.9
212,POV_DUN,20,1.0,-76.399,42.3874,1194.0,2022-05-11,0.005714285714285714,41.357142857142854,57.142857142857146,72.92857142857143,2.74,49.6,12.1,1.7,0.7,35.9,64.1,2.24,6.04,6.2,5.85,620.0,26.0,92.0,42.0,11.0,0.6,966.0,1.0,75.3,895.1,165.7,42.3873813,-76.3989841,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
213,POW_LET,20,11.0,-77.7812,42.6184,938.0,2022-05-11,0.0,44.785714285714285,59.47142857142857,74.17142857142858,4.56,50.2,24.1,3.9,3.8,18.1,81.9,2.0,6.1,11.1,6.23,1113.0,22.0,324.0,170.0,97.0,1.2,943.0,1.0,300.7,1869.6,588.4,42.618402,-77.78118,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0
214,SEA_HOO_1,20,19.0,-77.0162,42.6254,971.0,2022-05-11,0.0,44.042857142857144,58.728571428571435,73.39999999999999,2.62,61.3,12.8,3.3,0.0,22.6,77.4,1.72,6.17,7.6,6.19,935.0,93.0,119.0,97.0,0.0,2.4,776.0,15.3,172.3,1517.4,214.7,42.625396,-77.01625,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
215,SMI_CAN,20,12.0,-75.0528,42.8769,1535.0,2022-05-11,0.0,38.41428571428571,54.885714285714286,71.37142857142858,6.1,93.8,4.3,0.9,1.0,0.0,100.0,0.0,0.0,22.9,7.44,4305.0,42.0,119.0,80.0,52.0,6.4,687.0,13.6,141.6,8177.9,216.0,42.876864,-75.052777,Medium,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
216,SMI_CRO,20,44.0,-74.6694,42.8433,883.0,2022-05-11,0.0,41.31428571428571,57.5,73.65714285714286,6.13,72.5,9.1,1.2,0.8,16.4,83.6,2.8,5.9,17.1,5.88,2484.0,25.0,189.0,82.0,30.0,1.7,1096.0,1.0,146.5,4579.1,343.5,42.843286,-74.669392,High,NY080,NY,0.15,39.7,0.32,3.5,0.28,63.6,4.0,6.3,1.0,43.1,0.9,4.0
217,SMI_DOU,20,3.0,-74.838,43.0496,702.0,2022-05-11,0.0,43.028571428571425,58.67142857142857,74.3,4.52,65.3,14.2,1.0,1.2,18.3,81.7,2.12,6.07,11.6,6.22,1516.0,21.0,200.0,47.0,32.0,1.6,1048.0,1.0,83.6,2666.0,362.2,43.049569,-74.837951,Medium,NY158,NY,0.12,14.4,0.28,1.1,0.95,39.1,2.7,2.9,11.6,27.4,0.0,4.0
218,SMI_DUR,20,3.0,-75.9367,43.064,417.0,2022-05-11,0.0,47.42857142857143,61.5,75.58571428571429,7.55,68.4,26.6,3.5,1.5,0.0,100.0,0.0,0.0,18.7,7.2,2560.0,24.0,604.0,256.0,66.0,7.7,556.0,1.5,452.2,4729.3,1097.6,43.064027,-75.936687,High,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0
219,SMI_HOF,20,3.0,-75.7095,42.3533,1152.0,2022-05-11,0.0,41.01428571428572,57.371428571428574,73.7,4.22,72.7,11.7,2.7,2.0,11.0,89.0,1.36,6.26,12.4,6.71,1808.0,244.0,177.0,129.0,57.0,6.8,819.0,62.7,228.3,3243.1,320.4,42.353305,-75.709457,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
220,SMI_HOL,20,0.0,-74.2779,42.9042,374.0,2022-05-11,0.0,44.971428571428575,59.82857142857143,74.64285714285714,69.76,81.0,15.8,2.1,1.1,0.0,100.0,0.0,0.0,9.1,7.13,1470.0,78.0,174.0,76.0,22.0,4.7,680.0,18.9,134.9,2575.1,314.9,42.904205,-74.277909,High,NY159,NY,0.17,16.2,0.42,1.0,1.77,71.3,2.6,4.5,2.3,26.7,0.2,2.2
221,SMI_JOH_1,20,0.0,-75.5907,43.0036,837.0,2022-05-11,0.0,44.82857142857143,59.25714285714286,73.71428571428571,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
222,SMI_JOH_2,20,7.0,-75.6769,43.0751,502.0,2022-05-11,0.0,45.91428571428571,60.67142857142857,75.44285714285715,4.71,84.0,11.2,3.4,1.4,0.0,100.0,0.0,0.0,19.2,7.3,3237.0,375.0,261.0,259.0,62.0,17.1,420.0,269.9,458.9,6067.2,473.4,43.075096,-75.676876,High,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0
223,SMI_KEL,20,1.0,-74.6595,42.9599,653.0,2022-05-11,0.0,42.57142857142857,58.385714285714286,74.18571428571428,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0
224,SMI_MCC,20,3.0,-74.8486,43.1183,1250.0,2022-05-11,0.0,40.614285714285714,56.300000000000004,71.98571428571428,4.87,76.7,13.8,3.3,2.0,4.2,95.8,0.6,6.45,14.2,6.95,2176.0,46.0,238.0,184.0,64.0,4.4,1200.0,2.9,325.4,3970.4,431.4,43.118349,-74.84857,Medium,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0
225,STA_CRA,20,9.0,-77.2705,43.1884,456.0,2022-05-11,0.0,45.457142857142856,58.800000000000004,72.12857142857142,5.23,72.0,15.6,3.4,2.0,6.9,93.1,1.0,6.35,14.4,6.89,2084.0,196.0,275.0,193.0,67.0,10.5,952.0,37.2,342.4,3788.6,498.9,43.188409,-77.270544,High,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0
226,STA_LOT,20,0.0,-76.8054,42.8806,486.0,2022-05-11,0.0,46.699999999999996,60.31428571428571,73.91428571428571,3.57,70.5,16.2,3.0,1.3,9.0,91.0,1.2,6.3,13.3,6.7,1876.0,60.0,261.0,155.0,40.0,2.5,970.0,5.0,275.5,3377.5,474.1,42.880592,-76.805378,High,NY075,NY,0.14,40.7,0.33,0.7,0.34,63.4,3.1,4.0,5.4,33.7,0.0,3.9
227,STA_PAD,20,2.0,-77.3402,43.0301,538.0,2022-05-11,0.0,43.81428571428571,58.457142857142856,73.11428571428571,6.61,72.0,19.0,5.0,1.4,2.6,97.4,0.56,6.46,21.9,6.95,3160.0,695.0,506.0,430.0,71.0,22.9,633.0,351.6,760.0,5915.0,920.0,43.030113,-77.340206,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
228,WICKHAM,20,3.0,-77.11800000000001,42.8562,850.0,2022-05-11,0.0,45.84285714285714,59.1,72.34285714285714,2.96,69.8,15.3,3.6,0.8,10.4,89.6,1.16,6.31,11.1,6.49,1556.0,55.0,207.0,157.0,21.0,5.6,757.0,7.5,277.9,2745.1,375.7,42.856245,-77.117951,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
229,WIS_BRU,20,4.0,-74.0827,41.8085,220.0,2022-05-11,0.0,46.62857142857143,59.5,72.4,3.47,60.2,14.5,3.5,0.3,21.4,78.6,1.68,6.18,7.9,6.26,949.0,141.0,139.0,109.0,6.0,2.1,1002.0,12.2,193.4,1545.7,251.6,41.808489,-74.08269,Medium,NY159,NY,0.17,16.2,0.42,1.0,1.77,71.3,2.6,4.5,2.3,26.7,0.2,2.2
230,WIS_COO_1,20,5.0,-73.6065,41.8431,879.0,2022-05-11,0.0,45.300000000000004,57.31428571428571,69.38571428571429,6.42,61.3,22.0,4.8,2.2,9.6,90.4,1.16,6.31,12.1,6.89,1486.0,169.0,324.0,229.0,62.0,9.1,976.0,23.2,404.7,2606.7,588.7,41.843114,-73.606481,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6
231,WIS_COO_2,20,226.0,-73.6142,41.879,991.0,2022-05-11,0.0,44.871428571428574,56.971428571428575,69.1,5.19,56.9,18.8,11.1,2.7,10.5,89.5,1.08,6.33,10.3,6.42,1175.0,80.0,236.0,446.0,65.0,5.3,770.0,13.1,789.0,1992.1,428.1,41.878961,-73.61421,Medium,NY062,NY,0.09,7.7,0.26,0.8,1.84,35.2,2.9,2.4,23.5,28.5,0.0,3.9
232,WIS_KEN,20,24.0,-73.9567,41.6658,197.0,2022-05-11,0.0,47.228571428571435,59.471428571428575,71.74285714285715,2.92,53.2,13.9,4.2,3.3,25.5,74.5,1.92,6.12,7.5,6.0,802.0,92.0,127.0,123.0,57.0,4.8,774.0,14.3,218.6,1255.4,229.8,41.665776,-73.956651,Medium,NY062,NY,0.09,7.7,0.26,0.8,1.84,35.2,2.9,2.4,23.5,28.5,0.0,3.9
233,WIS_WAL,20,2.0,-74.1203,41.872,256.0,2022-05-11,0.0,45.91428571428571,59.371428571428574,72.82857142857144,3.27,50.9,13.1,1.5,0.0,34.4,65.6,3.04,5.84,8.8,5.63,901.0,130.0,140.0,53.0,0.0,1.7,1193.0,4.4,94.9,1451.0,254.0,41.872026,-74.120294,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
234,ZUE_PED,20,20.0,-77.1072,42.8747,850.0,2022-05-11,0.0,45.84285714285714,59.1,72.34285714285714,2.71,72.4,15.1,10.5,2.0,0.0,100.0,0.0,0.0,10.8,7.44,1567.0,172.0,199.0,443.0,49.0,5.0,808.0,40.0,783.3,2766.8,360.0,42.874722,-77.107222,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
235,ZUE_REE,20,10.0,-76.9836,42.7814,669.0,2022-05-11,0.0,46.32857142857143,59.65714285714286,73.04285714285714,2.18,91.3,5.6,1.8,1.4,0.0,100.0,0.0,0.0,18.8,7.52,3432.0,61.0,128.0,132.0,58.0,2.2,485.0,30.0,234.1,6452.6,230.9,42.781389,-76.983611,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0
236,DEG_DIE_100,21,25.0,-76.2445,42.556,1391.0,2022-05-18,0.1385714285714286,50.542857142857144,59.92857142857143,69.32857142857144,3.87,89.8,4.8,2.4,0.8,2.2,97.8,0.44,6.49,19.9,6.97,3579.0,146.0,116.0,186.0,36.0,2.9,1093.0,31.6,330.2,6743.1,210.5,42.55602,-76.24447,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
237,DEG_DIE_ERSWC,21,18.0,-76.1281,42.6347,1450.0,2022-05-18,0.19571428571428573,50.48571428571428,59.785714285714285,69.08571428571429,4.64,64.1,10.6,4.1,0.9,20.4,79.6,2.4,6.0,11.8,6.07,1511.0,208.0,152.0,188.0,24.0,5.4,1149.0,18.8,333.0,2656.2,274.7,42.63469,-76.12806,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
238,DEG_DIE_SH,21,21.0,-76.0829,42.5713,1473.0,2022-05-18,0.16428571428571428,50.55714285714286,59.84285714285714,69.11428571428571,5.46,82.8,12.2,3.8,1.2,0.0,100.0,0.0,0.0,12.1,7.03,2003.0,41.0,179.0,180.0,34.0,1.6,1012.0,1.3,319.1,3628.5,324.7,42.5713,-76.08288,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
239,DEG_EVA_PGREEN,21,15.0,-76.162,42.5151,1706.0,2022-05-18,0.1285714285714286,50.457142857142856,59.314285714285724,68.2,6.69,86.9,9.3,2.5,1.3,0.0,100.0,0.0,0.0,16.4,7.39,2859.0,49.0,185.0,160.0,51.0,2.9,949.0,6.3,283.4,5320.2,335.5,42.51512,-76.16202,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
240,DEG_FES_OVO4,21,24.0,-76.29779999999998,42.839800000000004,1434.0,2022-05-18,0.08142857142857142,51.08571428571429,59.95714285714286,68.84285714285714,4.7,81.8,13.5,2.9,1.8,0.0,100.0,0.0,0.0,14.5,7.11,2378.0,78.0,238.0,166.0,60.0,5.1,735.0,20.2,293.8,4369.6,431.9,42.83983,-76.29781,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
241,DEG_FOU_ELM,21,62.0,-76.2802,42.58639999999999,1342.0,2022-05-18,0.11142857142857143,50.528571428571425,60.05714285714286,69.6,6.21,64.8,16.2,4.8,2.7,11.6,88.4,1.48,6.23,12.8,6.33,1662.0,106.0,252.0,241.0,78.0,10.5,891.0,16.8,426.6,2954.6,457.4,42.58639,-76.2802,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0
243,DEG_MCM_CH,21,20.0,-76.2035,42.642,1365.0,2022-05-18,0.1457142857142857,49.91428571428571,59.714285714285715,69.52857142857142,6.12,71.1,22.0,4.2,2.8,0.0,100.0,0.0,0.0,12.1,7.02,1716.0,99.0,322.0,196.0,78.0,3.6,1074.0,9.0,347.3,3061.3,584.2,42.642,-76.20354,Medium,NY127,NY,0.08,13.1,0.3,0.9,0.71,57.7,3.0,3.4,16.4,24.2,0.0,4.0
244,DEG_MCM_W7,21,11.0,-76.2314,42.7005,1522.0,2022-05-18,0.13,50.128571428571426,59.44285714285714,68.77142857142857,7.42,81.4,12.0,4.4,2.2,0.0,100.0,0.0,0.0,19.3,7.16,3141.0,250.0,281.0,329.0,99.0,14.1,805.0,85.8,581.3,5877.5,510.1,42.70051,-76.23137,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
