"Site_ID_and_buffer","Site_ID","buffer_scale","Corn","OpenWater","SweetCorn","Developed/OpenSpace","Developed/LowIntensity","Developed/MedIntensity","Developed/HighIntensity","Barren","DeciduousForest","EvergreenForest","MixedForest","Shrubland","Grass/Pasture","WoodyWetlands","HerbaceousWetlands","Triticale","Carrots","Barley","Greens","Strawberries","Squash","DblCropWinWht/Corn","Dbl Crop Triticale/Corn","Pumpkins","SpringWheat","WinterWheat","Blueberries","Cabbage","Rye","Oats","Speltz","Alfalfa","OtherHay/NonAlfalfa","Buckwheat","Sorghum","Sugarbeets","DryBeans","Potatoes","OtherCrops","MiscVegs&Fruits","Onions","Soybeans","Cucumbers","Peas","Tomatoes","Hops","Clover/Wildflowers","Sod/GrassSeed","Sunflower","Fallow/IdleCropland","Cherries","Peaches","Apples","Grapes","ChristmasTrees","Pears"
"SMI_HOF-2000","SMI_HOF","2000","1544"," 282","  0"," 547"," 218","  34","  4"," 62","4367","269","2387"," 5","2686"," 273"," 49","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 1","   4","0","  0"," 1","110"," 0"," 499"," 422","0","2","0","  5","0"," 0"," 1","0","  85"," 0"," 0"," 0"," 0"," 2"," 0"," 0","  4"," 0","0","  0","  0"," 0","0"
"SMI_JOH_1-2000","SMI_JOH_1","2000","2018","   9","  1"," 740"," 319","  97","  9","  2","3500","231"," 418","10","3453"," 325","  4","0"," 0"," 0"," 0"," 0"," 0"," 0","  1"," 0"," 0","  22","0","  0"," 2","  0"," 0","1362"," 973","0","0","0"," 12","0"," 0"," 0","0"," 345"," 0"," 0"," 0"," 0"," 2"," 0"," 0","  7"," 0","0","  0","  2"," 2","0"
"SMI_JOH_2-2000","SMI_JOH_2","2000"," 992"," 133","  1"," 848"," 582"," 245","129"," 22","4493","325"," 269","28","2665"," 504"," 27","3"," 0"," 1"," 0"," 0"," 0"," 0","  0"," 0"," 0"," 517","0","  0"," 1"," 65"," 0"," 909"," 505","0","2","0","  8","0"," 0"," 0","0"," 576"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 18"," 0","0","  0","  0"," 0","0"
"LET_NOB-2000","LET_NOB","2000","5026","  10"," 14"," 521","  97","  45"," 12"," 18","2199","  1"," 112"," 3"," 771"," 308","  6","0"," 0"," 0"," 0"," 0"," 0"," 0","  3"," 0"," 0"," 216","1","  2"," 0","  2"," 0","2735"," 133","0","0","1","227","2"," 0"," 0","0","1380"," 1","10"," 0"," 0"," 1"," 0"," 0"," 11"," 0","0","  1","  0"," 1","0"
"LET_TAB-2000","LET_TAB","2000","4536","   9","  3"," 671","  93","  23"," 18","  8","2134","155"," 759"," 7"," 399","  73","  3","1"," 0"," 0"," 0"," 0"," 0"," 0","  3"," 0"," 0"," 246","0","  4"," 0","  3"," 0","4438"," 126","1","0","0"," 16","5"," 0"," 0","6","  97"," 0"," 6"," 0"," 0"," 3"," 0"," 0"," 17"," 0","1","  1","  0"," 1","0"
"WIS_COO_2-2000","WIS_COO_2","2000","1074","  41","  2"," 339"," 385"," 109"," 28","  7","6256","139"," 211","14","2554","1157"," 17","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 1","  5"," 0"," 506"," 445","0","0","0","  0","0"," 0"," 2","1"," 276"," 0"," 0"," 0"," 0"," 1"," 0"," 0","283"," 0","0","  6","  0"," 0","0"
"WIS_HIG-2000","WIS_HIG","2000","  28"," 145","  3"," 652"," 729"," 596","225"," 36","8135","192"," 300"," 6","1296","1046"," 29","0"," 0"," 1"," 0"," 0"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 0","  1"," 0","  23","  38","0","0","0","  0","0"," 0"," 5","0","   5"," 0"," 0"," 0"," 0"," 1"," 2"," 0","130"," 0","6","231","  0"," 1","0"
"WIS_MEG_1-2000","WIS_MEG_1","2000"," 558"," 113","109","1092","1748","1030","219"," 13","3844"," 78"," 145"," 4","3085"," 611"," 10","0"," 0","47"," 0"," 0"," 0"," 0","  0"," 1"," 0","   5","1","  0"," 9"," 24"," 0"," 125"," 562","0","1","0","  0","0"," 0"," 1","0"," 332"," 0"," 6"," 0"," 1"," 1"," 1"," 0"," 50"," 0","0"," 34","  0"," 0","1"
"WIS_KEN-2000","WIS_KEN","2000","  73","3172","  6"," 826","1020"," 926","567"," 22","3807","  9","  76","12","1891"," 369","216","0"," 0"," 4"," 0"," 0"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 1","  4"," 0","  20","  45","0","1","1","  0","0"," 0","42","0","  12"," 0"," 0"," 1"," 0"," 1"," 1"," 1"," 73"," 0","2","650","  0"," 0","2"
"WIS_COO_1-2000","WIS_COO_1","2000","1285","  94","  2"," 327"," 270","  51","  9","  1","4664"," 89"," 252"," 9","3735"," 560"," 19","0"," 0"," 7"," 0"," 0"," 0"," 0","  0"," 1"," 0"," 259","0","  0"," 3"," 11"," 0"," 713"," 777","0","0","0","  0","0"," 0"," 0","0"," 578"," 0"," 0"," 0"," 0"," 2"," 0"," 1","121"," 0","0"," 16","  0"," 0","1"
"DEG_PER_STRIP-2000","DEG_PER_STRIP","2000","1907","   1","  2"," 508"," 237","  31","  3","  2","6039","152"," 460"," 9","1911"," 203","  4","0"," 0"," 0"," 0"," 0"," 0"," 0"," 19"," 0"," 1"," 100","2","  0"," 1"," 13"," 0","1089"," 862","0","2","0","  1","1"," 0"," 0","0"," 295"," 0"," 0"," 0"," 0"," 4"," 0"," 0","  6"," 0","0","  0","  0"," 0","0"
"DEG_FOU_WOOD-2000","DEG_FOU_WOOD","2000","3748","   2","  2"," 604"," 350","  73","  4","  5","2395","175"," 332","12","2424"," 222"," 16","1"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   5","2","  0"," 1","  0"," 0","1589","1791","0","0","0","  2","0"," 0"," 0","0","  99"," 0"," 0"," 0"," 0"," 6"," 0"," 0","  0"," 0","0","  1","  3"," 5","2"
"DEG_DIE_HILL-2000","DEG_DIE_HILL","2000","1083"," 565"," 19"," 723","1601","1424","534","123","2828","119"," 227","23","2410"," 232"," 47","4"," 0"," 0"," 0"," 1"," 0"," 0","  0"," 0"," 0","  13","6","  0"," 2","  5"," 0"," 653"," 888","0","3","0","  2","0"," 0"," 0","1"," 293"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 14"," 0","0","  1","  2"," 1","1"
"DEG_DIE_SWC-2000","DEG_DIE_SWC","2000","1939","  19","  9"," 644"," 292","  78"," 21"," 15","5502","237"," 477","16","2611"," 299"," 15","0"," 0"," 3"," 0"," 0"," 0"," 0","  0"," 0"," 0","  11","2","  0"," 1"," 16"," 0"," 463"," 802","0","0","0","  4","0"," 0"," 0","0"," 372"," 0"," 0"," 0"," 0"," 2"," 0"," 0","  5"," 0","0","  2","  3"," 1","0"
"DEG_YOU_BOCES-2000","DEG_YOU_BOCES","2000","1360","  26","  2","1025","1633","1201","286"," 24","3113","133"," 325","16","2321"," 301"," 21","2"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","  18","6","  0"," 0"," 25"," 0","1100"," 664","0","0","0","  1","0"," 0"," 0","0"," 241"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 11"," 0","0","  0","  3"," 3","1"
"DEG_YOU_OSHEA-2000","DEG_YOU_OSHEA","2000","1955"," 274","  0","1236","1697"," 685","102","  1","3639","127"," 294","18","1348"," 343"," 22","1"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 1"," 0","  15","0","  0"," 0"," 18"," 0","1124"," 543","0","1","0","  0","0"," 0"," 0","0"," 408"," 0"," 0"," 0"," 0"," 2"," 0"," 0","  6"," 0","0","  0","  0"," 0","0"
"DEG_YOU_JONES-2000","DEG_YOU_JONES","2000","2092"," 549","  9"," 547"," 600"," 139"," 21"," 44","3926"," 43"," 199"," 8","2496"," 248"," 41","1"," 0"," 5"," 0"," 0"," 0","56","  1"," 0"," 0","  13","3","  0"," 0","113"," 0","1240","1299","0","5","0","  5","0"," 0"," 0","0"," 140"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 13"," 0","0","  1","  0"," 2","1"
"DEG_VIL-2000","DEG_VIL","2000","2396"," 387","  9"," 434"," 622"," 147"," 21"," 13","4168","126"," 430","10","2350"," 238"," 23","1"," 0"," 5"," 0"," 0"," 0","56"," 13"," 0"," 0","  12","2","  0"," 1","113"," 0","1221"," 887","0","3","0","  5","0"," 0"," 0","0"," 148"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 14"," 0","0","  1","  0"," 2","1"
"ZUE_REE-2000","ZUE_REE","2000","1232","4393","  9"," 315"," 299","  63","  3","  3","1679","  6"," 137"," 3"," 903"," 199"," 21","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 1"," 0"," 841","1","149"," 1"," 64","99"," 511"," 161","0","0","0","  5","0"," 0"," 0","1","2382"," 0"," 1"," 0"," 0","11"," 0"," 0"," 30"," 2","0","251"," 95"," 1","0"
"GAB_ALL-2000","GAB_ALL","2000","   0","   0","  0","   0","   0","   0","  0","  0","   0","  0","   0"," 0","   0","   0","  0","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0","   0","   0","0","0","0","  0","0"," 0"," 0","0","   0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0","0","  0","  0"," 0","0"
