field_id,long,lat,elevation,date,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa
KAT_TEE_3,-78.7392,42.3447,1558,10/3/24,0.02,39.8,51,62.1,45.3,0.03,8.66
KAT_TEE_3,-78.7392,42.3447,1558,10/4/24,0,40.4,55.2,69.9,47.3,0,14.25
KAT_TEE_3,-78.7392,42.3447,1558,10/5/24,0,42.4,57.3,72.2,49,0.05,14.93
KAT_TEE_3,-78.7392,42.3447,1558,10/6/24,0,39.7,51.9,64,41.2,0.23,12.31
KAT_TEE_3,-78.7392,42.3447,1558,10/7/24,0.25,43.4,59.8,76.2,51.7,0,15.88
KAT_TEE_3,-78.7392,42.3447,1558,10/8/24,0.02,36.2,46.3,56.4,41.7,0.08,6.04
KAT_TEE_3,-78.7392,42.3447,1558,10/9/24,0.18,36.6,47.7,58.9,40.6,0,9.77
KAT_TEE_3,-78.7392,42.3447,1558,10/10/24,0,37.3,46.4,55.5,38.3,0.19,7.98
KAT_TEE_3,-78.7392,42.3447,1558,10/11/24,0,33.3,43.2,53.1,36.3,0.07,6.28
KAT_TEE_3,-78.7392,42.3447,1558,10/12/24,0,34,49.5,64.9,43.4,0,12.19
KAT_TEE_3,-78.7392,42.3447,1558,10/13/24,0.74,41,51.4,61.8,38.9,0.17,12.5
KAT_TEE_3,-78.7392,42.3447,1558,10/14/24,0.69,36.4,42.7,48.9,44.7,0,0.79
KAT_TEE_3,-78.7392,42.3447,1558,10/15/24,0.19,31.2,37.7,44.3,34.7,0,3.48
KAT_TEE_3,-78.7392,42.3447,1558,10/16/24,0.15,35.1,40.3,45.5,35.5,0.06,4.12
KAT_TEE_3,-78.7392,42.3447,1558,10/17/24,0.02,31.2,38.9,46.6,33.2,0.27,4.25
KAT_TEE_3,-78.7392,42.3447,1558,10/18/24,0,29.2,41.9,54.5,34.6,0.01,7.89
KAT_TEE_3,-78.7392,42.3447,1558,10/19/24,0,32.2,47,61.7,37.6,0.08,11.28
KAT_TEE_3,-78.7392,42.3447,1558,10/20/24,0,32.9,49.5,66.1,36,0.18,15
KAT_TEE_3,-78.7392,42.3447,1558,10/21/24,0,35.2,52,68.7,38.5,0.76,16.88
KAT_TEE_3,-78.7392,42.3447,1558,10/22/24,0,44.3,59.4,74.4,44.1,1.19,17.94
KAT_TEE_3,-78.7392,42.3447,1558,10/23/24,0,45.6,60.9,76.3,44.4,1.13,22.75
KAT_TEE_3,-78.7392,42.3447,1558,10/24/24,0.01,40.5,55,69.6,44.7,0.52,13.5
KAT_TEE_3,-78.7392,42.3447,1558,10/25/24,0,28.7,40.2,51.8,32.9,0.04,6.29
KAT_TEE_3,-78.7392,42.3447,1558,10/26/24,0.04,29.3,42.4,55.5,40.3,0.11,7.32
KAT_TEE_3,-78.7392,42.3447,1558,10/27/24,0.03,25.9,38.5,51.1,32,0.09,6.3
KAT_TEE_3,-78.7392,42.3447,1558,10/28/24,0,27.6,38.5,49.4,30.3,0.22,6.64
KAT_TEE_3,-78.7392,42.3447,1558,10/29/24,0,34.3,46.9,59.5,33,0.83,12.29
KAT_TEE_3,-78.7392,42.3447,1558,10/30/24,0.2,43,54,65.1,49.1,0.67,8.22
KAT_TEE_3,-78.7392,42.3447,1558,10/31/24,0,54.8,63.7,72.6,50.8,2.35,14.22
KAT_TEE_3,-78.7392,42.3447,1558,11/1/24,0.13,49.4,61.6,73.9,55.2,0.81,13.04
KAT_TEE_3,-78.7392,42.3447,1558,11/2/24,0,31.3,40.7,50.1,37,0.15,3.52
KAT_TEE_3,-78.7392,42.3447,1558,11/3/24,0,25.4,35.5,45.5,29.4,0.09,4.57
KAT_TEE_3,-78.7392,42.3447,1558,11/4/24,0,27.6,41.9,56.2,25.3,0.43,10.96
KAT_TEE_3,-78.7392,42.3447,1558,11/5/24,0,44.3,54,63.7,39.3,3.63,11.08
KAT_TEE_3,-78.7392,42.3447,1558,11/6/24,0.04,56.4,65.8,75.2,53.2,2.95,16.36
KAT_TEE_3,-78.7392,42.3447,1558,11/7/24,0.08,48.8,56.1,63.3,54.8,0.26,3.3
KAT_TEE_3,-78.7392,42.3447,1558,11/8/24,0,35.9,43.3,50.7,39.9,0.13,4.26
KAT_TEE_3,-78.7392,42.3447,1558,11/9/24,0,25.4,39.6,53.8,33.3,0.22,6.58
KAT_TEE_3,-78.7392,42.3447,1558,11/10/24,0,29,39.2,49.5,23.9,1.03,7.91
KAT_TEE_3,-78.7392,42.3447,1558,11/11/24,0.5,40.6,47.9,55.2,42.7,0.21,7.18
KAT_TEE_3,-78.7392,42.3447,1558,11/12/24,0.2,29.8,40.6,51.4,39.6,0,3.78
KAT_TEE_3,-78.7392,42.3447,1558,11/13/24,0,23.7,32.6,41.5,26,0.21,4.07
KAT_TEE_3,-78.7392,42.3447,1558,11/14/24,0,24.1,36.9,49.7,17.3,0.38,9.01
KAT_TEE_3,-78.7392,42.3447,1558,11/15/24,0.17,37.2,40.2,43.3,31.8,0.19,5.05
KAT_TEE_3,-78.7392,42.3447,1558,11/16/24,0.04,38,41.9,45.7,40.6,0.1,1.34
KAT_TEE_3,-78.7392,42.3447,1558,11/17/24,0,37.9,40.6,43.3,36.6,0.48,2.24
KAT_TEE_3,-78.7392,42.3447,1558,11/18/24,0,36,43,50.1,38.6,0.25,4.57
KAT_TEE_3,-78.7392,42.3447,1558,11/19/24,0,32,43.2,54.4,36.2,0.11,7.48
KAT_TEE_3,-78.7392,42.3447,1558,11/20/24,0,33.4,44,54.6,41.7,0.06,7.17
KAT_TEE_3,-78.7392,42.3447,1558,11/21/24,0.62,32.6,46.2,59.7,42.5,0.12,5.43
KAT_TEE_3,-78.7392,42.3447,1558,11/22/24,0.21,30.5,34,37.6,31.2,0.01,2
KAT_TEE_3,-78.7392,42.3447,1558,11/23/24,0.24,31.8,34.8,37.9,34.3,0.07,0.69
KAT_TEE_3,-78.7392,42.3447,1558,11/24/24,0.17,34.5,38.1,41.8,36.1,0.05,1.49
KAT_TEE_3,-78.7392,42.3447,1558,11/25/24,0.08,30.9,35.2,39.6,32.9,0.17,1.71
KAT_TEE_3,-78.7392,42.3447,1558,11/26/24,0.26,31.7,41.5,51.2,39.8,0.09,5.05
KAT_TEE_3,-78.7392,42.3447,1558,11/27/24,0.14,30.8,37.3,43.7,30.5,0.38,3.11
KAT_TEE_3,-78.7392,42.3447,1558,11/28/24,0.26,31,36.3,41.7,29.9,0.06,3.66
KAT_TEE_3,-78.7392,42.3447,1558,11/29/24,0.23,28,31.2,34.4,29.1,0.04,1.26
KAT_TEE_3,-78.7392,42.3447,1558,11/30/24,0.55,20.6,24.7,28.8,20.4,0.26,1.33
KAT_TEE_3,-78.7392,42.3447,1558,12/1/24,0.05,17.6,21,24.4,13.5,0.52,1.5
KAT_TEE_3,-78.7392,42.3447,1558,12/2/24,0.16,18.3,21.1,24,17.8,0.14,1.07
KAT_TEE_3,-78.7392,42.3447,1558,12/3/24,0.31,22.4,25.8,29.1,23.5,0.06,1.17
KAT_TEE_3,-78.7392,42.3447,1558,12/4/24,0.11,21,25.6,30.1,20.2,0.14,2.31
KAT_TEE_3,-78.7392,42.3447,1558,12/5/24,0.11,20.2,25.8,31.5,21.5,0.07,2.11
KAT_TEE_3,-78.7392,42.3447,1558,12/6/24,0.21,12.2,20,27.8,18.1,0.03,1.38
KAT_TEE_3,-78.7392,42.3447,1558,12/7/24,0.32,11.4,18.5,25.5,17.1,0.07,1.65
KAT_TEE_3,-78.7392,42.3447,1558,12/8/24,0,21.4,29,36.6,20.3,0,2.8
KAT_TEE_3,-78.7392,42.3447,1558,12/9/24,0,28.5,34.6,40.6,31.4,0,2.73
KAT_TEE_3,-78.7392,42.3447,1558,12/10/24,0.41,34.5,39.5,44.6,39.8,0.04,0.98
KAT_TEE_3,-78.7392,42.3447,1558,12/11/24,0.19,35.7,41.2,46.8,41.9,0.01,0.86
KAT_TEE_3,-78.7392,42.3447,1558,12/12/24,0.12,17.1,27.6,38.1,26.3,0,1.51
KAT_TEE_3,-78.7392,42.3447,1558,12/13/24,0.01,13.2,15.9,18.5,6.3,0.45,1.46
KAT_TEE_3,-78.7392,42.3447,1558,12/14/24,0,4.3,12.8,21.2,6.8,0.2,1.76
KAT_TEE_3,-78.7392,42.3447,1558,12/15/24,0,5.2,17.7,30.1,10.7,0.3,3.21
KAT_TEE_3,-78.7392,42.3447,1558,12/16/24,0.1,26.9,30.7,34.6,28,0.47,1.91
KAT_TEE_3,-78.7392,42.3447,1558,12/17/24,0.25,33.2,40.6,48.1,38,0.07,2
KAT_TEE_3,-78.7392,42.3447,1558,12/18/24,0,32.8,37.6,42.4,31.6,0.51,2.86
KAT_TEE_3,-78.7392,42.3447,1558,12/19/24,0.19,27.3,30.9,34.6,30.1,0,0.9
KAT_TEE_3,-78.7392,42.3447,1558,12/20/24,0.03,25,27.3,29.6,22.9,0.24,1.48
KAT_TEE_3,-78.7392,42.3447,1558,12/21/24,0.12,15.9,22.8,29.6,21.8,0.13,0.87
KAT_TEE_3,-78.7392,42.3447,1558,12/22/24,0.01,3.5,10.3,17.1,6.2,0.24,1.1
KAT_TEE_3,-78.7392,42.3447,1558,12/23/24,0,-1.8,6.4,14.7,0.9,0.17,1.23
KAT_TEE_3,-78.7392,42.3447,1558,12/24/24,0.12,7.7,20,32.3,17.4,0.1,2.96
KAT_TEE_3,-78.7392,42.3447,1558,12/25/24,0,25.2,29,32.8,28.9,0,0.62
KAT_TEE_3,-78.7392,42.3447,1558,12/26/24,0,24.5,27.2,29.8,22.7,0.26,1.59
KAT_TEE_3,-78.7392,42.3447,1558,12/27/24,0,25.7,30.2,34.8,26.2,0.32,2.08
KAT_TEE_3,-78.7392,42.3447,1558,12/28/24,0.03,29.5,37,44.6,30.3,0.22,4.26
KAT_TEE_3,-78.7392,42.3447,1558,12/29/24,0.02,35.5,43.3,51,42,0.04,2.24
KAT_TEE_3,-78.7392,42.3447,1558,12/30/24,0.34,35.3,47.2,59.2,44.9,0.12,4.5
KAT_TEE_3,-78.7392,42.3447,1558,12/31/24,0.2,28.4,33,37.6,32.3,0.07,1.33
,,,,,,,,,,,
POV_DUN,-76.3992,42.3875,958,1/1/24,0.02,29.1,31.8,34.5,27.1,0.23,1.91
POV_DUN,-76.3992,42.3875,958,1/2/24,0,24.9,27.5,30,21.5,0.53,1.53
POV_DUN,-76.3992,42.3875,958,1/3/24,0,27.3,32.2,37.2,23.2,0.9,3.11
POV_DUN,-76.3992,42.3875,958,1/4/24,0.03,30.8,32.9,35,26.2,0.75,2.29
POV_DUN,-76.3992,42.3875,958,1/5/24,0.03,20.4,26.4,32.4,16.3,0.69,2.19
POV_DUN,-76.3992,42.3875,958,1/6/24,0,16.4,23.6,30.9,15.2,0.4,2.63
POV_DUN,-76.3992,42.3875,958,1/7/24,0.52,20.7,25,29.3,22.9,0.23,1.65
POV_DUN,-76.3992,42.3875,958,1/8/24,0.14,27.1,29.3,31.4,25.6,0.24,1.07
POV_DUN,-76.3992,42.3875,958,1/9/24,0,27.5,31.9,36.2,26.8,0.4,2.08
POV_DUN,-76.3992,42.3875,958,1/10/24,0.76,31.8,39.4,47,33.7,0.53,2.73
POV_DUN,-76.3992,42.3875,958,1/11/24,0.02,30.7,36.1,41.5,27.3,0.58,3.68
POV_DUN,-76.3992,42.3875,958,1/12/24,0,29.8,34.1,38.4,28,0.4,2.97
POV_DUN,-76.3992,42.3875,958,1/13/24,0.39,29,35.8,42.6,30.2,0.23,4.33
POV_DUN,-76.3992,42.3875,958,1/14/24,0.02,27.1,35.4,43.7,21.2,0.39,3.85
POV_DUN,-76.3992,42.3875,958,1/15/24,0.02,7.9,18.2,28.6,4.8,0.61,2.61
POV_DUN,-76.3992,42.3875,958,1/16/24,0.03,7.7,15.1,22.4,5,0.46,2.5
POV_DUN,-76.3992,42.3875,958,1/17/24,0.1,5.3,13.1,20.9,8,0.35,1.27
POV_DUN,-76.3992,42.3875,958,1/18/24,0,6,12.3,18.6,-1.8,0.7,2.35
POV_DUN,-76.3992,42.3875,958,1/19/24,0,14,19.6,25.3,12.1,0.39,2
POV_DUN,-76.3992,42.3875,958,1/20/24,0.13,10,17.3,24.6,10.3,0.39,1.16
POV_DUN,-76.3992,42.3875,958,1/21/24,0.03,9.8,12.8,15.7,5.9,0.54,0.98
POV_DUN,-76.3992,42.3875,958,1/22/24,0,6.2,14.3,22.4,7.8,0.3,1.87
POV_DUN,-76.3992,42.3875,958,1/23/24,0,7.8,20.9,34,14.4,0.34,4.07
POV_DUN,-76.3992,42.3875,958,1/24/24,0.24,31.3,33.5,35.7,29.6,0.37,1.62
POV_DUN,-76.3992,42.3875,958,1/25/24,0.68,33.9,38.6,43.2,35.5,0.22,1.53
POV_DUN,-76.3992,42.3875,958,1/26/24,0.58,37.3,41.9,46.6,39,0.27,1.32
POV_DUN,-76.3992,42.3875,958,1/27/24,0.02,33.8,45.1,56.5,36.8,0.38,4.3
POV_DUN,-76.3992,42.3875,958,1/28/24,0.09,34.4,37.5,40.7,34.8,0.33,1.65
POV_DUN,-76.3992,42.3875,958,1/29/24,0.71,29.7,34.1,38.4,30.7,0.23,1.29
POV_DUN,-76.3992,42.3875,958,1/30/24,0,26.6,29.1,31.5,24.3,0.52,1.42
POV_DUN,-76.3992,42.3875,958,1/31/24,0,26.9,29.1,31.4,24.9,0.67,1.29
POV_DUN,-76.3992,42.3875,958,2/1/24,0,30.3,33.7,37.2,28.9,0.69,2.16
POV_DUN,-76.3992,42.3875,958,2/2/24,0.04,33.8,35.9,38,32.8,0.29,1.8
POV_DUN,-76.3992,42.3875,958,2/3/24,0,25.8,31.8,37.8,26.9,0.17,2.26
POV_DUN,-76.3992,42.3875,958,2/4/24,0,20.2,27.5,34.7,21.1,0.32,2.72
POV_DUN,-76.3992,42.3875,958,2/5/24,0,22.5,31,39.5,23.3,0.3,4.36
POV_DUN,-76.3992,42.3875,958,2/6/24,0,15.9,26.5,37.1,19.3,0.34,3.55
POV_DUN,-76.3992,42.3875,958,2/7/24,0,17.2,27.7,38.3,18.9,0.28,4.09
POV_DUN,-76.3992,42.3875,958,2/8/24,0,20.2,33.1,45.9,22.8,0.39,6.81
POV_DUN,-76.3992,42.3875,958,2/9/24,0,29.4,41.2,52.9,24.8,1.46,9.37
POV_DUN,-76.3992,42.3875,958,2/10/24,0,38.3,48.6,58.9,35.1,1.44,9.46
POV_DUN,-76.3992,42.3875,958,2/11/24,0.16,34.2,45.4,56.6,35.8,0.91,6.08
POV_DUN,-76.3992,42.3875,958,2/12/24,0,28.1,32.9,37.8,26.4,0.72,2.71
POV_DUN,-76.3992,42.3875,958,2/13/24,0,27.3,31.5,35.6,24.6,0.65,2.64
POV_DUN,-76.3992,42.3875,958,2/14/24,0.02,19.3,27.9,36.5,19.3,0.72,3.57
POV_DUN,-76.3992,42.3875,958,2/15/24,0.01,15.5,22.4,29.2,12.2,0.48,2.9
POV_DUN,-76.3992,42.3875,958,2/16/24,0.01,17.3,26.7,36.1,19.1,0.51,3.71
POV_DUN,-76.3992,42.3875,958,2/17/24,0.18,21.9,27.6,33.3,17,0.32,3.71
POV_DUN,-76.3992,42.3875,958,2/18/24,0.07,13.6,20.3,27,11.6,0.41,2.14
POV_DUN,-76.3992,42.3875,958,2/19/24,0.01,17.2,23.5,29.8,13.7,0.97,2.62
POV_DUN,-76.3992,42.3875,958,2/20/24,0,5.6,15.9,26.3,5.7,0.34,2.6
POV_DUN,-76.3992,42.3875,958,2/21/24,0,7.9,23,38.1,13.9,0.35,4.86
POV_DUN,-76.3992,42.3875,958,2/22/24,0.03,24.7,34.8,44.8,22.2,1.36,5.95
POV_DUN,-76.3992,42.3875,958,2/23/24,0.35,31.7,34.6,37.5,32,0.26,1.69
POV_DUN,-76.3992,42.3875,958,2/24/24,0,16.3,34.1,51.9,27.9,0.24,6.7
POV_DUN,-76.3992,42.3875,958,2/25/24,0,9.4,15.8,22.3,5.9,0.31,2.2
POV_DUN,-76.3992,42.3875,958,2/26/24,0,12.7,27.7,42.6,15.8,0.52,6.68
POV_DUN,-76.3992,42.3875,958,2/27/24,0,31.8,44.1,56.3,28.6,1.27,10.17
POV_DUN,-76.3992,42.3875,958,2/28/24,0.15,41.4,53.1,64.7,41.6,1.04,12.85
POV_DUN,-76.3992,42.3875,958,2/29/24,0.23,20.9,40,59.2,30.2,0.71,4.51
POV_DUN,-76.3992,42.3875,958,3/1/24,0,15.3,22.1,28.8,10.9,0.37,3.05
POV_DUN,-76.3992,42.3875,958,3/2/24,0.05,18.4,33.8,49.2,21.7,0.43,8.37
POV_DUN,-76.3992,42.3875,958,3/3/24,0.26,35,40.6,46.2,40.8,0,1.17
POV_DUN,-76.3992,42.3875,958,3/4/24,0,37.3,43.7,50.1,40,0.17,3.37
POV_DUN,-76.3992,42.3875,958,3/5/24,0,41.6,54.7,67.8,43.7,0.8,13.05
POV_DUN,-76.3992,42.3875,958,3/6/24,0.12,45.4,49.2,53,45.3,0.41,2.54
POV_DUN,-76.3992,42.3875,958,3/7/24,0.6,35.8,45.4,55.1,43.3,0.08,1.92
POV_DUN,-76.3992,42.3875,958,3/8/24,0,26.8,35.6,44.3,31.6,0.17,2.82
POV_DUN,-76.3992,42.3875,958,3/9/24,0,29.3,43.6,57.9,27,0.34,11.86
POV_DUN,-76.3992,42.3875,958,3/10/24,0.97,33.5,38.3,43.1,34.6,0,4.21
POV_DUN,-76.3992,42.3875,958,3/11/24,0.2,25.2,32.2,39.2,25.6,0.25,2.88
POV_DUN,-76.3992,42.3875,958,3/12/24,0,27.8,35.2,42.6,20.8,0.96,5.41
POV_DUN,-76.3992,42.3875,958,3/13/24,0,32.3,45.5,58.6,32.5,0.73,10.27
POV_DUN,-76.3992,42.3875,958,3/14/24,0,34.4,52.7,71,36.8,0.7,17.65
POV_DUN,-76.3992,42.3875,958,3/15/24,0.27,35.6,50.6,65.5,35.9,0.28,16.61
POV_DUN,-76.3992,42.3875,958,3/16/24,0.09,31.5,37.2,42.8,36.6,0.05,1.4
POV_DUN,-76.3992,42.3875,958,3/17/24,0.06,35,45.3,55.7,30.7,0.46,10.06
POV_DUN,-76.3992,42.3875,958,3/18/24,0.03,27.3,37.5,47.7,26.9,0.38,6.86
POV_DUN,-76.3992,42.3875,958,3/19/24,0.08,24.4,29.7,35,20.9,0.31,3.15
POV_DUN,-76.3992,42.3875,958,3/20/24,0.02,25.2,31.4,37.6,25.3,0.28,3.88
POV_DUN,-76.3992,42.3875,958,3/21/24,0.12,19.7,30,40.3,19.4,0.26,3.29
POV_DUN,-76.3992,42.3875,958,3/22/24,0,12.7,20.8,28.8,10.9,0.39,2.89
POV_DUN,-76.3992,42.3875,958,3/23/24,0.63,16.4,24.5,32.7,19.6,0.15,2.83
POV_DUN,-76.3992,42.3875,958,3/24/24,0.23,19.5,25.3,31.2,21.5,0.17,0.92
POV_DUN,-76.3992,42.3875,958,3/25/24,0,18,25.8,33.5,15.6,0.33,3.71
POV_DUN,-76.3992,42.3875,958,3/26/24,0,25.5,40,54.6,20.6,1.21,10.55
POV_DUN,-76.3992,42.3875,958,3/27/24,0,35.2,46.9,58.6,38.3,1.82,8.1
POV_DUN,-76.3992,42.3875,958,3/28/24,0,34.4,46.4,58.4,38,0.77,6.98
POV_DUN,-76.3992,42.3875,958,3/29/24,0,26.6,35.7,44.7,23.4,0.7,5.73
POV_DUN,-76.3992,42.3875,958,3/30/24,0,27.8,34.3,40.7,23.7,0.94,4.19
POV_DUN,-76.3992,42.3875,958,3/31/24,0,30.6,39.7,48.9,26.7,1.1,7.41
POV_DUN,-76.3992,42.3875,958,4/1/24,0,31.7,41.3,51,30.3,0.6,6.93
POV_DUN,-76.3992,42.3875,958,4/2/24,0.01,34.8,45.6,56.4,34.4,0.7,7.83
POV_DUN,-76.3992,42.3875,958,4/3/24,0.73,38.1,40.9,43.6,38.6,0.29,2.02
POV_DUN,-76.3992,42.3875,958,4/4/24,1.33,33.6,37.7,41.9,35,0.26,1.82
POV_DUN,-76.3992,42.3875,958,4/5/24,0.14,29.4,34.6,39.8,31.5,0.06,1.95
POV_DUN,-76.3992,42.3875,958,4/6/24,0.22,29.9,34,38.1,31.7,0.16,2.1
POV_DUN,-76.3992,42.3875,958,4/7/24,0,31.3,39.9,48.5,31,0.48,5.81
POV_DUN,-76.3992,42.3875,958,4/8/24,0,29.6,42.1,54.7,26.3,0.78,10.35
POV_DUN,-76.3992,42.3875,958,4/9/24,0,35.2,48.8,62.4,30.2,1.07,15.13
POV_DUN,-76.3992,42.3875,958,4/10/24,0,45.3,61.1,77,36.5,3.33,26.93
POV_DUN,-76.3992,42.3875,958,4/11/24,0.45,51.7,58.3,64.8,52.7,0.38,7.27
POV_DUN,-76.3992,42.3875,958,4/12/24,0.57,53,59.2,65.4,55.7,0.45,7.04
POV_DUN,-76.3992,42.3875,958,4/13/24,0.29,35.5,47.4,59.3,40.9,0.5,6.43
POV_DUN,-76.3992,42.3875,958,4/14/24,0.31,33.8,39.7,45.6,33.8,0.37,3.97
POV_DUN,-76.3992,42.3875,958,4/15/24,0.07,38.9,50.4,61.9,42.6,0.3,8.3
POV_DUN,-76.3992,42.3875,958,4/16/24,0,33.6,46.9,60.3,36.4,0.48,9.7
POV_DUN,-76.3992,42.3875,958,4/17/24,0,35.9,49.5,63.2,31.1,1.37,13.59
POV_DUN,-76.3992,42.3875,958,4/18/24,0.22,44.2,51.1,58,44.5,0.47,9.11
POV_DUN,-76.3992,42.3875,958,4/19/24,0.21,43.9,49.8,55.6,47,0.2,2.93
POV_DUN,-76.3992,42.3875,958,4/20/24,0.02,42.2,47.9,53.7,43.6,0.67,4.51
POV_DUN,-76.3992,42.3875,958,4/21/24,0,33.6,43.9,54.2,26.7,1.92,8.89
POV_DUN,-76.3992,42.3875,958,4/22/24,0,27.3,36,44.6,24.8,0.5,5.36
POV_DUN,-76.3992,42.3875,958,4/23/24,0,30,41.8,53.7,24.5,0.74,10.12
POV_DUN,-76.3992,42.3875,958,4/24/24,0.03,42.5,55.2,67.9,34.2,0.87,18.27
POV_DUN,-76.3992,42.3875,958,4/25/24,0.03,23.1,38.2,53.3,30,0.4,4.69
POV_DUN,-76.3992,42.3875,958,4/26/24,0,22.1,36.8,51.4,18.6,0.49,9.5
POV_DUN,-76.3992,42.3875,958,4/27/24,0,33.9,49,64.1,23.2,2.48,16.41
POV_DUN,-76.3992,42.3875,958,4/28/24,0.1,46,52.1,58.1,39.1,1,11.31
POV_DUN,-76.3992,42.3875,958,4/29/24,0.15,51.7,62.2,72.7,57.2,0.25,11.47
POV_DUN,-76.3992,42.3875,958,4/30/24,0.12,57.4,67.1,76.9,57.4,0.74,14.76
POV_DUN,-76.3992,42.3875,958,5/1/24,0.13,49.4,63.7,78,54,0.23,17.54
POV_DUN,-76.3992,42.3875,958,5/2/24,0,51,62.9,74.8,49.3,0.52,18.07
POV_DUN,-76.3992,42.3875,958,5/3/24,0,41.8,55.7,69.6,44.6,0.24,14.43
POV_DUN,-76.3992,42.3875,958,5/4/24,0,50.4,63.6,76.8,47.6,2.18,20.31
POV_DUN,-76.3992,42.3875,958,5/5/24,0.19,47.6,57.5,67.5,45.1,0.88,11.9
POV_DUN,-76.3992,42.3875,958,5/6/24,0.05,48.3,52.7,57,50.6,0.52,3.12
POV_DUN,-76.3992,42.3875,958,5/7/24,0,34.8,52.6,70.3,42.6,0.24,16.5
POV_DUN,-76.3992,42.3875,958,5/8/24,0.15,46.2,60.8,75.5,43.8,0.02,22.49
POV_DUN,-76.3992,42.3875,958,5/9/24,0,47.5,63.2,78.8,47.5,0.8,24.01
POV_DUN,-76.3992,42.3875,958,5/10/24,0.16,47.5,54,60.6,44.3,0.57,8.91
POV_DUN,-76.3992,42.3875,958,5/11/24,0.34,46.5,49.2,51.9,46.3,0.4,2.7
POV_DUN,-76.3992,42.3875,958,5/12/24,0.29,44.9,52.9,60.9,44.6,0.45,9.17
POV_DUN,-76.3992,42.3875,958,5/13/24,0,41.9,50.1,58.2,44.3,0.18,6.76
POV_DUN,-76.3992,42.3875,958,5/14/24,0.03,48.1,58,67.9,50.2,0.84,9.96
POV_DUN,-76.3992,42.3875,958,5/15/24,0.04,55.4,67.5,79.7,54.1,0.24,21.34
POV_DUN,-76.3992,42.3875,958,5/16/24,0.04,53.4,58.9,64.5,56.3,0.15,5.15
POV_DUN,-76.3992,42.3875,958,5/17/24,0,51.4,62.1,72.9,54.3,0.29,13.55
POV_DUN,-76.3992,42.3875,958,5/18/24,0.18,57.2,65.2,73.3,54.4,0.74,13.87
POV_DUN,-76.3992,42.3875,958,5/19/24,0.03,56.9,62.3,67.7,58.7,0.46,5.06
POV_DUN,-76.3992,42.3875,958,5/20/24,0,52.4,65.9,79.4,56.5,0.18,19.33
POV_DUN,-76.3992,42.3875,958,5/21/24,0,58.1,71.9,85.7,59.6,0.72,25.03
POV_DUN,-76.3992,42.3875,958,5/22/24,0,58.6,72.9,87.3,57.5,2.07,29.64
POV_DUN,-76.3992,42.3875,958,5/23/24,0.05,61.7,74.9,88,61,1.58,27.52
POV_DUN,-76.3992,42.3875,958,5/24/24,0,45,61.6,78.2,48.9,0.38,22.03
POV_DUN,-76.3992,42.3875,958,5/25/24,0,44.8,62,79.3,47.4,0.07,23.41
POV_DUN,-76.3992,42.3875,958,5/26/24,0.3,53,67.8,82.6,56.1,0,22.67
POV_DUN,-76.3992,42.3875,958,5/27/24,0.05,58.6,69,79.4,58.4,0.34,20.11
POV_DUN,-76.3992,42.3875,958,5/28/24,0.16,59.1,67,74.9,60.4,1.4,10.18
POV_DUN,-76.3992,42.3875,958,5/29/24,0.07,51.9,60.7,69.5,53.7,0.35,10.41
POV_DUN,-76.3992,42.3875,958,5/30/24,0,39.6,52.6,65.5,45.3,0.17,11.21
POV_DUN,-76.3992,42.3875,958,5/31/24,0,35.3,49.3,63.3,38.1,0,12.16
POV_DUN,-76.3992,42.3875,958,6/1/24,0,40.1,55.5,70.8,39.9,0.17,18.61
POV_DUN,-76.3992,42.3875,958,6/2/24,0,48.8,63.6,78.4,43,1.77,25.68
POV_DUN,-76.3992,42.3875,958,6/3/24,0.2,55.5,67.7,79.8,55.9,0.48,20.58
POV_DUN,-76.3992,42.3875,958,6/4/24,0,54,65.7,77.3,58.7,0.13,14.99
POV_DUN,-76.3992,42.3875,958,6/5/24,0,58.1,71.7,85.3,57.9,1.33,26.5
POV_DUN,-76.3992,42.3875,958,6/6/24,0,66.1,73.5,80.9,64.6,1.19,14.36
POV_DUN,-76.3992,42.3875,958,6/7/24,0.52,52.4,64.5,76.5,58.3,0.49,14.4
POV_DUN,-76.3992,42.3875,958,6/8/24,0.12,53.9,62.4,70.8,52,1.3,12.53
POV_DUN,-76.3992,42.3875,958,6/9/24,0.51,53.2,62.6,72,50.2,0.96,14.95
POV_DUN,-76.3992,42.3875,958,6/10/24,0.33,49.6,58.7,67.9,50.9,0.27,11.58
POV_DUN,-76.3992,42.3875,958,6/11/24,0,52,57,61.9,49.4,1.54,6.39
POV_DUN,-76.3992,42.3875,958,6/12/24,0,53.6,57.1,60.6,51.6,1.04,5.78
POV_DUN,-76.3992,42.3875,958,6/13/24,0,48.9,60.5,72.1,51,0.3,14.1
POV_DUN,-76.3992,42.3875,958,6/14/24,0,59.9,72.6,85.4,56.7,2.92,26.66
POV_DUN,-76.3992,42.3875,958,6/15/24,0,49.8,64.7,79.5,52.4,0.35,21.38
POV_DUN,-76.3992,42.3875,958,6/16/24,0,42.4,57.8,73.1,46.6,0.18,16.51
POV_DUN,-76.3992,42.3875,958,6/17/24,0,53.6,66.4,79.3,51.8,2.92,21.47
POV_DUN,-76.3992,42.3875,958,6/18/24,0.48,64.8,77.5,90.1,64.3,1.25,27.21
