Card ID,Data_Collector,Field ID,Date Placed,Date Collected,N.SCM.M.1,N.SCM.F.1,N.SCM.M.2,N.SCM.F.2,N.D.Florilega.1,N.D.Florilega.2,Initials
24_1124,Aaron Gabriel,GAB_ALL,3/13/24,3/21/24,1,0,1,1,0,0,SN
24_1125,Aaron Gabriel,GAB_ALL,3/21/24,3/26/24,,,,,,,
24_1126,Aaron Gabriel,GAB_ALL,3/21/24,3/26/24,0,0,0,0,0,0,SN
24_1209,Aaron Gabriel,GAB_ALL,3/26/24,4/1/24,,,,,,,
24_1210,Aaron Gabriel,GAB_ALL,3/26/24,4/1/24,1,5,2,1,0,0,SN
24_1219,Aaron Gabriel,GAB_ALL,4/1/24,4/9/24,,,,,,,
24_1220,Aaron Gabriel,GAB_ALL,4/1/24,4/9/24,0,5,3,7,0,0,AM
24_1379,Aaron Gabriel,GAB_ALL,4/9/24,4/16/24,,,,,,,
24_1380,Aaron Gabriel,GAB_ALL,4/9/24,4/16/24,8,4,9,4,1,0,EK
24_1474,Aaron Gabriel,GAB_ALL,4/16/24,4/22/24,19,5,12,5,3,0,CYC
24_1475,Aaron Gabriel,GAB_ALL,4/16/24,4/22/24,,,,,,,
24_1480,Aaron Gabriel,GAB_ALL,4/22/24,4/29/24,29,1,20,0,0,0,AM
24_1481,Aaron Gabriel,GAB_ALL,4/22/24,4/29/24,,,,,,,
24_1882,Aaron Gabriel,GAB_ALL,4/29/24,5/7/24,42,5,11,4,0,0,EK
24_1883,Aaron Gabriel,GAB_ALL,4/29/24,5/7/24,,,,,,,
24_1878,Aaron Gabriel,GAB_ALL,5/7/24,5/13/24,1,0,4,4,0,0,CYC
24_1879,Aaron Gabriel,GAB_ALL,5/7/24,5/13/24,,,,,,,
24_1005,Aaron Gabriel,GAB_HEN,3/8/24,3/8/24,,,,,,,
24_1006,Aaron Gabriel,GAB_HEN,3/8/24,3/8/24,0,0,0,0,0,0,SN
24_1011,Aaron Gabriel,GAB_HEN,3/8/24,3/13/24,,,,,,,
24_1012,Aaron Gabriel,GAB_HEN,3/8/24,3/13/24,0,1,0,0,0,0,AS
24_1115,Aaron Gabriel,GAB_HEN,3/13/24,3/21/24,,,,,,,
24_1116,Aaron Gabriel,GAB_HEN,3/13/24,3/21/24,0,0,1,0,0,0,SN
24_1117,Aaron Gabriel,GAB_HEN,3/21/24,3/26/24,,,,,,,
24_1118,Aaron Gabriel,GAB_HEN,3/21/24,3/26/24,0,0,0,0,0,0,SN
24_1207,Aaron Gabriel,GAB_HEN,3/26/24,4/1/24,,,,,,,
24_1208,Aaron Gabriel,GAB_HEN,3/26/24,4/1/24,1,0,0,0,0,0,SN
24_1217,Aaron Gabriel,GAB_HEN,4/1/24,4/9/24,,,,,,,
24_1218,Aaron Gabriel,GAB_HEN,4/1/24,4/9/24,0,0,0,1,0,0,EK
24_1375,Aaron Gabriel,GAB_HEN,4/9/24,4/16/24,,,,,,,
24_1376,Aaron Gabriel,GAB_HEN,4/9/24,4/16/24,4,2,8,1,0,0,AS
24_1478,Aaron Gabriel,GAB_HEN,4/16/24,4/22/24,3,4,1,3,0,0,AM
24_1479,Aaron Gabriel,GAB_HEN,4/16/24,4/22/24,,,,,,,
24_1484,Aaron Gabriel,GAB_HEN,4/22/24,4/29/24,13,8,4,1,2,0,AM
24_1485,Aaron Gabriel,GAB_HEN,4/22/24,4/29/24,,,,,,,
24_1865,Aaron Gabriel,GAB_HEN,4/29/24,5/7/24,,,,,,,
24_1866,Aaron Gabriel,GAB_HEN,4/29/24,5/7/24,9,6,18,10,2,2,CYC
24_1867,Aaron Gabriel,GAB_HEN,5/7/24,5/13/24,,,,,,,
24_1868,Aaron Gabriel,GAB_HEN,5/7/24,5/13/24,7,4,8,3,1,1,CYC
24_1001,Aaron Gabriel,GAB_STE,3/1/24,3/8/24,,,,,,,
24_1002,Aaron Gabriel,GAB_STE,3/1/24,3/8/24,0,0,0,0,0,0,SN
24_1007,Aaron Gabriel,GAB_STE,3/8/24,3/13/24,,,,,,,
24_1008,Aaron Gabriel,GAB_STE,3/8/24,3/13/24,0,0,1,0,0,0,SN
24_1119,Aaron Gabriel ,GAB_STE,3/13/24,3/21/24,,,,,,,
24_1120,Aaron Gabriel,GAB_STE,3/13/24,3/21/24,0,1,0,0,0,0,SN
24_1121,Aaron Gabriel,GAB_STE,3/21/24,3/26/24,,,,,,,
24_1122,Aaron Gabriel,GAB_STE,3/21/24,3/26/24,0,0,0,0,0,0,SN
24_1205,Aaron Gabriel,GAB_STE,3/26/24,4/1/24,,,,,,,
24_1206,Aaron Gabriel,GAB_STE,3/26/24,4/1/24,0,0,1,0,0,0,SN
24_1215,Aaron Gabriel,GAB_STE,4/1/24,4/9/24,,,,,,,
24_1216,Aaron Gabriel,GAB_STE,4/1/24,4/9/24,0,1,0,2,0,0,AM
24_1377,Aaron Gabriel,GAB_STE,4/9/24,4/16/24,,,,,,,
24_1378,Aaron Gabriel,GAB_STE,4/9/24,4/16/24,5,6,8,4,0,0,EK
24_1476,Aaron Gabriel,GAB_STE,4/16/24,4/22/24,2,3,0,1,2,1,AS
24_1477,Aaron Gabriel,GAB_STE,4/16/24,4/22/24,,,,,,,
24_1482,Aaron Gabriel,GAB_STE,4/22/24,4/29/24,1,1,2,1,0,0,AM
24_1483,Aaron Gabriel,GAB_STE,4/22/24,4/29/24,,,,,,,
24_1863,Aaron Gabriel,GAB_STE,4/29/24,5/7/24,,,,,,,
24_1864,Aaron Gabriel,GAB_STE,4/29/24,5/7/24,6,1,11,2,0,0,CYC
24_1880,Aaron Gabriel,GAB_STE,5/7/24,5/13/24,3,2,11,5,0,0,CYC
24_1881,Aaron Gabriel,GAB_STE,5/7/24,5/13/24,,,,,,,
24_1038,Alexa Stratton,GRN_FIE_IN,3/4/24,3/11/24,0,1,0,0,0,0,SN
24_1062,Alexa Stratton,GRN_FIE_IN,3/11/24,3/18/24,0,0,3,1,0,0,AS
24_1200,Alexa Stratton,GRN_FIE_IN,3/18/24,3/25/24,0,0,0,0,0,0,AS
24_1226,Alexa Stratton,GRN_FIE_IN,3/25/24,4/1/24,0,2,0,1,0,0,SN
24_1250,Sophie Nasrallah,GRN_FIE_IN,4/1/24,4/8/24,0,0,0,0,0,0,SN
24_1346,Alexa Stratton,GRN_FIE_IN,4/8/24,4/15/24,14,1,7,6,1,1,SN
24_1435,Alexa Stratton,GRN_FIE_IN,4/15/24,4/22/24,28,18,10,11,2,2,SN
24_1709,Alexa Stratton,GRN_FIE_IN,4/22/24,4/29/24,43,15,67,29,27,22,AS
24_1732,Alexa Stratton,GRN_FIE_IN,4/29/24,5/7/24,94,41,85,39,1,3,AC
24_1812,Alexa Stratton,GRN_FIE_IN,5/7/24,5/13/24,71,38,68,75,14,20,SN
24_1037,Alexa Stratton,GRN_FIE_OUT,3/4/24,3/11/24,0,0,0,0,0,0,SN
24_1061,Alexa Stratton,GRN_FIE_OUT,3/11/24,3/18/24,2,0,0,0,0,0,AS
24_1199,Alexa Stratton,GRN_FIE_OUT,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1225,Alexa Stratton,GRN_FIE_OUT,3/25/24,4/1/24,3,2,0,0,0,0,SN
24_1249,Sophie Nasrallah,GRN_FIE_OUT,4/1/24,4/8/24,0,0,0,0,0,0,SN
24_1345,Alexa Stratton,GRN_FIE_OUT,4/8/24,4/15/24,3,8,8,2,0,0,SN
24_1434,Alexa Stratton,GRN_FIE_OUT,4/15/24,4/22/24,16,16,8,13,2,0,SN
24_1708,Alexa Stratton,GRN_FIE_OUT,4/22/24,4/29/24,33,15,67,22,8,20,AS
24_1731,Alexa Stratton,GRN_FIE_OUT,4/29/24,5/7/24,36,20,45,13,0,0,AC
24_1811,Alexa Stratton,GRN_FIE_OUT,5/7/24,5/13/24,53,49,112,95,5,9,SN
24_1036,Alexa Stratton,GRN_ORC_IN,3/4/24,3/11/24,0,0,0,1,0,0,SN
24_1060,Alexa Stratton,GRN_ORC_IN,3/11/24,3/18/24,1,1,1,0,0,0,AS
24_1198,Alexa Stratton,GRN_ORC_IN,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1228,Alexa Stratton,GRN_ORC_IN,3/25/24,4/1/24,0,0,0,1,0,0,SN
24_1252,Sophie Nasrallah,GRN_ORC_IN,4/1/24,4/8/24,0,0,0,0,0,0,SN
24_1348,Alexa Stratton,GRN_ORC_IN,4/8/24,4/15/24,5,6,12,12,0,1,SN
24_1437,Alexa Stratton,GRN_ORC_IN,4/15/24,4/22/24,19,14,22,16,0,3,SN
24_1711,Alexa Stratton,GRN_ORC_IN,4/22/24,4/29/24,23,13,55,16,7,12,AM
24_1734,Alexa Stratton,GRN_ORC_IN,4/29/24,5/7/24,34,18,47,22,4,1,AC
24_1814,Alexa Stratton,GRN_ORC_IN,5/7/24,5/13/24,33,20,29,2,4,4, SN
24_1035,Alexa Stratton,GRN_ORC_OUT,3/4/24,3/11/24,1,0,2,1,0,0,SN
24_1059,Alexa Stratton,GRN_ORC_OUT,3/11/24,3/18/24,1,2,1,0,0,0,AS
24_1197,Alexa Stratton,GRN_ORC_OUT,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1227,Alexa Stratton,GRN_ORC_OUT,3/25/24,4/1/24,1,0,3,3,0,0,SN
24_1251,Sophie Nasrallah,GRN_ORC_OUT,4/1/24,4/8/24,0,0,1,0,0,0,SN
24_1347,Alexa Stratton,GRN_ORC_OUT,4/8/24,4/15/24,13,4,18,21,1,1,SN
24_1436,Alexa Stratton,GRN_ORC_OUT,4/15/24,4/22/24,19,25,18,23,1,1,SN
24_1710,Alexa Stratton,GRN_ORC_OUT,4/22/24,4/29/24,48,14,54,33,15,39,AS
24_1733,Alexa Stratton,GRN_ORC_OUT,4/29/24,5/7/24,73,31,70,49,4,5,AC
24_1813,Alexa Stratton,GRN_ORC_OUT,5/7/24,5/13/24,48,39,58,75,17,12,SN
24_1034,Alexa Stratton,GRS_FIE_IN,3/4/24,3/11/24,0,0,0,0,0,0,SN
24_1058,Alexa Stratton,GRS_FIE_IN,3/11/24,3/18/24,0,0,4,1,0,0,SN
24_1196,Alexa Stratton,GRS_FIE_IN,3/18/24,3/25/24,0,0,0,0,0,0,AS
24_1222,Alexa Stratton,GRS_FIE_IN,3/25/24,4/1/24,1,0,1,2,0,0,EK
24_1246,Sophie Nasrallah,GRS_FIE_IN,4/1/24,4/8/24,0,0,0,0,0,0,SN
24_1342,Alexa Stratton,GRS_FIE_IN,4/8/24,4/15/24,18,6,24,16,0,0,ABK
24_1431,Alexa Stratton,GRS_FIE_IN,4/15/24,4/22/24,28,22,30,25,0,0,AC
24_1705,Alexa Stratton,GRS_FIE_IN,4/22/24,4/29/24,56,12,47,9,13,7,AM
24_1728,Alexa Stratton,GRS_FIE_IN,4/29/24,5/7/24,148,24,96,5,14,7,SN
24_1808,Alexa Stratton,GRS_FIE_IN,5/7/24,5/13/24,69,1,61,4,3,10,SN
24_1033,Alexa Stratton,GRS_FIE_OUT,3/4/24,3/11/24,0,0,1,0,0,0,SN
24_1057,Alexa Stratton,GRS_FIE_OUT,3/11/24,3/18/24,0,1,2,0,0,0,SN
24_1195,Alexa Stratton,GRS_FIE_OUT,3/18/24,3/25/24,0,0,0,0,0,0,AS
24_1221,Alexa Stratton,GRS_FIE_OUT,3/25/24,4/1/24,3,0,1,1,0,0,EK
24_1245,Sophie Nasrallah,GRS_FIE_OUT,4/1/24,4/8/24,0,0,1,0,0,0,SN
24_1341,Alexa Stratton,GRS_FIE_OUT,4/8/24,4/15/24,15,5,16,8,0,1,ABK
24_1430,Alexa Stratton,GRS_FIE_OUT,4/15/24,4/22/24,21,15,24,27,1,1,AC
24_1704,Alexa Stratton,GRS_FIE_OUT,4/22/24,4/29/24,39,10,59,12,24,13,AM
24_1727,Alexa Stratton,GRS_FIE_OUT,4/29/24,5/7/24,58,1,137,13,6,22,SN
24_1807,Alexa Stratton,GRS_FIE_OUT,5/7/24,5/13/24,49,5,60,15,7,9,SN
24_1032,Alexa Stratton,GRS_ORC_IN,3/4/24,3/11/24,10,0,3,1,0,0,SN
24_1056,Alexa Stratton,GRS_ORC_IN,3/11/24,3/18/24,11,4,5,2,0,0,SN
24_1194,Alexa Stratton,GRS_ORC_IN,3/18/24,3/25/24,0,0,0,0,0,0,AS
24_1224,Alexa Stratton,GRS_ORC_IN,3/25/24,4/1/24,1,9,6,2,0,0,EK
24_1248,Sophie Nasrallah,GRS_ORC_IN,4/1/24,4/8/24,4,0,2,0,0,0,SN
24_1344,Alexa Stratton,GRS_ORC_IN,4/8/24,4/15/24,31,35,23,10,0,1,JKM
24_1433,Alexa Stratton,GRS_ORC_IN,4/15/24,4/22/24,38,37,52,49,3,15,AS
24_1707,Alexa Stratton,GRS_ORC_IN,4/22/24,4/29/24,41,12,47,8,19,11,AM
24_1730,Alexa Stratton,GRS_ORC_IN,4/29/24,5/7/24,68,20,43,8,47,39,AS
24_1810,Alexa Stratton,GRS_ORC_IN,5/7/24,5/13/24,55,8,71,16,8,22,SN
24_1031,Alexa Stratton,GRS_ORC_OUT,3/4/24,3/11/24,2,0,1,0,0,0,SN
24_1055,Alexa Stratton,GRS_ORC_OUT,3/11/24,3/18/24,5,1,2,3,0,0,SN
24_1193,Alexa Stratton,GRS_ORC_OUT,3/18/24,3/25/24,0,0,0,0,0,0,AS
24_1223,Alexa Stratton,GRS_ORC_OUT,3/25/24,4/1/24,1,2,6,4,0,0,EK
24_1247,Sophie Nasrallah,GRS_ORC_OUT,4/1/24,4/8/24,2,1,1,0,0,0,SN
24_1343,Alexa Stratton,GRS_ORC_OUT,4/8/24,4/15/24,41,19,27,8,0,0,JKM
24_1432,Alexa Stratton,GRS_ORC_OUT,4/15/24,4/22/24,37,30,49,35,3,5,AS
24_1706,Alexa Stratton,GRS_ORC_OUT,4/22/24,4/29/24,45,20,27,11,3,14,AM
24_1729,Alexa Stratton,GRS_ORC_OUT,4/29/24,5/7/24,62,6,86,11,8,13,SN
24_1809,Alexa Stratton,GRS_ORC_OUT,5/7/24,5/13/24,66,6,48,3,10,14,SN
24_1524,Mike Hunter,HUN_PLE_9,4/8/24,4/22/24,9,11,5,5,4,1,CYC
24_1525,Mike Hunter,HUN_PLE_9,4/8/24,4/22/24,,,,,,,
24_1526,Mike Hunter,HUN_PLE_9,4/22/24,4/29/24,30,11,19,5,0,0,CYC
24_1527,Mike Hunter,HUN_PLE_9,4/22/24,4/29/24,,,,,,,
24_1570,Mike Hunter,HUN_PLE_9,4/29/24,5/6/24,57,17,53,20,15,13,EW
24_1571,Mike Hunter,HUN_PLE_9,4/29/24,5/6/24,,,,,,,
24_2022,Mike Hunter,HUN_PLE_9,5/6/24,5/13/24,41,8,15,4,0,0,LM
24_2023,Mike Hunter,HUN_PLE_9,5/6/24,5/13/24,,,,,,,
24_2024,Mike Hunter,HUN_PLE_9,5/13/24,5/20/24,129,30,127,34,7,5,CYC
24_2210,Mike Hunter,HUN_PLE_9,5/13/24,5/20/24,54,15,87,32,18,15,AS
24_1040,Alexa Stratton,IND_ORC_IN,3/4/24,3/11/24,0,0,0,0,0,0,SN
24_1064,Alexa Stratton,IND_ORC_IN,3/11/24,3/18/24,4,3,0,0,0,0,AS
24_1202,Alexa Stratton,IND_ORC_IN,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1236,Alexa Stratton,IND_ORC_IN,3/25/24,4/1/24,1,1,2,2,0,0,EK
24_1260,Alexa Stratton,IND_ORC_IN,4/1/24,4/9/24,1,0,0,1,0,0,SN
24_1356,Alexa Stratton,IND_ORC_IN,4/9/24,4/15/24,11,5,9,5,1,0,SN
24_1445,Alexa Stratton,IND_ORC_IN,4/15/24,4/22/24,10,3,11,5,1,0,EK
24_1718,Alexa Stratton,IND_ORC_IN,4/22/24,4/29/24,5,13,12,19,1,0,AM
24_1740,Alexa Stratton,IND_ORC_IN,4/29/24,5/7/24,10,4,5,4,1,4,SN
24_1820,Alexa Stratton,IND_ORC_IN,5/7/24,5/13/24,2,2,4,2,0,0,SN
24_1042,Alexa Stratton,IND_ORC_IN_2,3/4/24,3/11/24,0,0,3,0,0,0,SN
24_1066,Alexa Stratton,IND_ORC_IN_2,3/11/24,3/18/24,2,3,0,2,0,0,AS
24_1204,Alexa Stratton,IND_ORC_IN_2,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1238,Alexa Stratton,IND_ORC_IN_2,3/25/24,4/1/24,3,6,1,0,0,0,EK
24_1262,Alexa Stratton,IND_ORC_IN_2,4/1/24,4/9/24,1,0,0,1,1,0,SN
24_1358,Alexa Stratton,IND_ORC_IN_2,4/9/24,4/15/24,7,7,10,4,0,0,SN
24_1447,Alexa Stratton,IND_ORC_IN_2,4/15/24,4/22/24,2,9,7,8,0,0,SN
24_1720,Alexa Stratton,IND_ORC_IN_2,4/22/24,4/29/24,8,8,9,12,0,0,AM
24_1742,Alexa Stratton,IND_ORC_IN_2,4/29/24,5/7/24,12,3,5,0,0,0,SN
24_1822,Alexa Stratton,IND_ORC_IN_2,5/7/24,5/13/24,2,1,1,6,0,1,SN
24_1039,Alexa Stratton,IND_ORC_OUT,3/4/24,3/11/24,2,1,0,1,0,0,SN
24_1063,Alexa Stratton,IND_ORC_OUT,3/11/24,3/18/24,3,1,1,6,0,0,AS
24_1201,Alexa Stratton,IND_ORC_OUT,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1235,Alexa Stratton,IND_ORC_OUT,3/25/24,4/1/24,3,1,1,0,0,0,EK
24_1259,Alexa Stratton,IND_ORC_OUT,4/1/24,4/9/24,1,2,1,0,0,0,SN
24_1355,Alexa Stratton,IND_ORC_OUT,4/9/24,4/15/24,14,10,29,10,1,1,SN
24_1444,Alexa Stratton,IND_ORC_OUT,4/15/24,4/22/24,29,8,13,16,1,0,EK
24_1717,Alexa Stratton,IND_ORC_OUT,4/22/24,4/29/24,14,18,14,18,3,0,AM
24_1739,Alexa Stratton,IND_ORC_OUT,4/29/24,5/7/24,7,2,3,4,1,0,SN
24_1819,Alexa Stratton,IND_ORC_OUT,5/7/24,5/13/24,13,6,11,3,1,0,SN
24_1041,Alexa Stratton,IND_ORC_OUT_2,3/4/24,3/11/24,1,4,2,0,0,0,SN
24_1065,Alexa Stratton,IND_ORC_OUT_2,3/11/24,3/18/24,1,0,2,2,0,0,AS
24_1203,Alexa Stratton,IND_ORC_OUT_2,3/18/24,3/25/24,0,0,0,0,0,0,SN
24_1237,Alexa Stratton,IND_ORC_OUT_2,3/25/24,4/1/24,6,2,1,1,0,0,EK
24_1261,Alexa Stratton,IND_ORC_OUT_2,4/1/24,4/9/24,1,2,0,0,0,0,SN
24_1357,Alexa Stratton,IND_ORC_OUT_2,4/9/24,4/15/24,9,4,10,3,0,0,SN
24_1446,Alexa Stratton,IND_ORC_OUT_2,4/15/24,4/22/24,11,13,7,7,1,0,EK
24_1719,Alexa Stratton,IND_ORC_OUT_2,4/22/24,4/29/24,18,5,10,13,0,1,AM
24_1741,Alexa Stratton,IND_ORC_OUT_2,4/29/24,5/7/24,4,0,7,2,0,1,SN
24_1821,Alexa Stratton,IND_ORC_OUT_2,5/7/24,5/13/24,32,6,21,3,0,0,SN
24_1131,Katelyn Miller,KAT_HAB_3,3/4/24,3/11/24,,,,,,,
24_1132,Katelyn Miller,KAT_HAB_3,3/4/24,3/11/24,0,0,0,0,0,0,SN
24_1139,Katelyn Miller,KAT_HAB_3,3/11/23,3/19/24,,,,,,,
24_1140,Katelyn Miller,KAT_HAB_3,3/11/23,3/19/24,1,0,0,1,0,0,SN
24_1147,Katelyn Miller,KAT_HAB_3,3/19/24,3/25/24,,,,,,,
24_1148,Katelyn Miller,KAT_HAB_3,3/19/24,3/25/24,0,0,0,0,0,0,SN
24_1269,Katelyn Miller,KAT_HAB_3,3/25/24,4/1/24,,,,,,,
24_1270,Katelyn Miller,KAT_HAB_3,3/25/24,4/1/24,0,0,1,0,0,0,TW
24_1277,Katelyn Miller,KAT_HAB_3,4/1/24,4/9/24,,,,,,,
24_1278,Katelyn Miller,KAT_HAB_3,4/1/24,4/9/24,0,0,0,0,0,0,AM
24_1381,Katelyn Miller,KAT_HAB_3,4/9/24,4/15/24,,,,,,,
24_1382,Katelyn Miller,KAT_HAB_3,4/9/24,4/15/24,8,3,1,2,0,0,EK
24_1576,Katelyn Miller,KAT_HAB_3,4/15/24,4/22/24,12,4,13,10,8,18,EW
24_1577,Katelyn Miller,KAT_HAB_3,4/15/24,4/22/24,,,,,,,
24_1594,Katelyn Miller,KAT_HAB_3,4/22/24,4/29/24,11,4,37,17,3,12,CYC
24_1595,Katelyn Miller,KAT_HAB_3,4/22/24,4/29/24,,,,,,,
24_1749,Katelyn Miller,KAT_HAB_3,4/29/24,5/6/24,,,,,,,
24_1750,Katelyn Miller,KAT_HAB_3,4/29/24,5/6/24,14,15,0,4,43,15,AS
24_1970,Katelyn Miller,KAT_HAB_3,5/6/24,5/13/24,7,1,8,2,0,0,AM
24_1971,Katelyn Miller,KAT_HAB_3,5/6/24,5/13/24,,,,,,,
24_1992,Katelyn Miller,KAT_HAB_3,5/13/24,5/21/24,6,5,19,9,0,4,CYC
24_1993,Katelyn Miller,KAT_HAB_3,5/13/24,5/21/24,,,,,,,
24_2010,Katelyn Miller,KAT_HAB_3,5/21/24,5/28/24,3,10,2,9,7,1,AM
24_2011,Katelyn Miller,KAT_HAB_3,5/21/24,5/28/24,,,,,,,
24_2047,Katelyn Miller,KAT_HAB_3,5/28/24,6/3/24,,,,,,,
24_2048,Katelyn Miller,KAT_HAB_3,5/28/24,6/3/24,3,5,1,3,7,4,AS
24_2065,Katelyn Miller,KAT_HAB_3,6/3/24,6/10/24,,,,,,,
24_2066,Katelyn Miller,KAT_HAB_3,6/3/24,6/10/24,10,13,2,5,4,2,CYC
24_2130,Katelyn Miller,KAT_HAB_3,6/10/24,6/17/24,11,2,16,29,6,22,LM
24_2131,Katelyn Miller,KAT_HAB_3,6/10/24,6/17/24,,,,,,,
24_2166,Katelyn Miller,KAT_HAB_3,6/17/24,6/25/24,4,5,4,7,7,1,CYC
24_2167,Katelyn Miller,KAT_HAB_3,6/17/24,6/25/24,,,,,,,
24_2174,Katelyn Miller,KAT_HAB_3,6/25/24,7/1/24,34,60,8,17,97,20,SC
24_2175,Katelyn Miller,KAT_HAB_3,6/25/24,7/1/24,,,,,,,
24_2182,Katelyn Miller,KAT_HAB_3,7/1/24,7/8/24,,,,,,,
24_2183,Katelyn Miller,KAT_HAB_3,7/1/24,7/8/24,,,,,,,
24_2265,Katelyn Miller,KAT_HAB_3,7/8/24,7/16/24,,,,,,,
24_2266,Katelyn Miller,KAT_HAB_3,7/8/24,7/16/24,1,30,6,61,5,4,SC
24_2277,Katelyn Miller,KAT_HAB_3,7/16/24,7/23/24,,,,,,,
24_2278,Katelyn Miller,KAT_HAB_3,7/16/24,7/23/24,10,7,1,4,2,3,LM
24_2317,Katelyn Miller,KAT_HAB_3,7/23/24,7/29/24,,,,,,,
24_2318,Katelyn Miller,KAT_HAB_3,7/23/24,7/29/24,5,13,7,7,5,2,EW
24_2379,Katelyn Miller,KAT_HAB_3,7/29/24,8/5/24,,,,,,,
24_2380,Katelyn Miller,KAT_HAB_3,7/29/24,8/5/24,6,6,13,15,14,19,EW
24_2514,Katelyn Miller,KAT_HAB_3,8/5/24,8/12/24,3,7,8,8,6,25,AS
24_2515,Katelyn Miller,KAT_HAB_3,8/5/24,8/12/24,,,,,,,
24_2521,Katelyn Miller,KAT_HAB_3,8/12/24,8/19/24,,,,,,,
24_2522,Katelyn Miller,KAT_HAB_3,8/12/24,8/19/24,5,4,4,5,20,10,AS
24_2529,Katelyn Miller,KAT_HAB_3,8/19/24,8/26/24,,,,,,,
24_2530,Katelyn Miller,KAT_HAB_3,8/19/24,8/26/24,6,8,9,7,11,5,EK
24_2537,Katelyn Miller,KAT_HAB_3,8/26/24,9/4/24,,,,,,,
24_2538,Katelyn Miller,KAT_HAB_3,8/26/24,9/4/24,,,,,,,
24_2545,Katelyn Miller,KAT_HAB_3,9/4/24,9/9/24,,,,,,,
24_2546,Katelyn Miller,KAT_HAB_3,9/4/24,9/9/24,3,0,1,0,0,0,LM
24_2706,Katelyn Miller,KAT_HAB_3,9/9/24,9/16/24,0,0,0,2,0,0,EK
24_2707,Katelyn Miller,KAT_HAB_3,9/9/24,9/16/24,,,,,,,
24_2714,Katelyn Miller,KAT_HAB_3,9/16/24,9/23/24,3,0,0,1,1,0,EK
24_2715,Katelyn Miller,KAT_HAB_3,9/16/24,9/23/24,,,,,,,
24_2732,Katelyn Miller,KAT_HAB_3,9/23/24,9/30/24,1,5,0,6,1,2,LM
24_2733,Katelyn Miller,KAT_HAB_3,9/23/24,9/30/24,,,,,,,
24_2770,Katelyn Miller,KAT_HAB_3,9/30/24,10/7/24,2,0,1,1,3,0,LM
24_2771,Katelyn Miller,KAT_HAB_3,9/30/24,10/7/24,,,,,,,
24_2830,Katelyn Miller,KAT_HAB_3,10/7/24,10/14/24,1,6,19,19,3,4,SC
24_2831,Katelyn Miller,KAT_HAB_3,10/7/24,10/14/24,,,,,,,
24_2850,Katelyn Miller,KAT_HAB_3,10/14/24,10/21/24,3,8,3,7,0,1,EW
24_2851,Katelyn Miller,KAT_HAB_3,10/14/24,10/21/24,,,,,,,
24_2858,Katelyn Miller,KAT_HAB_3,10/21/24,10/28/24,2,4,3,1,0,0,EW
24_2859,Katelyn Miller,KAT_HAB_3,10/21/24,10/28/24,,,,,,,
24_2866,Katelyn Miller,KAT_HAB_3,10/28/24,11/4/24,2,3,0,0,0,0,EW
24_2867,Katelyn Miller,KAT_HAB_3,10/28/24,11/4/24,,,,,,,
24_2874,Katelyn Miller,KAT_HAB_3,11/4/24,11/12/24,4,3,2,1,0,0,EW
24_2875,Katelyn Miller,KAT_HAB_3,11/4/24,11/12/24,,,,,,,
24_2882,Katelyn Miller,KAT_HAB_3,11/12/24,11/18/24,1,4,1,0,2,0,EW
24_2883,Katelyn Miller,KAT_HAB_3,11/12/24,11/18/24,,,,,,,
24_2948,Katelyn Miller,KAT_HAB_3,11/18/24,11/25/24,1,1,1,3,0,0,EW
24_2949,Katelyn Miller,KAT_HAB_3,11/18/24,11/25/24,,,,,,,
24_1133,Katelyn Miller,KAT_HAB_4,3/4/24,3/11/24,,,,,,,
24_1134,Katelyn Miller,KAT_HAB_4,3/4/24,3/11/24,2,1,0,1,0,0,SN
24_1141,Katelyn Miller,KAT_HAB_4,3/11/23,3/19/24,,,,,,,
24_1142,Katelyn Miller,KAT_HAB_4,3/11/23,3/19/24,8,2,4,1,0,0,SN
24_1149,Katelyn Miller,KAT_HAB_4,3/19/24,3/25/24,,,,,,,
24_1150,Katelyn Miller,KAT_HAB_4,3/19/24,3/25/24,0,0,0,0,0,0,TW
24_1271,Katelyn Miller,KAT_HAB_4,3/25/24,4/1/24,,,,,,,
24_1272,Katelyn Miller,KAT_HAB_4,3/25/24,4/1/24,0,6,0,0,0,0,SN
24_1279,Katelyn Miller,KAT_HAB_4,4/1/24,4/9/24,,,,,,,
24_1280,Katelyn Miller,KAT_HAB_4,4/1/24,4/9/24,4,5,2,5,0,0,EK
24_1383,Katelyn Miller,KAT_HAB_4,4/9/24,4/15/24,,,,,,,
24_1384,Katelyn Miller,KAT_HAB_4,4/9/24,4/15/24,4,1,4,0,0,0,EK
24_1578,Katelyn Miller,KAT_HAB_4,4/15/24,4/22/24,23,8,9,5,3,0,EW
24_1579,Katelyn Miller,KAT_HAB_4,4/15/24,4/22/24,,,,,,,
24_1596,Katelyn Miller,KAT_HAB_4,4/22/24,4/29/24,18,5,14,5,2,3,EW
