Title,Author,Year,Country,Continent,Climate,Comparison,Response,Response Category,Local Factor,Local Strategy,Local Effect,Landscape,Landscape Gradient,Minimum Complexity,Maximum Complexity,Landscape Effect,Interaction Details,Interaction Effect,Description
"Local, landscape, and diversity drivers of predation services provided by ants in a coffee landscape in Chiapas, Mexico",De la Mora et al. ,2015,Mexico,North America,,Control,Prey removal (coffee/shrub),Natural enemy,Coffee plant density,Structure,Positive,"Rustic coffee within 200 meters. Calculated seven landscape-level factors: distance to the nearest forest patch and the percent of rustic coffee and forest within 50 m, 200 m, and 500 m buffer zones. Second, we were interested in examining the influence of forest and rustic coffee, the most forest-like coffee habitat.","Coffee is ~94% of the landscape, forest is ~6% (rustic is closer to forest)",,,Positive,NS,NS,Coffee/shrub prey removal was influenced by one local factor (coffee plant density) and one regional factor (rustic coffee area within 200 m).
"Local, landscape, and diversity drivers of predation services provided by ants in a coffee landscape in Chiapas, Mexico",De la Mora et al. ,2015,Mexico,North America,,Control,Prey removal (tree),Natural enemy,Vegetation complexity,Structure,NS,"Calculated seven landscape-level factors: distance to the nearest forest patch and the percent of rustic coffee and forest within 50 m, 200 m, and 500 m buffer zones. Second, we were interested in examining the influence of forest and rustic coffee, the most forest-like coffee habitat.","Coffee is ~94% of the landscape, forest is ~6% (rustic is closer to forest)",,,NS,NS,NS,Tree prey removal was not influenced by any local or landscape factor.
Low-intensity management benefits solitary bees in olive groves,Martínez-Núñez et al.,2019,Spain,Europe,,Conventional,Colonization rate,Pollinator,Organic,Intensity,Positive,"The 20 study localities were initially classified into ‘low’, ‘intermediate’ and ‘high’ landscape complexity categories based on visual inspection of the localities in the field and ortho-images.",<9% or >9% natural habitat,,,NS,Most positive in intermediate landscapes. ,More positive local effect in intermediate landscapes,"Overall colonization rates responded positively to extensive herb cover management.

Differences in colonization rates in response to different local herb cover management peaked at intermediate landscape complexity, while farms located in landscapes with low or high complexity did not exhibit clear differences in colonization rates."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Activity density (spider),Natural enemy,Organic,Intensity,Positive,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"Activity-density of spiders tended to be affected by the farming systems with more individuals in the organic (182.7 ± 40.3) than in the conventional fields.

The activity-densities of spiders, ground beetles and rove beetles were not related to landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Activity density (ground beetle),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"No differences in activity-density of ground beetles were found between farming systems.

The activity-densities of spiders, ground beetles and rove beetles were not related to landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Activity density (rove beetle),Natural enemy,Organic,Intensity,Positive,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"More rove beetles were trapped in the organic (mean ± SE; 106.8 ± 28.9) compared to the conventional.

The activity-densities of spiders, ground beetles and rove beetles were not related to landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species richness (spiders),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"Species richness of spiders, ground beetles and rove beetles were not affected by farming system or landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species richness (ground beetles),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"Species richness of spiders, ground beetles and rove beetles were not affected by farming system or landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species richness (rove beetles),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,"Species richness of spiders, ground beetles and rove beetles were not affected by farming system or landscape complexity."
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species evenness (spiders),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,Evenness of ground beetles and spiders did not differ between farming systems or along the landscape complexity gradient.
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species evenness (ground beetles),Natural enemy,Organic,Intensity,NS,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,Evenness of ground beetles and spiders did not differ between farming systems or along the landscape complexity gradient.
Management intensity at field and landscape levels affects the structure of generalist predator communities,Rusch et al. ,2014,Sweden,Europe,,Conventional,Species evenness (rove beetles),Natural enemy,Organic,Intensity,Negative,The combination between the amount of semi-natural pastures and the length of field borders. ,-1.32-2.35 (converted landscape + field borders into first PCA axis),,,NS,NS,NS,The evenness of rove beetle communities was lower in the organic (0.71 ± 0.04) compared to the conventional field.
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Aphid abundance,Pest,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,"There were significantly more aphids in winter wheat fields without adjacent set-aside fields than in those with set-aside fields.Neither soil properties, nor nitrogen use or landscape complexity affected aphid abundance."
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Prevalence of leaf spots,Crop,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,Negative,NS,NS,Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields.
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Ground beetle abundance,Natural enemy,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,Our results did not indicate significant impact on the abundance of the two studied groups of ground-dwelling predators by any studied factors
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Spider abundance,Natural enemy,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,Our results did not indicate significant impact on the abundance of the two studied groups of ground-dwelling predators by any studied factors
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Yield (ear mass),Crop,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,"Ear and grain mass were significantly higher in fields without adjacent set-aside fields (Table 2, Figs. 2C, 2D) but no other variable had an impact on yield."
Mixed effects of ecological intensification on natural pest control providers: a short-term study for biotic homogenization in winter wheat fields,Elek et al.,2020,Hungary,Europe,,Control,Yield (grain mass),Crop,No NPK fertilizer,Intensity,NS,"The proportion of arable fields, semi-natural habitats (semi-natural grasslands, semi-natural forests, tree lines, hedges and shrubs), urban areas and water bodies were measured using a GIS database.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,"Ear and grain mass were significantly higher in fields without adjacent set-aside fields (Table 2, Figs. 2C, 2D) but no other variable had an impact on yield."
Mixed effects of landscape complexity and insecticide use on ladybeetle abundance in wheat fields,Yang et al.,2018,China,Asia,,Conventional,Ladybeetle abundance,Natural enemy,Reduced pesticide,Intensity,Positive,"For each spatial scale, we measured the percentage of the total area covered by each of six landscape types: wheat, fallow lands, water, other crops (i.e., vegetables, greenhouse, fruit trees, pea and maize), dwellings (i.e., roads and dwellings), and woodlots (i.e., poplar trees and reforested areas).",1.01-54.62% woody habitats,1.01,54.62,Positive,NS,NS,"More specifically, the proportion of woodlots and fallow lands within 2.0 km significantly enhanced ladybeetle abundance, yet the number of insecticide applications had a significant negative correlation with ladybeetle abundance."
Mixed effects of organic farming and landscape complexity on farmland biodiversity and biological control potential across Europe,Winqvist et al. ,2011,Multiple,Europe,,Conventional,Species richness (ground beetles),Natural enemy,Organic,Intensity,NS,Landscape complexity was measured as the percentage of arable land within 1000 m of the study plots. ,0-80% non-crop land (20-100% arable land) ,c,80,NS,NS,NS,"The number of ground beetle species did not differ between farming systems.

Ground beetle species richness was not affected by landscape composition. 

No interaction between landscape complexity and farming practice was detected for any of the analysed organism groups regarding either species richness or abundance."
Mixed effects of organic farming and landscape complexity on farmland biodiversity and biological control potential across Europe,Winqvist et al. ,2011,Multiple,Europe,,Conventional,Abundance (ground beetles),Natural enemy,Organic,Intensity,NS,Landscape complexity was measured as the percentage of arable land within 1000 m of the study plots. ,0-80% non-crop land (20-100% arable land) ,5,58,Negative,NS,NS,"Organic fields had a greater total cover of wild plants and a higher number of breeding bird territories than conventional fields, but not a greater abundance of ground beetles than conventional fields.

The opposite was found for ground beetles; more individuals were found in simpler landscapes with a higher proportion of arable crops.

No interaction between landscape complexity and farming practice was detected for any of the analysed organism groups regarding either species richness or abundance."
Mixed effects of organic farming and landscape complexity on farmland biodiversity and biological control potential across Europe,Winqvist et al. ,2011,Multiple,Europe,,Conventional,Biological control (aphid mortality/predation),Natural enemy,Organic,Intensity,Positive,Landscape complexity was measured as the percentage of arable land within 1000 m of the study plots. ,0-80% non-crop land (20-100% arable land) ,5,58,Positive,More positive in heterogenous landscapes,More positive local effect in complex landscapes,"In heterogeneous landscapes the potential for biological control was highest on organic fields. However, as the proportion of arable land increased, the biological control potential in organic fields dropped to a lower value than in conventional fields, because of an interaction between farming practice and landscape complexity."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator abundance (A. mellifera),Pollinator,Wildflower plantings,Floral,Positive,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,"Abundance of A. mellifera increased with flower abundance and was higher in the late flowering season, but was not related to landscape context."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator abundance (wild bees),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,"Abundance of wild bees tended to increase with flower abundance (P = 0.058). In addition, there was a marginally negative effect of the proportion of arable land surrounding wildflower plantings on wild bee abundance."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator abundance (syrphids),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,"Hoverfly abundance was not affected by arable land; however, abundances were higher on isolated plantings as compared to those with other plantings in their surroundings."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator abundance (other),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,The abundance of the remaining flower-visitor community was neither related to variation in landscape context nor to the flower abundance or richness on wildflower plantings.
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator richness (wild bees),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,Positive,NS,NS,"Neither flower abundance nor richness on the wildflower plantings affected the species richness of any of the flower-visitor groups.

Richness of wild bees decreased with increasing amount of arable land in the landscape surroundings."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator richness (syrphids),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,"Neither flower abundance nor richness on the wildflower plantings affected the species richness of any of the flower-visitor groups.

Hoverfly richness was not affected by arable land, however, it was higher when no additional plantings were present."
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,Grass et al. ,2016,Germany,Europe,,Control,Pollinator richness (other),Pollinator,Wildflower plantings,Floral,NS,"To assess the effects of varying landscape context on flower visitors, the 14 plantings were situated along a landscape-complexity gradient, as measured by the proportion of surrounding arable land in a 500 m radius. (range: 25–82%)",18-75% non-arable land,18,75,NS,NS,NS,"Neither flower abundance nor richness on the wildflower plantings affected the species richness of any of the flower-visitor groups.

Landscape context did not affect the species richness of non-prominent flower visitors."
Multi-scale effects of landscape complexity and crop management on pollen beetle parasitism rate,Rusch et al. ,2011,France,Europe,,Control,Parasitism rates,Natural enemy,Reduced soil tillage,Intensity,Positive,Grassland and woodland were considered as the main categories to assess the proportion of semi-natural habitats in the landscape. ,5-58% semi-natural habitats,5,58,Positive,NS,NS,"Hence, OSR fields with high proportions of OSRn−1 under reduced post-harvest soil tillage in the surrounding landscape seem to have a higher rate of parasitism than OSR fields with high proportions of OSRn−1 fields under conventional tillage."
Mutual and Opposing Responses of Carabid Beetles and Predatory Wasps to Local and Landscape Factors in Vineyards,Uzman et al.,2020,Germany,Europe,,Conventional,Carabid beetle abundance,Natural enemy,Organic,Intensity,NS,"Within this radius, the respective percentages of area covered by annual crops (such as winter wheat, canola, sugar beet), perennial crops (such as stone fruits and pome fruits), viticulture and SNH (split in herbaceous and woody habitat elements) was calculated.",,,,NS,NS,NS,Organic versus conventional management did not have any significant effect on carabid or wasp species richness or abundance.
Mutual and Opposing Responses of Carabid Beetles and Predatory Wasps to Local and Landscape Factors in Vineyards,Uzman et al.,2020,Germany,Europe,,Conventional,Carabid beetle species richness,Natural enemy,Organic,Intensity,NS,"Within this radius, the respective percentages of area covered by annual crops (such as winter wheat, canola, sugar beet), perennial crops (such as stone fruits and pome fruits), viticulture and SNH (split in herbaceous and woody habitat elements) was calculated.",,,,NS,NS,NS,"Organic versus conventional management did not have any significant effect on carabid or wasp species richness or abundance.
 
 The cover of SNH in the surroundings of the vineyards only had marginal but positive effects on carabid species richness."
Mutual and Opposing Responses of Carabid Beetles and Predatory Wasps to Local and Landscape Factors in Vineyards,Uzman et al.,2020,Germany,Europe,,Conventional,Solitary wasp abundance,Natural enemy,Organic,Intensity,NS,"Within this radius, the respective percentages of area covered by annual crops (such as winter wheat, canola, sugar beet), perennial crops (such as stone fruits and pome fruits), viticulture and SNH (split in herbaceous and woody habitat elements) was calculated.",,,,NS,NS,NS,Organic versus conventional management did not have any significant effect on carabid or wasp species richness or abundance.
Mutual and Opposing Responses of Carabid Beetles and Predatory Wasps to Local and Landscape Factors in Vineyards,Uzman et al.,2020,Germany,Europe,,Conventional,Solitary wasp species richness,Natural enemy,Organic,Intensity,NS,"Within this radius, the respective percentages of area covered by annual crops (such as winter wheat, canola, sugar beet), perennial crops (such as stone fruits and pome fruits), viticulture and SNH (split in herbaceous and woody habitat elements) was calculated.",,,,NS,NS,NS,Organic versus conventional management did not have any significant effect on carabid or wasp species richness or abundance.
Natural enemy–herbivore networks along local management and landscape gradients in urban agroecosystems,Philpott et al.,2020,United States,North America,,Control,Herbivore abundance (aphids),Pest,Floral richness,Floral,NS,"We created four land-cover categories: (1) natural (including the NLCD categories of deciduous, evergreen, and mixed forests, dwarf scrub, shrub/scrub, and grassland/herbaceous), (2) open (including lawn grass, park, and golf courses), (3) urban (including low, medium, and high intensity developed land), and (4) agriculture (including pasture/hay and cultivated crops). Other land-cover types covered <5% of the surrounding landscape and were not included. ",0-8% agriculture,92,100,NS,NS,NS,
Natural enemy–herbivore networks along local management and landscape gradients in urban agroecosystems,Philpott et al.,2020,United States,North America,,Control,Herbivore abundance (non-aphids),Pest,Floral richness,Floral,NS,"We created four land-cover categories: (1) natural (including the NLCD categories of deciduous, evergreen, and mixed forests, dwarf scrub, shrub/scrub, and grassland/herbaceous), (2) open (including lawn grass, park, and golf courses), (3) urban (including low, medium, and high intensity developed land), and (4) agriculture (including pasture/hay and cultivated crops). Other land-cover types covered <5% of the surrounding landscape and were not included. ",0-8% agriculture,92,100,Negative,NS,NS,Non-aphid herbivore abundance increased with more Brassica plants per plot (Fig. 2a) and decreased with increases in agriculture in the landscape.
Natural enemy–herbivore networks along local management and landscape gradients in urban agroecosystems,Philpott et al.,2020,United States,North America,,Control,Parasitoid abundance,Natural enemy,Floral richness,Floral,NS,"We created four land-cover categories: (1) natural (including the NLCD categories of deciduous, evergreen, and mixed forests, dwarf scrub, shrub/scrub, and grassland/herbaceous), (2) open (including lawn grass, park, and golf courses), (3) urban (including low, medium, and high intensity developed land), and (4) agriculture (including pasture/hay and cultivated crops). Other land-cover types covered <5% of the surrounding landscape and were not included. ",0-8% agriculture,92,100,Positive,NS,NS,"The number of parasitoids increased as floral species richness increased.

Parasitoids decreased with increasing agriculture in the landscape."
Natural enemy–herbivore networks along local management and landscape gradients in urban agroecosystems,Philpott et al.,2020,United States,North America,,Control,Predator abundance,Natural enemy,Floral richness,Floral,NS,"We created four land-cover categories: (1) natural (including the NLCD categories of deciduous, evergreen, and mixed forests, dwarf scrub, shrub/scrub, and grassland/herbaceous), (2) open (including lawn grass, park, and golf courses), (3) urban (including low, medium, and high intensity developed land), and (4) agriculture (including pasture/hay and cultivated crops). Other land-cover types covered <5% of the surrounding landscape and were not included. ",0-8% agriculture,92,100,Positive,NS,NS,Abundance of both predators and parasitoids decreased with increasing agriculture in the landscape.
Natural enemy–herbivore networks along local management and landscape gradients in urban agroecosystems,Philpott et al.,2020,United States,North America,,Control,Natural enemy:herbivore ratio,Natural enemy,Floral richness,Floral,NS,"We created four land-cover categories: (1) natural (including the NLCD categories of deciduous, evergreen, and mixed forests, dwarf scrub, shrub/scrub, and grassland/herbaceous), (2) open (including lawn grass, park, and golf courses), (3) urban (including low, medium, and high intensity developed land), and (4) agriculture (including pasture/hay and cultivated crops). Other land-cover types covered <5% of the surrounding landscape and were not included. ",0-8% agriculture,92,100,NS,NS,NS,"The natural-enemy : herbivore ratio decreased (i.e., fewer natural enemies per herbivore) as the amount of agriculture in the landscape increased."
Negative effects of pesticides on wild bee communities can be buffered by landscape context,Park et al. ,2015,United States,North America,,Control,Wild bee abundance,Pollinator,Pesticide use - reduced,Intensity,Positive,"Broadly defined ‘natural’ habitat as land that was minimally managed and not cultivated for arable crops. Specifically, natural habitat included forests, wooded and herbaceous wetlands, shrublands and grasslands ",20-70% natural area (including semi-natural),20,70,Positive,Less negative in more complex landscapes,Less negative local effect in complex landscapes,"Wild bee abundance and species richness increased with percentage of natural area in the surrounding landscape across years.

Wild bee abundance decreased significantly with increasing pesticide use 1 year after application.

As natural habitat within the surrounding landscape increased, the negative relationship between pesticides and wild bee abundance and species richness weakened. "
Negative effects of pesticides on wild bee communities can be buffered by landscape context,Park et al. ,2015,United States,North America,,Control,Wild bee species richness,Pollinator,Pesticide use - reduced,Intensity,NS,"Broadly defined ‘natural’ habitat as land that was minimally managed and not cultivated for arable crops. Specifically, natural habitat included forests, wooded and herbaceous wetlands, shrublands and grasslands ",20-70% natural area (including semi-natural),20,70,Positive,Less negative in more complex landscapes,Less negative local effect in complex landscapes,"Wild bee abundance and species richness increased with percentage of natural area in the surrounding landscape across years.

Wild bee species richness decreased marginally across years.

As natural habitat within the surrounding landscape increased, the negative relationship between pesticides and wild bee abundance and species richness weakened. "
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,Abundance (aphids),Pest,Organic,Intensity,NS,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,Negative,NS,NS,Aphid abundances increasing (Fig. 2a) and Auchenorrhyncha abundances decreasing (Fig. 2b) with landscape complexity.
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,Abundance (auchenorrhyncha),Pest,Organic,Intensity,NS,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,Positive,NS,NS,Aphid abundances increasing (Fig. 2a) and Auchenorrhyncha abundances decreasing (Fig. 2b) with landscape complexity.
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,Abundance (spider),Natural enemy,Organic,Intensity,Positive,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,NS,NS,NS,Differed significantly between conventionally and organically managed fields in August.
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,"Predation (web-building spiders, early season)",Natural enemy,Organic,Intensity,NS,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,NS,NS,NS,Predation by web-building spiders on aphids per m2 was not significantly affected by landscape complexity or farming category in June.
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,"Predation (web-building spiders, late season)",Natural enemy,Organic,Intensity,Positive,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,NS,NS,NS,"In August, predation by web-building spiders on aphids was not significantly affected by landscape complexity, but differed significantly between farming categories."
Organic farming affects the biological control of hemipteran pests and yields in spring barley independent of landscape complexity,Birkhofer et al. ,2016,Sweden,Europe,,Conventional,Parasitism rate,Natural enemy,Organic,Intensity,NS,Landscape complexity is therefore defined in this study based on the amount of pasture (ha; square root-transformed) and the length of field borders (m) in non-overlapping 1 km radii around each barley field.,Pasture + field border combined into PC1,,,NS,NS,NS,The number of parasitized Auchenorrhyncha per m2 was not significantly related to landscape complexity and was not significantly affected by farming category in June or August.
Organic farming and host density affect parasitism rates of tortricid moths in vineyards,Rusch et al. ,2015,France,Europe,,Conventional,Pest community composition (tortricid moth),Pest,Organic,Intensity,NS,The landscape around each vineyard was characterized by calculating the proportion of semi-natural habitats and agricultural areas within a 1000 m radius using ArcView 10 (ESRI) and data from the Corine Land Cover database.,0-100% semi-natural habitats,0,100,Positive,NS,NS,Change in community composition mainly came from an increased abundance of E. ambiguella with the proportion of vineyard in the landscape.
Organic farming and host density affect parasitism rates of tortricid moths in vineyards,Rusch et al. ,2015,France,Europe,,Conventional,Natural enemy community composition (parasitoids),Natural enemy,Organic,Intensity,NS,The landscape around each vineyard was characterized by calculating the proportion of semi-natural habitats and agricultural areas within a 1000 m radius using ArcView 10 (ESRI) and data from the Corine Land Cover database.,0-100% semi-natural habitats,0,100,NS,NS,NS,"Our results revealed that community composition of parasitoids did not change among farming systems, landscape context or between years."
Organic farming and host density affect parasitism rates of tortricid moths in vineyards,Rusch et al. ,2015,France,Europe,,Conventional,Pest damage,Crop,Organic,Intensity,NS,The landscape around each vineyard was characterized by calculating the proportion of semi-natural habitats and agricultural areas within a 1000 m radius using ArcView 10 (ESRI) and data from the Corine Land Cover database.,0-100% semi-natural habitats,0,100,NS,NS,NS,"No differences in the proportion of grapes attacked by moths were found between organic and conventional vineyards.

Similarly, the proportions of grapes attacked by tortricid moths were not related to the proportion of vineyard in the 1 km radius."
Organic farming and host density affect parasitism rates of tortricid moths in vineyards,Rusch et al. ,2015,France,Europe,,Conventional,Parasitism rates,Natural enemy,Organic,Intensity,Negative,The landscape around each vineyard was characterized by calculating the proportion of semi-natural habitats and agricultural areas within a 1000 m radius using ArcView 10 (ESRI) and data from the Corine Land Cover database.,0-100% semi-natural habitats,0,100,NS,NS,NS,"The proportion of parasitized larvae was lower in organic than in conventional fields.

No effect of the proportion of semi-natural habitats, the use of insecticides or grass cover management on parasitism rates was found."
"Organic farming and landscape factors affect abundance and richness of hoverflies (Diptera, Syrphidae) in grasslands",Toikkanen et al. ,2016,Finland,Europe,,Conventional,Syrphid abundance,Natural enemy,Organic,Intensity,Positive,These land-use types were chosen as grassland is the dominant land-use type around the study sites (see above) and we were interested in comparing how farming intensity (improved vs. unimproved grassland) of the surrounding landscape affected hoverfly diversity.,74-100% non-arable land,74,100,Positive,NS,NS,"There was a significantly higher abundance and richness of hoverflies on organic farms than conventional farms.

Based on simple correlations, hoverfly abundance and richness was positively related to the percentage of unimproved grassland in the 2–4 and 3–4 km landscape scales, respectively.

No interaction effect between farming system and percentage of unimproved grassland was found."
"Organic farming and landscape factors affect abundance and richness of hoverflies (Diptera, Syrphidae) in grasslands",Toikkanen et al. ,2016,Finland,Europe,,Conventional,Syrphid richness,Natural enemy,Organic,Intensity,Positive,These land-use types were chosen as grassland is the dominant land-use type around the study sites (see above) and we were interested in comparing how farming intensity (improved vs. unimproved grassland) of the surrounding landscape affected hoverfly diversity.,74-100% non-arable land,74,100,Positive,NS,NS,"There was a significantly higher abundance and richness of hoverflies on organic farms than conventional farms.

Based on simple correlations, hoverfly abundance and richness was positively related to the percentage of unimproved grassland in the 2–4 and 3–4 km landscape scales, respectively.

No interaction effect between farming system and percentage of unimproved grassland was found."
